"FEATURE","CLEAN_FEAT","APPROVALDT","ORIGIN","DIAMETER","CENTER_LON","CENTER_LAT","TYPE","CODE","APPROVAL","MIN_LON","MAX_LON","MIN_LAT","MAX_LAT","ETHNICITY","CONTINENT","QUAD_NAME","QUAD_CODE","LINK"
"Pentland B","Pentland B","2006-01-01 00:00:00","Joseph Barclay; Irish geographer (1797-1873).","28.2133","13.930960974168","-66.1822749043258","Satellite Feature","SF","Adopted by IAU","12.7794017791748","15.0828456878662","-66.6494197845459","-65.7152099609375","Ireland","Europe","Manzinus","LAC-138","http://planetarynames.wr.usgs.gov/Feature/11891"
"Pentland C","Pentland C","2006-01-01 00:00:00","Joseph Barclay; Irish geographer (1797-1873).","32.1283","16.4306338479514","-65.0575643798799","Satellite Feature","SF","Adopted by IAU","15.1736392974854","17.6876316070557","-65.5873260498047","-64.5278015136719","Ireland","Europe","Manzinus","LAC-138","http://planetarynames.wr.usgs.gov/Feature/11892"
"Pentland D","Pentland D","2006-01-01 00:00:00","Joseph Barclay; Irish geographer (1797-1873).","31.3039","13.9551711969499","-63.2205478834241","Satellite Feature","SF","Adopted by IAU","12.8098735809326","15.1004734039307","-63.736722946167","-62.7043724060059","Ireland","Europe","Hommel","LAC-127","http://planetarynames.wr.usgs.gov/Feature/11893"
"Pentland DA","Pentland DA","2006-01-01 00:00:00","Joseph Barclay; Irish geographer (1797-1873).","52.4015","14.3681130069175","-62.9326567908628","Satellite Feature","SF","Adopted by IAU","12.4555912017822","16.2596645355225","-63.8090362548828","-62.0809059143066","Ireland","Europe","Hommel","LAC-127","http://planetarynames.wr.usgs.gov/Feature/11894"
"Pentland E","Pentland E","2006-01-01 00:00:00","Joseph Barclay; Irish geographer (1797-1873).","11.0396","13.3476010760655","-68.0873863422131","Satellite Feature","SF","Adopted by IAU","12.8598461151123","13.8353595733643","-68.269416809082","-67.9053554534912","Ireland","Europe","Manzinus","LAC-138","http://planetarynames.wr.usgs.gov/Feature/11895"
"Prager G","Prager G","2006-01-01 00:00:00","Richard; German-American astronomer (1883-1945).","77.4454","134.34283470569","-4.7482798058106","Satellite Feature","SF","Adopted by IAU","133.061445236206","135.624223709106","-6.02527236938477","-3.47128677368164","Germany","Europe","Dellinger","LAC-84","http://planetarynames.wr.usgs.gov/Feature/12299"
"Oenopides X","Oenopides X","2006-01-01 00:00:00","Of Chios; Greek astronomer, geometrician (500(?)-430 B.C.).","5.1463","296.840770348397","57.6360016961545","Satellite Feature","SF","Adopted by IAU","296.682264328003","296.999280929565","57.5511455535889","57.7208614349365","Greek","Europe","Pythagoras","LAC-10","http://planetarynames.wr.usgs.gov/Feature/11693"
"Oenopides Y","Oenopides Y","2006-01-01 00:00:00","Of Chios; Greek astronomer, geometrician (500(?)-430 B.C.).","6.15219","296.522373943829","57.0172362396203","Satellite Feature","SF","Adopted by IAU","296.336297988892","296.708902359009","56.9158954620361","57.1187801361084","Greek","Europe","Pythagoras","LAC-10","http://planetarynames.wr.usgs.gov/Feature/11694"
"Oenopides Z","Oenopides Z","2006-01-01 00:00:00","Of Chios; Greek astronomer, geometrician (500(?)-430 B.C.).","6.89789","292.896450771826","58.9557512543303","Satellite Feature","SF","Adopted by IAU","292.675901412964","293.117002487183","58.8420124053955","59.0694904327393","Greek","Europe","Pythagoras","LAC-10","http://planetarynames.wr.usgs.gov/Feature/11695"
"Oersted A","Oersted A","2006-01-01 00:00:00","Hans Christian; Danish physicist, chemist (1777-1851).","7.21154","47.1754757841898","43.3500639532005","Satellite Feature","SF","Adopted by IAU","47.0120258331299","47.3389263153076","43.2311534881592","43.4689769744873","Denmark","Europe","Geminus","LAC-27","http://planetarynames.wr.usgs.gov/Feature/11696"
"Oersted P","Oersted P","2006-01-01 00:00:00","Hans Christian; Danish physicist, chemist (1777-1851).","20.9003","45.9094398392442","43.6104164697877","Satellite Feature","SF","Adopted by IAU","45.4354457855225","46.386137008667","43.2662334442139","43.9554843902588","Denmark","Europe","Geminus","LAC-27","http://planetarynames.wr.usgs.gov/Feature/11697"
"Oersted U","Oersted U","2006-01-01 00:00:00","Hans Christian; Danish physicist, chemist (1777-1851).","4.08924","44.7182479549043","42.4070808665424","Satellite Feature","SF","Adopted by IAU","44.6269626617432","44.809534072876","42.3396549224854","42.4745082855225","Denmark","Europe","Geminus","LAC-27","http://planetarynames.wr.usgs.gov/Feature/11698"
"Oken A","Oken A","2006-01-01 00:00:00","(Okenfuss), Lorenz; German biologist, physiologist (1779-1851).","35.4494","71.4148197962758","-43.3434249693195","Satellite Feature","SF","Adopted by IAU","70.690221786499","72.1411533355713","-43.9079399108887","-42.7788238525391","Germany","Europe","Furnerius","LAC-115","http://planetarynames.wr.usgs.gov/Feature/11699"
"Oken E","Oken E","2006-01-01 00:00:00","(Okenfuss), Lorenz; German biologist, physiologist (1779-1851).","13.208","79.2479635676708","-46.2225726086003","Satellite Feature","SF","Adopted by IAU","78.9331798553467","79.5627460479736","-46.4403591156006","-46.0047855377197","Germany","Europe","Furnerius","LAC-115","http://planetarynames.wr.usgs.gov/Feature/11700"
"Oken F","Oken F","2006-01-01 00:00:00","(Okenfuss), Lorenz; German biologist, physiologist (1779-1851).","24.6282","71.3782559132302","-44.4910223886675","Satellite Feature","SF","Adopted by IAU","70.8090000152588","71.9475154876709","-44.8971157073975","-44.0849285125732","Germany","Europe","Furnerius","LAC-115","http://planetarynames.wr.usgs.gov/Feature/11701"
"Oken L","Oken L","2006-01-01 00:00:00","(Okenfuss), Lorenz; German biologist, physiologist (1779-1851).","9.2547","78.1396085584356","-42.7891397341693","Satellite Feature","SF","Adopted by IAU","77.948709487915","78.3304958343506","-42.9414310455322","-42.636848449707","Germany","Europe","Furnerius","LAC-115","http://planetarynames.wr.usgs.gov/Feature/11702"
"Oken M","Oken M","2006-01-01 00:00:00","(Okenfuss), Lorenz; German biologist, physiologist (1779-1851).","8.02946","75.4841027779529","-41.7985674837386","Satellite Feature","SF","Adopted by IAU","75.3064937591553","75.6617107391357","-41.930965423584","-41.6661701202393","Germany","Europe","Furnerius","LAC-115","http://planetarynames.wr.usgs.gov/Feature/11703"
"Oken N","Oken N","2006-01-01 00:00:00","(Okenfuss), Lorenz; German biologist, physiologist (1779-1851).","38.2309","74.6656760894007","-42.6014504211638","Satellite Feature","SF","Adopted by IAU","73.8091487884521","75.5222072601318","-43.2318439483643","-41.9710559844971","Germany","Europe","Furnerius","LAC-115","http://planetarynames.wr.usgs.gov/Feature/11704"
"Olbers B","Olbers B","2006-01-01 00:00:00","Heinrich Wilhelm Matthäus; German astronomer, doctor (1758-1840).","16.3559","285.789766534145","6.83836897439516","Satellite Feature","SF","Adopted by IAU","285.518159866333","286.061372756958","6.56867790222168","7.10806465148926","Germany","Europe","Vasco da Gama","LAC-55","http://planetarynames.wr.usgs.gov/Feature/11706"
"Olbers D","Olbers D","2006-01-01 00:00:00","Heinrich Wilhelm Matthäus; German astronomer, doctor (1758-1840).","100.029","281.967616512913","10.2335990373905","Satellite Feature","SF","Adopted by IAU","280.610006332397","283.330198287964","8.80284690856934","11.6633319854736","Germany","Europe","Vasco da Gama","LAC-55","http://planetarynames.wr.usgs.gov/Feature/11707"
"Olbers G","Olbers G","2006-01-01 00:00:00","Heinrich Wilhelm Matthäus; German astronomer, doctor (1758-1840).","9.01299","285.326405869523","8.40361511031512","Satellite Feature","SF","Adopted by IAU","285.176183700562","285.476629257202","8.25500297546387","8.55223274230957","Germany","Europe","Vasco da Gama","LAC-55","http://planetarynames.wr.usgs.gov/Feature/11708"
"Opelt E","Opelt E","2006-01-01 00:00:00","Friedrich Wilhelm; German astronomer (1794-1863).","7.38491","342.090119097847","-17.0427758781772","Satellite Feature","SF","Adopted by IAU","341.962759017944","342.217481613159","-17.1645450592041","-16.9210052490234","Germany","Europe","Pitatus","LAC-94","http://planetarynames.wr.usgs.gov/Feature/11722"
"Opelt F","Opelt F","2006-01-01 00:00:00","Friedrich Wilhelm; German astronomer (1794-1863).","4.00743","341.201220707357","-18.0937053318739","Satellite Feature","SF","Adopted by IAU","341.131700515747","341.270742416382","-18.159782409668","-18.0276260375977","Germany","Europe","Pitatus","LAC-94","http://planetarynames.wr.usgs.gov/Feature/11723"
"Opelt G","Opelt G","2006-01-01 00:00:00","Friedrich Wilhelm; German astronomer (1794-1863).","3.73463","342.708947176319","-16.8507271771572","Satellite Feature","SF","Adopted by IAU","342.644601821899","342.773294448853","-16.9123058319092","-16.7891464233398","Germany","Europe","Pitatus","LAC-94","http://planetarynames.wr.usgs.gov/Feature/11724"
"Opelt H","Opelt H","2006-01-01 00:00:00","Friedrich Wilhelm; German astronomer (1794-1863).","2.71117","342.659521434572","-15.823070083834","Satellite Feature","SF","Adopted by IAU","342.61305809021","342.705987930298","-15.8677730560303","-15.7783660888672","Germany","Europe","Montes Riphaeus","LAC-76","http://planetarynames.wr.usgs.gov/Feature/11725"
"Opelt K","Opelt K","2006-01-01 00:00:00","Friedrich Wilhelm; German astronomer (1794-1863).","4.19159","342.906067487875","-13.6153519986042","Satellite Feature","SF","Adopted by IAU","342.834955215454","342.977182388306","-13.6844673156738","-13.546236038208","Germany","Europe","Montes Riphaeus","LAC-76","http://planetarynames.wr.usgs.gov/Feature/11726"
"Oppenheimer F","Oppenheimer F","2006-01-01 00:00:00","J. (Julius) Robert; American physicist (1904-1967).","35.9144","199.355460755584","-34.9810141023014","Satellite Feature","SF","Adopted by IAU","198.632711410522","200.078214645386","-35.5732040405273","-34.388822555542","American","North America","Oppenheimer","LAC-120","http://planetarynames.wr.usgs.gov/Feature/11727"
"Oppenheimer H","Oppenheimer H","2006-01-01 00:00:00","J. (Julius) Robert; American physicist (1904-1967).","32.942","196.63439102294","-36.7489774825475","Satellite Feature","SF","Adopted by IAU","195.956502914429","197.312280654907","-37.2921562194824","-36.2057991027832","American","North America","Oppenheimer","LAC-120","http://planetarynames.wr.usgs.gov/Feature/11728"
"Oppenheimer R","Oppenheimer R","2006-01-01 00:00:00","J. (Julius) Robert; American physicist (1904-1967).","34.4605","189.579458628496","-37.4349385256649","Satellite Feature","SF","Adopted by IAU","188.864091873169","190.294733047485","-37.9204196929932","-36.9494552612305","American","North America","Oppenheimer","LAC-120","http://planetarynames.wr.usgs.gov/Feature/11729"
"Oppenheimer U","Oppenheimer U","2006-01-01 00:00:00","J. (Julius) Robert; American physicist (1904-1967).","37.0827","191.855427051853","-34.469535747663","Satellite Feature","SF","Adopted by IAU","191.110258102417","192.595266342163","-35.0823402404785","-33.8594188690186","American","North America","Oppenheimer","LAC-120","http://planetarynames.wr.usgs.gov/Feature/11730"
"Oppenheimer V","Oppenheimer V","2006-01-01 00:00:00","J. (Julius) Robert; American physicist (1904-1967).","32.0417","187.03414405399","-32.1319267960664","Satellite Feature","SF","Adopted by IAU","186.41025352478","187.658037185669","-32.6602611541748","-31.6035919189453","American","North America","Oppenheimer","LAC-120","http://planetarynames.wr.usgs.gov/Feature/11731"
"Oppenheimer W","Oppenheimer W","2006-01-01 00:00:00","J. (Julius) Robert; American physicist (1904-1967).","19.2285","191.027942899111","-32.4080684554326","Satellite Feature","SF","Adopted by IAU","190.652456283569","191.403432846069","-32.7251262664795","-32.0910110473633","American","North America","Oppenheimer","LAC-120","http://planetarynames.wr.usgs.gov/Feature/11732"
"Oppolzer A","Oppolzer A","2006-01-01 00:00:00","Theodor Ritter von; Czechoslovakian astronomer (1841-1886).","3.31301","359.654776317639","-0.485255295867281","Satellite Feature","SF","Adopted by IAU","359.600149154663","359.709405899048","-0.539882659912109","-0.430625915527344","Czechoslovakia","Europe","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/11733"
"Oppolzer K","Oppolzer K","2006-01-01 00:00:00","Theodor Ritter von; Czechoslovakian astronomer (1841-1886).","2.63682","359.623881479937","-1.7198196774402","Satellite Feature","SF","Adopted by IAU","359.58038520813","359.667379379272","-1.76329803466797","-1.67634010314941","Czechoslovakia","Europe","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/11734"
"Oresme K","Oresme K","2006-01-01 00:00:00","Oresme, Nicole; French mathematician (1323(?)-1382).","22.8353","170.237347318305","-44.1021141958583","Satellite Feature","SF","Adopted by IAU","169.712949752808","170.761747360229","-44.4786434173584","-43.7255840301514","France","Europe","Mare Ingenii","LAC-119","http://planetarynames.wr.usgs.gov/Feature/11735"
"Oresme Q","Oresme Q","2006-01-01 00:00:00","Oresme, Nicole; French mathematician (1323(?)-1382).","25.7651","167.31444035858","-44.3376049344362","Satellite Feature","SF","Adopted by IAU","166.720464706421","167.908418655396","-44.7624435424805","-43.9127635955811","France","Europe","Mare Ingenii","LAC-119","http://planetarynames.wr.usgs.gov/Feature/11736"
"Oresme U","Oresme U","2006-01-01 00:00:00","Oresme, Nicole; French mathematician (1323(?)-1382).","68.428","164.941647339937","-41.709791404843","Satellite Feature","SF","Adopted by IAU","163.43016242981","166.453134536743","-42.8380947113037","-40.581485748291","France","Europe","Mare Ingenii","LAC-119","http://planetarynames.wr.usgs.gov/Feature/11737"
"Oresme V","Oresme V","2006-01-01 00:00:00","Oresme, Nicole; French mathematician (1323(?)-1382).","56.0998","165.393875369578","-40.7535049697738","Satellite Feature","SF","Adopted by IAU","164.260633468628","166.514818191528","-41.6199016571045","-39.8927211761475","France","Europe","Mare Ingenii","LAC-119","http://planetarynames.wr.usgs.gov/Feature/11738"
"Orlov D","Orlov D","2006-01-01 00:00:00","Aleksandr Iakovlevich; Soviet astronomer (1880-1954); Sergei Vladimirovich; Soviet astronomer (1880-1958).","19.2182","186.488571034008","-24.8154388365095","Satellite Feature","SF","Adopted by IAU","186.13942527771","186.837747573853","-25.1327342987061","-24.4989528656006","Soviet","Europe","Van de Graaff","LAC-104","http://planetarynames.wr.usgs.gov/Feature/11739"
"Orlov Y","Orlov Y","2006-01-01 00:00:00","Aleksandr Iakovlevich; Soviet astronomer (1880-1954); Sergei Vladimirovich; Soviet astronomer (1880-1958).","120.014","184.627917840879","-22.8427874678758","Satellite Feature","SF","Adopted by IAU","182.47988319397","186.775957107544","-24.8216896057129","-20.863883972168","Soviet","Europe","Van de Graaff","LAC-104","http://planetarynames.wr.usgs.gov/Feature/11740"
"Orontius A","Orontius A","2006-01-01 00:00:00","Oronce Fine (Orontius Finaeus Delphinatus); French mathematician, cartographer (1494-1555).","6.72881","357.404984409259","-39.1177391395149","Satellite Feature","SF","Adopted by IAU","357.261945724487","357.548025131226","-39.2286891937256","-39.0067882537842","France","Europe","Tycho","LAC-112","http://planetarynames.wr.usgs.gov/Feature/11741"
"Orontius B","Orontius B","2006-01-01 00:00:00","Oronce Fine (Orontius Finaeus Delphinatus); French mathematician, cartographer (1494-1555).","8.74648","356.837438924277","-39.9647022415871","Satellite Feature","SF","Adopted by IAU","356.649271011353","357.025609970093","-40.1089210510254","-39.8204822540283","France","Europe","Tycho","LAC-112","http://planetarynames.wr.usgs.gov/Feature/11742"
"Orontius C","Orontius C","2006-01-01 00:00:00","Oronce Fine (Orontius Finaeus Delphinatus); French mathematician, cartographer (1494-1555).","14.518","355.893769708142","-37.9678408547041","Satellite Feature","SF","Adopted by IAU","355.590120315552","356.197423934937","-38.2072257995605","-37.7284545898438","France","Europe","Tycho","LAC-112","http://planetarynames.wr.usgs.gov/Feature/11743"
"Orontius D","Orontius D","2006-01-01 00:00:00","Oronce Fine (Orontius Finaeus Delphinatus); French mathematician, cartographer (1494-1555).","14.2183","353.80011951018","-39.4148254548367","Satellite Feature","SF","Adopted by IAU","353.496660232544","354.103578567505","-39.6492691040039","-39.1803798675537","France","Europe","Tycho","LAC-112","http://planetarynames.wr.usgs.gov/Feature/11744"
"Paracelsus M","Paracelsus M","2006-01-01 00:00:00","Philippus Aureolus Theophrastus Bombast von Hohenheim; Swiss-German doctor, chemist (1493-1541).","35.6934","163.26507936299","-25.9675308364577","Satellite Feature","SF","Adopted by IAU","162.608755111694","163.921396255493","-26.5560817718506","-25.378978729248","Austria","Europe","O'Day","LAC-103","http://planetarynames.wr.usgs.gov/Feature/11787"
"Piccolomini K","Piccolomini K","2006-01-01 00:00:00","Alessandro; Italian astronomer (1508-1578).","7.55851","29.7142646534821","-25.7230839999194","Satellite Feature","SF","Adopted by IAU","29.5759143829346","29.8526172637939","-25.8477153778076","-25.5984516143799","Italy","Europe","Rupes Altai","LAC-96","http://planetarynames.wr.usgs.gov/Feature/12000"
"Piccolomini L","Piccolomini L","2006-01-01 00:00:00","Alessandro; Italian astronomer (1508-1578).","12.3036","33.7511777768256","-26.1398569608229","Satellite Feature","SF","Adopted by IAU","33.5265331268311","33.9757823944092","-26.3221988677979","-25.9575138092041","Italy","Europe","Fracastorius","LAC-97","http://planetarynames.wr.usgs.gov/Feature/12001"
"Piccolomini M","Piccolomini M","2006-01-01 00:00:00","Alessandro; Italian astronomer (1508-1578).","23.1257","31.8369448896431","-27.8832104274634","Satellite Feature","SF","Adopted by IAU","31.4055461883545","32.268346786499","-28.2645282745361","-27.5018920898438","Italy","Europe","Fracastorius","LAC-97","http://planetarynames.wr.usgs.gov/Feature/12002"
"Piccolomini N","Piccolomini N","2006-01-01 00:00:00","Alessandro; Italian astronomer (1508-1578).","8.67552","26.264974617617","-27.3685280831731","Satellite Feature","SF","Adopted by IAU","26.1038722991943","26.4260807037354","-27.5115776062012","-27.2254772186279","Italy","Europe","Rupes Altai","LAC-96","http://planetarynames.wr.usgs.gov/Feature/12003"
"Piccolomini O","Piccolomini O","2006-01-01 00:00:00","Alessandro; Italian astronomer (1508-1578).","10.1463","30.5376909116585","-26.7212684941503","Satellite Feature","SF","Adopted by IAU","30.3503360748291","30.7250499725342","-26.8885688781738","-26.5539665222168","Italy","Europe","Fracastorius","LAC-97","http://planetarynames.wr.usgs.gov/Feature/12004"
"Piccolomini P","Piccolomini P","2006-01-01 00:00:00","Alessandro; Italian astronomer (1508-1578).","11.4223","35.9034406927692","-30.5074155801877","Satellite Feature","SF","Adopted by IAU","35.6971416473389","36.1098003387451","-30.6838512420654","-30.3309669494629","Italy","Europe","Fracastorius","LAC-97","http://planetarynames.wr.usgs.gov/Feature/12005"
"Orontius E","Orontius E","2006-01-01 00:00:00","Oronce Fine (Orontius Finaeus Delphinatus); French mathematician, cartographer (1494-1555).","7.06492","355.178776847139","-39.5911320674543","Satellite Feature","SF","Adopted by IAU","355.059537887573","355.298070907593","-39.7063159942627","-39.4759464263916","France","Europe","Tycho","LAC-112","http://planetarynames.wr.usgs.gov/Feature/11745"
"Orontius F","Orontius F","2006-01-01 00:00:00","Oronce Fine (Orontius Finaeus Delphinatus); French mathematician, cartographer (1494-1555).","41.4117","356.070352686615","-39.2262539863879","Satellite Feature","SF","Adopted by IAU","355.201852798462","356.940099716187","-39.8442707061768","-38.6082000732422","France","Europe","Tycho","LAC-112","http://planetarynames.wr.usgs.gov/Feature/11746"
"Ostwald Y","Ostwald Y","2006-01-01 00:00:00","Wilhelm; German chemist; Nobel laureate (1853-1932).","26.9758","121.212067839471","13.49036634983","Satellite Feature","SF","Adopted by IAU","120.754774093628","121.669366836548","13.0455646514893","13.9351711273193","Germany","Europe","Ostwald","LAC-65","http://planetarynames.wr.usgs.gov/Feature/11747"
"Pentland F","Pentland F","2006-01-01 00:00:00","Joseph Barclay; Irish geographer (1797-1873).","12.2121","11.3131064147422","-62.1522730246721","Satellite Feature","SF","Adopted by IAU","10.882173538208","11.7440395355225","-62.3536376953125","-61.95090675354","Ireland","Europe","Hommel","LAC-127","http://planetarynames.wr.usgs.gov/Feature/11896"
"Pentland J","Pentland J","2006-01-01 00:00:00","Joseph Barclay; Irish geographer (1797-1873).","8.48865","14.6262870182209","-64.5240102659872","Satellite Feature","SF","Adopted by IAU","14.3006687164307","14.9519062042236","-64.6639785766602","-64.3840408325195","Ireland","Europe","Manzinus","LAC-138","http://planetarynames.wr.usgs.gov/Feature/11897"
"Pentland K","Pentland K","2006-01-01 00:00:00","Joseph Barclay; Irish geographer (1797-1873).","11.6763","17.8336303903112","-66.9169513634979","Satellite Feature","SF","Adopted by IAU","17.3424320220947","18.3248271942139","-67.1094799041748","-66.7244205474854","Ireland","Europe","Manzinus","LAC-138","http://planetarynames.wr.usgs.gov/Feature/11898"
"Pentland L","Pentland L","2006-01-01 00:00:00","Joseph Barclay; Irish geographer (1797-1873).","22.2852","17.7664350958788","-65.8462675013435","Satellite Feature","SF","Adopted by IAU","16.8683948516846","18.6644802093506","-66.2137260437012","-65.4788074493408","Ireland","Europe","Manzinus","LAC-138","http://planetarynames.wr.usgs.gov/Feature/11899"
"Pentland M","Pentland M","2006-01-01 00:00:00","Joseph Barclay; Irish geographer (1797-1873).","6.24338","17.0595394268506","-64.5526056357987","Satellite Feature","SF","Adopted by IAU","16.8198757171631","17.2992038726807","-64.6555519104004","-64.4496574401855","Ireland","Europe","Manzinus","LAC-138","http://planetarynames.wr.usgs.gov/Feature/11900"
"Pentland N","Pentland N","2006-01-01 00:00:00","Joseph Barclay; Irish geographer (1797-1873).","23.4819","17.1945828520115","-63.6526770182268","Satellite Feature","SF","Adopted by IAU","16.3534832000732","18.033224105835","-64.0101661682129","-63.2951259613037","Ireland","Europe","Hommel","LAC-127","http://planetarynames.wr.usgs.gov/Feature/11901"
"Pentland O","Pentland O","2006-01-01 00:00:00","Joseph Barclay; Irish geographer (1797-1873).","13.9777","18.510582296819","-63.2619858650746","Satellite Feature","SF","Adopted by IAU","17.9984493255615","19.0227184295654","-63.4924621582031","-63.0315074920654","Ireland","Europe","Hommel","LAC-127","http://planetarynames.wr.usgs.gov/Feature/11902"
"Pentland P","Pentland P","2006-01-01 00:00:00","Joseph Barclay; Irish geographer (1797-1873).","8.11059","14.3533582954126","-67.8528372132792","Satellite Feature","SF","Adopted by IAU","13.99875831604","14.7079563140869","-67.986572265625","-67.7191009521484","Ireland","Europe","Manzinus","LAC-138","http://planetarynames.wr.usgs.gov/Feature/11903"
"Perel'man E","Perel man E","2006-01-01 00:00:00","Yakov Isidorovich; Soviet rocketry scientist (1882-1942).","26.5532","107.345492927081","-23.8746172459339","Satellite Feature","SF","Adopted by IAU","106.866743087769","107.824243545532","-24.3124523162842","-23.4367809295654","Soviet","Europe","Hilbert","LAC-100","http://planetarynames.wr.usgs.gov/Feature/11904"
"Palisa A","Palisa A","2006-01-01 00:00:00","Johann; Czechoslovakian-Austrian astronomer (1848-1925).","4.05556","353.264699066934","-9.06418739309648","Satellite Feature","SF","Adopted by IAU","353.196981430054","353.332418441772","-9.13105964660645","-8.997314453125","Czechoslovakia","Europe","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/11748"
"Palisa C","Palisa C","2006-01-01 00:00:00","Johann; Czechoslovakian-Austrian astronomer (1848-1925).","7.87342","353.525808761369","-7.73090335243928","Satellite Feature","SF","Adopted by IAU","353.39479637146","353.656824111938","-7.86072731018066","-7.60107803344727","Czechoslovakia","Europe","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/11749"
"Palisa D","Palisa D","2006-01-01 00:00:00","Johann; Czechoslovakian-Austrian astronomer (1848-1925).","7.37051","353.092765953478","-8.68361895781357","Satellite Feature","SF","Adopted by IAU","352.96982383728","353.215711593628","-8.80515098571777","-8.56208610534668","Czechoslovakia","Europe","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/11750"
"Palisa E","Palisa E","2006-01-01 00:00:00","Johann; Czechoslovakian-Austrian astronomer (1848-1925).","19.9384","354.24844113879","-8.46956643801096","Satellite Feature","SF","Adopted by IAU","353.916048049927","354.580839157104","-8.79833030700684","-8.14080047607422","Czechoslovakia","Europe","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/11751"
"Palisa P","Palisa P","2006-01-01 00:00:00","Johann; Czechoslovakian-Austrian astronomer (1848-1925).","4.12867","352.631612685036","-9.67801203370621","Satellite Feature","SF","Adopted by IAU","352.56255531311","352.700674057007","-9.7460880279541","-9.60993385314941","Czechoslovakia","Europe","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/11752"
"Palisa T","Palisa T","2006-01-01 00:00:00","Johann; Czechoslovakian-Austrian astronomer (1848-1925).","12.076","351.779991866549","-8.2569507276093","Satellite Feature","SF","Adopted by IAU","351.588182449341","351.971757888794","-8.42262268066406","-8.09127998352051","Czechoslovakia","Europe","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/11753"
"Palisa W","Palisa W","2006-01-01 00:00:00","Johann; Czechoslovakian-Austrian astronomer (1848-1925).","4.00774","353.670663172449","-9.09269968847631","Satellite Feature","SF","Adopted by IAU","353.60373878479","353.737588882446","-9.15878295898438","-9.02661514282227","Czechoslovakia","Europe","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/11754"
"Palitzsch A","Palitzsch A","2006-01-01 00:00:00","Johann Georg; German astronomer (1723-1788).","33.1003","65.6834848125836","-26.9559802698905","Satellite Feature","SF","Adopted by IAU","65.0711879730225","66.2957897186279","-27.5017700195312","-26.4101905822754","Germany","Europe","Petavius","LAC-98","http://planetarynames.wr.usgs.gov/Feature/11755"
"Palitzsch B","Palitzsch B","2006-01-01 00:00:00","Johann Georg; German astronomer (1723-1788).","37.9399","68.388017812867","-26.4144182370894","Satellite Feature","SF","Adopted by IAU","67.6895427703857","69.0864810943604","-27.0400104522705","-25.7888240814209","Germany","Europe","Petavius","LAC-98","http://planetarynames.wr.usgs.gov/Feature/11756"
"Pallas A","Pallas A","2006-01-01 00:00:00","Peter Simon; German-born Russian geologist, natural historian (1741-1811).","10.0488","357.654620449682","5.96587274160312","Satellite Feature","SF","Adopted by IAU","357.488031387329","357.821214675903","5.80018043518066","6.13156700134277","Germany","Europe","Mare Vaporum","LAC-59","http://planetarynames.wr.usgs.gov/Feature/11757"
"Pallas B","Pallas B","2006-01-01 00:00:00","Peter Simon; German-born Russian geologist, natural historian (1741-1811).","3.40756","357.363188241337","4.19766490302287","Satellite Feature","SF","Adopted by IAU","357.306852340698","357.419527053833","4.14147758483887","4.25385475158691","Germany","Europe","Mare Vaporum","LAC-59","http://planetarynames.wr.usgs.gov/Feature/11758"
"Picard P","Picard P","2006-01-01 00:00:00","Jean; French astronomer (1620-1682).","7.89789","53.6161367516716","8.81643669031927","Satellite Feature","SF","Adopted by IAU","53.4844379425049","53.7478351593018","8.68620872497559","8.94666481018066","France","Europe","Mare Undarum","LAC-62","http://planetarynames.wr.usgs.gov/Feature/11989"
"Picard Y","Picard Y","2006-01-01 00:00:00","Jean; French astronomer (1620-1682).","4.28596","60.2729679713857","13.178339056821","Satellite Feature","SF","Adopted by IAU","60.2003879547119","60.3455486297607","13.1076679229736","13.2490100860596","France","Europe","Mare Undarum","LAC-62","http://planetarynames.wr.usgs.gov/Feature/11990"
"Piccolomini A","Piccolomini A","2006-01-01 00:00:00","Alessandro; Italian astronomer (1508-1578).","15.089","30.3581777499961","-26.4370529693929","Satellite Feature","SF","Adopted by IAU","30.0802898406982","30.6360645294189","-26.6858539581299","-26.1882514953613","Italy","Europe","Fracastorius","LAC-97","http://planetarynames.wr.usgs.gov/Feature/11991"
"Piccolomini Q","Piccolomini Q","2006-01-01 00:00:00","Alessandro; Italian astronomer (1508-1578).","13.4806","36.3804890223271","-30.8841016592681","Satellite Feature","SF","Adopted by IAU","36.1214847564697","36.6394939422607","-31.1063823699951","-30.6618194580078","Italy","Europe","Fracastorius","LAC-97","http://planetarynames.wr.usgs.gov/Feature/12006"
