"FEATURE","CLEAN_FEAT","APPROVALDT","ORIGIN","DIAMETER","CENTER_LON","CENTER_LAT","TYPE","CODE","APPROVAL","MIN_LON","MAX_LON","MIN_LAT","MAX_LAT","ETHNICITY","CONTINENT","QUAD_NAME","QUAD_CODE","LINK"
"Lev","Lev","2012-03-29 00:00:00","Russian male name of Hebrew origin.","0.06","62.2","12.7","Crater, craters","AA","Adopted by IAU","62.2","62.2","12.7","12.7","Russia","Europe","Mare Undarum","LAC-62","http://planetarynames.wr.usgs.gov/Feature/14952"
"Triplet","Triplet","1973-01-01 00:00:00","Astronaut-named feature, Apollo 14 site.","0.3","342.5","-3.69999999999993","Landing site name","LF","Adopted by IAU","342.5","342.5","-3.69999999999993","-3.69999999999993","American","North America","Montes Riphaeus","LAC-76","http://planetarynames.wr.usgs.gov/Feature/6086"
"Van Serg","Van Serg","1973-01-01 00:00:00","Astronaut-named feature, Apollo 17 site.","0.1","30.8000000000001","20.2","Landing site name","LF","Adopted by IAU","30.8000000000001","30.8000000000001","20.2","20.2","American","North America","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/6315"
"Weird","Weird","1973-01-01 00:00:00","Astronaut-named feature, Apollo 14 site.","0.04","342.5","-3.69999999999993","Landing site name","LF","Adopted by IAU","342.5","342.5","-3.69999999999993","-3.69999999999993","American","North America","Montes Riphaeus","LAC-76","http://planetarynames.wr.usgs.gov/Feature/6514"
"Wessex Cleft","Wessex Cleft","1973-01-01 00:00:00","Astronaut-named feature, Apollo 17 site.","4","30.9","20.3000000000001","Landing site name","LF","Adopted by IAU","30.9","30.9","20.3000000000001","20.3000000000001","Great Britain","Europe","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/6524"
"Wreck","Wreck","1973-01-01 00:00:00","Astronaut-named feature, Apollo 16 site.","1","15.5000000000001","-9.09999999999991","Landing site name","LF","Adopted by IAU","15.5000000000001","15.5000000000001","-9.09999999999991","-9.09999999999991","American","North America","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/6579"
"Apennine Front","Apennine Front","1973-01-01 00:00:00","Astronaut-named feature, Apollo 15 site.","6","3.70000000000005","25.9000000000001","Landing site name","LF","Adopted by IAU","3.69999980926514","3.70000004768372","25.8999996185303","25.9000015258789","Italy","Europe","Montes Apenninus","LAC-41","http://planetarynames.wr.usgs.gov/Feature/314"
"Shorty","Shorty","1973-01-01 00:00:00","Astronaut-named feature, Apollo 17 site.","0.1","30.6000000000001","20.2","Landing site name","LF","Adopted by IAU","30.6000000000001","30.6000000000001","20.2","20.2","American","North America","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/5500"
"Stone Mountain","Stone Mountain","1973-01-01 00:00:00","Astronaut-named feature, Apollo 16 site.","5","15.6000000000001","-9.09999999999991","Landing site name","LF","Adopted by IAU","15.6000000000001","15.6000000000001","-9.09999999999991","-9.09999999999991","American","North America","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/5715"
"Bear Mountain","Bear Mountain","1973-01-01 00:00:00","Astronaut-named feature, Apollo 17 site.","0","30.7","20.0000000000001","Landing site name","LF","Adopted by IAU","30.7","30.7","20.0000000000001","20.0000000000001","American","North America","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/652"
"Bench","Bench","1973-01-01 00:00:00","Astronaut-named feature, Apollo 12 site.","0.1","336.6","-3.19999999999993","Landing site name","LF","Adopted by IAU","336.6","336.6","-3.19999999999993","-3.19999999999993","American","North America","Montes Riphaeus","LAC-76","http://planetarynames.wr.usgs.gov/Feature/686"
"Bridge","Bridge","1973-01-01 00:00:00","Astronaut-named feature, Apollo 15 site.","0.71","3.60000000000008","26.0000000000001","Landing site name","LF","Adopted by IAU","3.60000000000008","3.60000000000008","26.0000000000001","26.0000000000001","American","North America","Montes Apenninus","LAC-41","http://planetarynames.wr.usgs.gov/Feature/877"
"Cochise","Cochise","1973-01-01 00:00:00","Astronaut-named feature, Apollo 17 site.","0.63","30.8000000000001","20.2","Landing site name","LF","Adopted by IAU","30.8000000000001","30.8000000000001","20.2","20.2","American","North America","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/1259"
"Dune","Dune","1973-01-01 00:00:00","Astronaut-named feature, Apollo 15 site.","0.4","3.70000000000005","26.0000000000001","Landing site name","LF","Adopted by IAU","3.70000000000005","3.70000000000005","26.0000000000001","26.0000000000001","American","North America","Montes Apenninus","LAC-41","http://planetarynames.wr.usgs.gov/Feature/1662"
"Earthlight","Earthlight","1973-01-01 00:00:00","Astronaut-named feature, Apollo 15 site.","0.2","3.70000000000005","26.1000000000001","Landing site name","LF","Adopted by IAU","3.70000000000005","3.70000000000005","26.1000000000001","26.1000000000001","American","North America","Montes Apenninus","LAC-41","http://planetarynames.wr.usgs.gov/Feature/1705"
"Emory","Emory","1973-01-01 00:00:00","Astronaut-named feature, Apollo 17 site.","0.5","30.8000000000001","20.1000000000001","Landing site name","LF","Adopted by IAU","30.8000000000001","30.8000000000001","20.1000000000001","20.1000000000001","American","North America","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/1794"
"End","End","1973-01-01 00:00:00","Astronaut-named feature, Apollo 16 site.","0.4","15.6000000000001","-8.89999999999992","Landing site name","LF","Adopted by IAU","15.6000000000001","15.6000000000001","-8.89999999999992","-8.89999999999992","American","North America","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/1797"
"Falcon","Falcon","1973-01-01 00:00:00","Astronaut-named feature, Apollo 17 site.","0","30.3000000000001","20.4000000000001","Landing site name","LF","Adopted by IAU","30.3000000000001","30.3000000000001","20.4000000000001","20.4000000000001","American","North America","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/1904"
"Family Mountain","Family Mountain","1973-01-01 00:00:00","Astronaut-named feature, Apollo 17 site.","7","30.3000000000001","20.4000000000001","Landing site name","LF","Adopted by IAU","30.3000000000001","30.3000000000001","20.4000000000001","20.4000000000001","American","North America","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/1907"
"Flank","Flank","1973-01-01 00:00:00","Astronaut-named feature, Apollo 14 site.","0.03","342.6","-3.69999999999993","Landing site name","LF","Adopted by IAU","342.6","342.6","-3.69999999999993","-3.69999999999993","American","North America","Montes Riphaeus","LAC-76","http://planetarynames.wr.usgs.gov/Feature/1975"
"Halo","Halo","1973-01-01 00:00:00","Astronaut-named feature, Apollo 12 site.","0.01","336.6","-3.19999999999993","Landing site name","LF","Adopted by IAU","336.6","336.6","-3.19999999999993","-3.19999999999993","American","North America","Montes Riphaeus","LAC-76","http://planetarynames.wr.usgs.gov/Feature/2333"
"Hess-Apollo","Hess Apollo","1973-01-01 00:00:00","Astronaut-named feature, Apollo 17 site.","0.5","30.7","20.1000000000001","Landing site name","LF","Adopted by IAU","30.7","30.7","20.1000000000001","20.1000000000001","American","North America","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/2491"
"Index","Index","1973-01-01 00:00:00","Astronaut-named feature, Apollo 15 site.","0.2","3.70000000000005","26.1000000000001","Landing site name","LF","Adopted by IAU","3.70000000000005","3.70000000000005","26.1000000000001","26.1000000000001","American","North America","Montes Apenninus","LAC-41","http://planetarynames.wr.usgs.gov/Feature/2685"
"Lara","Lara","1973-01-01 00:00:00","Astronaut-named feature, Apollo 17 site.","0","30.5000000000001","20.4000000000001","Landing site name","LF","Adopted by IAU","30.5000000000001","30.5000000000001","20.4000000000001","20.4000000000001","American","North America","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/3279"
"Last","Last","1973-01-01 00:00:00","Astronaut-named feature, Apollo 15 site.","0","3.70000000000005","26.1000000000001","Landing site name","LF","Adopted by IAU","3.70000000000005","3.70000000000005","26.1000000000001","26.1000000000001","American","North America","Montes Apenninus","LAC-41","http://planetarynames.wr.usgs.gov/Feature/3289"
"North Complex","North Complex","1973-01-01 00:00:00","Astronaut-named feature, Apollo 15 site.","2","3.60000000000008","26.2","Landing site name","LF","Adopted by IAU","3.60000000000008","3.60000000000008","26.2","26.2","American","North America","Montes Apenninus","LAC-41","http://planetarynames.wr.usgs.gov/Feature/4340"
"Mackin","Mackin","1973-01-01 00:00:00","Astronaut-named feature, Apollo 17 site. (Spelling changed from Mackin-Apollo.)","0","30.7","20.1000000000001","Landing site name","LF","Adopted by IAU","30.7","30.7","20.1000000000001","20.1000000000001","American","North America","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/3556"
"Plum","Plum","1973-01-01 00:00:00","Astronaut-named feature, Apollo 16 site.","0.3","15.5000000000001","-8.99999999999994","Landing site name","LF","Adopted by IAU","15.5000000000001","15.5000000000001","-8.99999999999994","-8.99999999999994","American","North America","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/4763"
"Palmetto","Palmetto","1973-01-01 00:00:00","Astronaut-named feature, Apollo 16 site.","0","15.5000000000001","-8.89999999999992","Landing site name","LF","Adopted by IAU","15.5000000000001","15.5000000000001","-8.89999999999992","-8.89999999999992","American","North America","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/4561"
"North Massif","North Massif","1973-01-01 00:00:00","Astronaut-named feature, Apollo 17 site.","14","30.8000000000001","20.4000000000001","Landing site name","LF","Adopted by IAU","30.8000000000001","30.8000000000001","20.4000000000001","20.4000000000001","France","Europe","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/4341"
"Old Nameless","Old Nameless","1973-01-01 00:00:00","Astronaut-named feature, Apollo 14 site.","0.1","342.5","-3.69999999999993","Landing site name","LF","Adopted by IAU","342.5","342.5","-3.69999999999993","-3.69999999999993","American","North America","Montes Riphaeus","LAC-76","http://planetarynames.wr.usgs.gov/Feature/4434"
"Rhysling","Rhysling","1973-01-01 00:00:00","Astronaut-named feature, Apollo 15 site.","0.1","3.70000000000005","26.1000000000001","Landing site name","LF","Adopted by IAU","3.70000000000005","3.70000000000005","26.1000000000001","26.1000000000001","American","North America","Montes Apenninus","LAC-41","http://planetarynames.wr.usgs.gov/Feature/5020"
"Stubby","Stubby","1973-01-01 00:00:00","Astronaut-named feature, Apollo 16 site.","0.9","15.5000000000001","-9.09999999999991","Landing site name","LF","Adopted by IAU","15.5000000000001","15.5000000000001","-9.09999999999991","-9.09999999999991","American","North America","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/5730"
"Snowman","Snowman","1973-01-01 00:00:00","Astronaut-named feature, Apollo 12 site.","0.7","336.6","-3.19999999999993","Landing site name","LF","Adopted by IAU","336.6","336.6","-3.19999999999993","-3.19999999999993","American","North America","Montes Riphaeus","LAC-76","http://planetarynames.wr.usgs.gov/Feature/5613"
"Shakespeare","Shakespeare","1973-01-01 00:00:00","Astronaut-named feature, Apollo 17 site.","0.7","30.8000000000001","20.2","Landing site name","LF","Adopted by IAU","30.8000000000001","30.8000000000001","20.2","20.2","Great Britain","Europe","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/5455"
"Sharp-Apollo","Sharp Apollo","1973-01-01 00:00:00","Astronaut-named feature, Apollo 12 site.","0.02","336.6","-3.19999999999993","Landing site name","LF","Adopted by IAU","336.6","336.6","-3.19999999999993","-3.19999999999993","American","North America","Montes Riphaeus","LAC-76","http://planetarynames.wr.usgs.gov/Feature/5472"
"Sherlock","Sherlock","1973-01-01 00:00:00","Astronaut-named feature, Apollo 17 site.","0.4","30.8000000000001","20.2","Landing site name","LF","Adopted by IAU","30.8000000000001","30.8000000000001","20.2","20.2","Great Britain","Europe","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/5484"
"South Cluster","South Cluster","1973-01-01 00:00:00","Astronaut named feature, Apollo 15 site.","2","3.70000000000005","26.0000000000001","Landing site name","LF","Adopted by IAU","3.70000000000005","3.70000000000005","26.0000000000001","26.0000000000001","Great Britain","Europe","Montes Apenninus","LAC-41","http://planetarynames.wr.usgs.gov/Feature/5657"
"South Ray","South Ray","1973-01-01 00:00:00","Astronaut named feature, Apollo 16 site.","0.8","15.4000000000001","-9.19999999999993","Landing site name","LF","Adopted by IAU","15.4000000000001","15.4000000000001","-9.19999999999993","-9.19999999999993","Great Britain","Europe","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/5659"
"Spook","Spook","1973-01-01 00:00:00","Astronaut-named feature, Apollo 16 site.","0","15.5000000000001","-8.99999999999994","Landing site name","LF","Adopted by IAU","15.5000000000001","15.5000000000001","-8.99999999999994","-8.99999999999994","American","North America","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/5669"
"Spot","Spot","1973-01-01 00:00:00","Astronaut-named feature, Apollo 16 site.","0.05","15.5000000000001","-8.99999999999994","Landing site name","LF","Adopted by IAU","15.5000000000001","15.5000000000001","-8.99999999999994","-8.99999999999994","American","North America","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/5670"
"Spur","Spur","1973-01-01 00:00:00","Astronaut-named feature, Apollo 15 site.","0.1","3.70000000000005","25.9000000000001","Landing site name","LF","Adopted by IAU","3.70000000000005","3.70000000000005","25.9000000000001","25.9000000000001","American","North America","Montes Apenninus","LAC-41","http://planetarynames.wr.usgs.gov/Feature/5673"
"St. George","St  George","1973-01-01 00:00:00","Astronaut-named feature, Apollo 15 site.","2.3","3.50000000000006","26.0000000000001","Landing site name","LF","Adopted by IAU","3.50000000000006","3.50000000000006","26.0000000000001","26.0000000000001","American","North America","Montes Apenninus","LAC-41","http://planetarynames.wr.usgs.gov/Feature/5678"
"Statio Tranquillitatis","Statio Tranquillitatis","1970-01-01 00:00:00","`Tranquility Base,` Apollo 11 landing site.","0.01","23.5000000000001","0.800000000000068","Landing site name","LF","Adopted by IAU","23.5000000000001","23.5000000000001","0.800000000000068","0.800000000000068","Latin","Europe","Julius Caesar","LAC-60","http://planetarynames.wr.usgs.gov/Feature/5684"
"Steno-Apollo","Steno Apollo","1973-01-01 00:00:00","Astronaut-named feature, Apollo 17 site.","0.5","30.8000000000001","20.1000000000001","Landing site name","LF","Adopted by IAU","30.8000000000001","30.8000000000001","20.1000000000001","20.1000000000001","American","North America","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/5698"
"Taurus-Littrow Valley","Taurus Littrow Valley","1973-01-01 00:00:00","Astronaut-named feature, Apollo 17 site.","30","31.0000000000001","20.0000000000001","Landing site name","LF","Adopted by IAU","31.0000000000001","31.0000000000001","20.0000000000001","20.0000000000001","American","North America","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/5881"
"Terrace","Terrace","1973-01-01 00:00:00","Astronaut-named feature, Apollo 15 site.","0.1","3.70000000000005","26.1000000000001","Landing site name","LF","Adopted by IAU","3.70000000000005","3.70000000000005","26.1000000000001","26.1000000000001","American","North America","Montes Apenninus","LAC-41","http://planetarynames.wr.usgs.gov/Feature/5933"
"Tortilla Flat","Tortilla Flat","1973-01-01 00:00:00","Astronaut-named feature, Apollo 17 site.","1","30.7","20.2","Landing site name","LF","Adopted by IAU","30.7","30.7","20.2","20.2","American","North America","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/6067"
"Trident","Trident","1973-01-01 00:00:00","Astronaut-named feature, Apollo 17 site.","0.3","30.8000000000001","20.2","Landing site name","LF","Adopted by IAU","30.8000000000001","30.8000000000001","20.2","20.2","American","North America","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/6080"
"Victory","Victory","1973-01-01 00:00:00","Astronaut-named feature, Apollo 17 site.","0.5","30.7","20.2","Landing site name","LF","Adopted by IAU","30.7","30.7","20.2","20.2","American","North America","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/6380"
"West","West","1973-01-01 00:00:00","Astronaut-named feature, Apollo 11 site.","0.2","23.5000000000001","0.800000000000068","Landing site name","LF","Adopted by IAU","23.5000000000001","23.5000000000001","0.800000000000068","0.800000000000068","American","North America","Julius Caesar","LAC-60","http://planetarynames.wr.usgs.gov/Feature/6525"
"Baby Ray","Baby Ray","1973-01-01 00:00:00","Astronaut-named feature, Apollo 16 site.","0.16","15.4000000000001","-9.09999999999991","Landing site name","LF","Adopted by IAU","15.4000000000001","15.4000000000001","-9.09999999999991","-9.09999999999991","American","North America","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/536"
"Block","Block","1973-01-01 00:00:00","Astronaut-named feature, Apollo 12 site.","0.01","336.6","-3.19999999999993","Landing site name","LF","Adopted by IAU","336.6","336.6","-3.19999999999993","-3.19999999999993","American","North America","Montes Riphaeus","LAC-76","http://planetarynames.wr.usgs.gov/Feature/779"
"Bowen-Apollo","Bowen Apollo","1973-01-01 00:00:00","Astronaut-named feature, Apollo 17 site.","0.42","30.9","20.3000000000001","Landing site name","LF","Adopted by IAU","30.9","30.9","20.3000000000001","20.3000000000001","American","North America","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/848"
"Brontë","Bronte","1973-01-01 00:00:00","Astronaut-named feature, Apollo 17 site.","0.23","30.7","20.2","Landing site name","LF","Adopted by IAU","30.7","30.7","20.2","20.2","American","North America","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/889"
"Camelot","Camelot","1973-01-01 00:00:00","Astronaut-named feature, Apollo 17 site.","0.63","30.7","20.2","Landing site name","LF","Adopted by IAU","30.7","30.7","20.2","20.2","Great Britain","Europe","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/984"
"Cinco","Cinco","1973-01-01 00:00:00","Astronaut-named feature, Apollo 16 site.","0.08","15.5000000000001","-9.09999999999991","Landing site name","LF","Adopted by IAU","15.5000000000001","15.5000000000001","-9.09999999999991","-9.09999999999991","American","North America","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/1217"
"Cone","Cone","1973-01-01 00:00:00","Astronaut-named feature, Apollo 14 site.","0.3","342.6","-3.69999999999993","Landing site name","LF","Adopted by IAU","342.6","342.6","-3.69999999999993","-3.69999999999993","American","North America","Montes Riphaeus","LAC-76","http://planetarynames.wr.usgs.gov/Feature/1287"
"Crescent","Crescent","1973-01-01 00:00:00","Astronaut-named feature, Apollo 12 site.","0.6","336.6","-2.89999999999992","Landing site name","LF","Adopted by IAU","336.6","336.6","-2.89999999999992","-2.89999999999992","American","North America","Montes Riphaeus","LAC-76","http://planetarynames.wr.usgs.gov/Feature/1330"
"Doublet","Doublet","1973-01-01 00:00:00","Astronaut-named feature, Apollo 14 site.","0.4","342.5","-3.69999999999993","Landing site name","LF","Adopted by IAU","342.5","342.5","-3.69999999999993","-3.69999999999993","American","North America","Montes Riphaeus","LAC-76","http://planetarynames.wr.usgs.gov/Feature/1629"
"Elbow","Elbow","1973-01-01 00:00:00","Astronaut-named feature, Apollo 15 site.","0.3","3.60000000000008","26.0000000000001","Landing site name","LF","Adopted by IAU","3.60000000000008","3.60000000000008","26.0000000000001","26.0000000000001","American","North America","Montes Apenninus","LAC-41","http://planetarynames.wr.usgs.gov/Feature/1759"
"Flag","Flag","1973-01-01 00:00:00","Astronaut-named feature, Apollo 16 site.","0.01","15.5000000000001","-8.99999999999994","Landing site name","LF","Adopted by IAU","15.5000000000001","15.5000000000001","-8.99999999999994","-8.99999999999994","American","North America","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/1970"
"Gator","Gator","1973-01-01 00:00:00","Astronaut-named feature, Apollo 16 site.","0.9","15.6000000000001","-8.99999999999994","Landing site name","LF","Adopted by IAU","15.6000000000001","15.6000000000001","-8.99999999999994","-8.99999999999994","American","North America","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/2115"
"Halfway","Halfway","1973-01-01 00:00:00","Astronaut-named feature, Apollo 16 site.","0.1","15.5000000000001","-8.99999999999994","Landing site name","LF","Adopted by IAU","15.5000000000001","15.5000000000001","-8.99999999999994","-8.99999999999994","American","North America","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/2324"
"Head","Head","1973-01-01 00:00:00","Astronaut-named feature, Apollo 12 site.","0.1","336.6","-2.99999999999994","Landing site name","LF","Adopted by IAU","336.6","336.6","-2.99999999999994","-2.99999999999994","American","North America","Montes Riphaeus","LAC-76","http://planetarynames.wr.usgs.gov/Feature/2396"
"Horatio","Horatio","1973-01-01 00:00:00","Astronaut-named feature, Apollo 17 site.","0.4","30.7","20.2","Landing site name","LF","Adopted by IAU","30.7","30.7","20.2","20.2","American","North America","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/2554"
"Kiva","Kiva","1973-01-01 00:00:00","Astronaut-named feature, Apollo 16 site.","0.9","15.5000000000001","-8.59999999999991","Landing site name","LF","Adopted by IAU","15.5000000000001","15.5000000000001","-8.59999999999991","-8.59999999999991","Pueblo","North America","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/3059"
"Light Mantle","Light Mantle","1973-01-01 00:00:00","Astronaut-named feature, Apollo 17 site.","4","30.8000000000001","20.2","Landing site name","LF","Adopted by IAU","30.8000000000001","30.8000000000001","20.2","20.2","American","North America","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/3398"
"Middle Crescent","Middle Crescent","1973-01-01 00:00:00","Astronaut-named feature, Apollo 12 site.","0.01","336.6","-3.19999999999993","Landing site name","LF","Adopted by IAU","336.6","336.6","-3.19999999999993","-3.19999999999993","American","North America","Montes Riphaeus","LAC-76","http://planetarynames.wr.usgs.gov/Feature/3885"
"Nansen-Apollo","Nansen Apollo","1973-01-01 00:00:00","Astronaut-named feature, Apollo 17 site.","0.9","30.5000000000001","20.1000000000001","Landing site name","LF","Adopted by IAU","30.5000000000001","30.5000000000001","20.1000000000001","20.1000000000001","American","North America","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/4144"
"North Ray","North Ray","1973-01-01 00:00:00","Astronaut-named feature, Apollo 16 site.","1","15.5000000000001","-8.79999999999995","Landing site name","LF","Adopted by IAU","15.5000000000001","15.5000000000001","-8.79999999999995","-8.79999999999995","American","North America","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/4342"
"Plain","Plain","1973-01-01 00:00:00","Astronaut-named feature, Apollo 15 site.","2","3.60000000000008","26.2","Landing site name","LF","Adopted by IAU","3.60000000000008","3.60000000000008","26.2","26.2","American","North America","Montes Apenninus","LAC-41","http://planetarynames.wr.usgs.gov/Feature/4747"
"Powell","Powell","1973-01-01 00:00:00","Astronaut-named feature, Apollo 17 site.","0.5","30.8000000000001","20.2","Landing site name","LF","Adopted by IAU","30.8000000000001","30.8000000000001","20.2","20.2","American","North America","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/4814"
"Ravine","Ravine","1973-01-01 00:00:00","Astronaut-named feature, Apollo 16 site.","1.4","15.6000000000001","-8.89999999999992","Landing site name","LF","Adopted by IAU","15.6000000000001","15.6000000000001","-8.89999999999992","-8.89999999999992","American","North America","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/4962"
"Scarp","Scarp","1973-01-01 00:00:00","Astronaut-named feature, Apollo 17 site.","8","30.6000000000001","20.3000000000001","Landing site name","LF","Adopted by IAU","30.6000000000001","30.6000000000001","20.3000000000001","20.3000000000001","American","North America","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/5359"
"Sculptured Hills","Sculptured Hills","1973-01-01 00:00:00","Astronaut-named feature, Apollo 17 site.","8","31.0000000000001","20.3000000000001","Landing site name","LF","Adopted by IAU","31.0000000000001","31.0000000000001","20.3000000000001","20.3000000000001","American","North America","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/5396"
"Smoky Mountains","Smoky Mountains","1973-01-01 00:00:00","Astronaut-named feature, Apollo 16 site.","3","15.6000000000001","-8.79999999999995","Landing site name","LF","Adopted by IAU","15.6000000000001","15.6000000000001","-8.79999999999995","-8.79999999999995","American","North America","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/5606"
"South Massif","South Massif","1973-01-01 00:00:00","Astronaut named feature, Apollo 17 site.","16","30.4","20.0000000000001","Landing site name","LF","Adopted by IAU","30.4","30.4","20.0000000000001","20.0000000000001","Great Britain","Europe","Macrobius","LAC-43","http://planetarynames.wr.usgs.gov/Feature/5658"
"Surveyor","Surveyor","1973-01-01 00:00:00","Astronaut-named feature, Apollo 12 site.","0.01","336.6","-3.19999999999993","Landing site name","LF","Adopted by IAU","336.6","336.6","-3.19999999999993","-3.19999999999993","American","North America","Montes Riphaeus","LAC-76","http://planetarynames.wr.usgs.gov/Feature/5773"
"Trap","Trap","1973-01-01 00:00:00","Astronaut-named feature, Apollo 16 site.","1.1","15.4000000000001","-9.09999999999991","Landing site name","LF","Adopted by IAU","15.4000000000001","15.4000000000001","-9.09999999999991","-9.09999999999991","American","North America","Theophilus","LAC-78","http://planetarynames.wr.usgs.gov/Feature/6077"
"Catena Sylvester","Catena Sylvester","1976-01-01 00:00:00","Named from nearby crater.","139","276.882236642918","79.989784939495","Catena, catenae","CA","Adopted by IAU","270.121671676636","282.737813949585","78.0440731048584","82.0662746429443","Great Britain","Europe","Brianchon","LAC-9","http://planetarynames.wr.usgs.gov/Feature/1071"
"Mons Agnes","Mons Agnes","1979-01-01 00:00:00","Greek female name.","0","5.34045083709918","18.6618659861517","Mons, montes","MO","Adopted by IAU","5.34045083709918","5.34045083709918","18.6618659861517","18.6618659861517","Greek","Europe","Montes Apenninus","LAC-41","http://planetarynames.wr.usgs.gov/Feature/3970"
"Catena Abulfeda","Catena Abulfeda","1976-01-01 00:00:00","Named from nearby crater.","209.972","16.7001324150526","-16.5911575189475","Catena, catenae","CA","Adopted by IAU","13.6205615997314","19.6788883209229","-18.5523414611816","-14.7868919372559","Syria","Asia","Rupes Altai","LAC-96","http://planetarynames.wr.usgs.gov/Feature/1055"
"Catena Artamonov","Catena Artamonov","1976-01-01 00:00:00","Named from nearby crater.","131.215","105.771818802","26.09160868","Catena, catenae","CA","Adopted by IAU","104.247396469116","107.296243667603","24.4112644195557","27.7719554901123","Soviet","Europe","Joliot","LAC-46","http://planetarynames.wr.usgs.gov/Feature/1056"
"Catena Brigitte","Catena Brigitte","1976-01-01 00:00:00","French female name.","7.6503","27.4929634393681","18.495359322404","Catena, catenae","CA","Adopted by IAU","27.378942489624","27.6069850921631","18.4304027557373","18.5603160858154","France","Europe","Mare Serenitatis","LAC-42","http://planetarynames.wr.usgs.gov/Feature/1057"
"Catena Davy","Catena Davy","1976-01-01 00:00:00","Named from nearby crater.","52.3361","353.734424345263","-10.9847390607718","Catena, catenae","CA","Adopted by IAU","352.905443191528","354.495302200317","-11.2586193084717","-10.5514659881592","Great Britain","Europe","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/1058"
"Catena Dziewulski","Catena Dziewulski","1976-01-01 00:00:00","Named from nearby crater.","80.6594","100.269208899819","18.7756280484176","Catena, catenae","CA","Adopted by IAU","99.3853893280029","101.241239547729","17.82688331604","19.8154277801514","Poland","Europe","Joliot","LAC-46","http://planetarynames.wr.usgs.gov/Feature/1059"
"Catena Gregory","Catena Gregory","1976-01-01 00:00:00","Named from nearby crater.","148.158","129.802518496332","-0.591886513842497","Catena, catenae","CA","Adopted by IAU","128.311429977417","131.29448890686","-2.52663421630859","1.34354209899902","Scotland","Europe","Langemak","LAC-83","http://planetarynames.wr.usgs.gov/Feature/1060"
"Catena Humboldt","Catena Humboldt","1976-01-01 00:00:00","Named from nearby crater.","162.288","84.6969892560001","-21.9809355679999","Catena, catenae","CA","Adopted by IAU","82.5772304534912","86.505334854126","-23.775691986084","-19.8892650604248","Germany","Europe","Humboldt","LAC-99","http://planetarynames.wr.usgs.gov/Feature/1061"
