NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGHTKM;WIDEKM;LENGHTMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
ABBE H;Crater;??;Ernst K. Abbe;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;Germany;German;19;19 th century;Eisenach;1840;Iena;1905;Director of Iena observatory. Author of a classical theory of microscopes in 1877 and of sinuses relations. Associated with Carl Zeiss. Conceiver of a refractometer and of the first apochromatic objectives and of orthoscopic eyepieces.;177,9;177,9 ° East;-58,2;58,2 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;25;25;15;15;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ABBE K;Crater;??;Ernst K. Abbe;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;Germany;German;19;19 th century;Eisenach;1840;Iena;1905;Director of Iena observatory. Author of a classical theory of microscopes in 1877 and of sinuses relations. Associated with Carl Zeiss. Conceiver of a refractometer and of the first apochromatic objectives and of orthoscopic eyepieces.;177,3;177,3 ° East;-59,6;59,6 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;28;28;16;16;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ABBE M;Crater;??;Ernst K. Abbe;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;Germany;German;19;19 th century;Eisenach;1840;Iena;1905;Director of Iena observatory. Author of a classical theory of microscopes in 1877 and of sinuses relations. Associated with Carl Zeiss. Conceiver of a refractometer and of the first apochromatic objectives and of orthoscopic eyepieces.;175,3;175,3 ° East;-61,6;61,6 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;29;29;17;17;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ABUL WAFA A;Crater;??;Abu al-Wafa al-Buzadjani;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;mathematician;Iran;Iranian;10;10 th century;Buzadjan;940;Bagdad;997;Author of an arithmetrical treaty and of a precise method for sinuses calculations. ;116,8;116,8 ° East;1,4;1,4 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;16;16;9;9;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ABUL WAFA Q;Crater;??;Abu al-Wafa al-Buzadjani;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;mathematician;Iran;Iranian;10;10 th century;Buzadjan;940;Bagdad;997;Author of an arithmetrical treaty and of a precise method for sinuses calculations. ;115,7;115,7 ° East;0,2;0,2 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;30;30;18;18;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
AITKEN A;Crater;??;Robert Grant Aitken;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;20;20 th century;Jackson;1864;Berkeley;1954;Author of New General Catalogue of Double Stars in 1932.;173,7;173,7 ° East;-14;14 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;13;13;8;8;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
AITKEN C;Crater;??;Robert Grant Aitken;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;20;20 th century;Jackson;1864;Berkeley;1954;Author of New General Catalogue of Double Stars in 1932.;175,8;175,8 ° East;-14;14 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;74;74;44;44;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
AITKEN G;Craterlet;??;Robert Grant Aitken;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;20;20 th century;Jackson;1864;Berkeley;1954;Author of New General Catalogue of Double Stars in 1932.;174,2;174,2 ° East;-16,8;16,8 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;7;7;4;4;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
AITKEN N;Craterlet;??;Robert Grant Aitken;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;20;20 th century;Jackson;1864;Berkeley;1954;Author of New General Catalogue of Double Stars in 1932.;172,7;172,7 ° East;-17,7;17,7 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;7;7;4;4;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
AITKEN Y;Crater;??;Robert Grant Aitken;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;20;20 th century;Jackson;1864;Berkeley;1954;Author of New General Catalogue of Double Stars in 1932.;173,2;173,2 ° East;-12;12 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;35;35;21;21;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
AITKEN Z;Crater;??;Robert Grant Aitken;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;20;20 th century;Jackson;1864;Berkeley;1954;Author of New General Catalogue of Double Stars in 1932.;173,3;173,3 ° East;-15,1;15,1 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;33;33;19;19;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
AL-BIRUNI C;Craterlet;??;Al-Biruni;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;scientist;Iran;Iranian;11;11 th century;Kath;973;Rhazni;1050;Great traveller. Astrologist of Rhazni Sultan in 1017. Civilizations historian. Author of Kitah al Qanun al Mas'udi, general astronomy treaty inpired from Ptolemeaus.;93;93 ° East;18,4;18,4 ° North;North-East;Not defined;??;;No map or picture;No map or picture;No map or picture;No article;??;9;9;5;5;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation located on librations zone of farside.;;;;1;Low interest or difficult formation;2;2 days after New Moon;1 day after Full Moon;50;50 mm refractor;100 mm refractor
ALDEN B;Crater;??;Harold L.Alden;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;20;20 th century;??;1890;??;1964;??;112,6;112,6 ° East;-20,5;20,5 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;17;17;10;10;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ALDEN C;Crater;??;Harold L.Alden;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;20;20 th century;??;1890;??;1964;??;111,4;111,4 ° East;-22,5;22,5 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;50;50;29;29;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ALDEN E;Crater;??;Harold L.Alden;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;20;20 th century;??;1890;??;1964;??;112,4;112,4 ° East;-23,2;23,2 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;28;28;16;16;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ALDEN V;Crater;??;Harold L.Alden;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;20;20 th century;??;1890;??;1964;??;110,1;110,1 ° East;-22,5;22,5 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;19;19;11;11;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ALDER E;Crater;??;Kurt Alder;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;chemist;Germany;German;20;20 th century;Königshütte;1902;Koln;1958;Professor in Koln University in 1940. Nobel prize in 1950 with Otto Diels.;172,3;172,3 ° East;-47,6;47,6 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;16;16;9;9;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ALEKHIN E;Crater;??;Nikolaj P. Alekhin;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;engineer;USSR;Soviet;20;20 th century;??;1913;??;1964;Rockets designer.;-124,1;124,1 ° West;-67,2;67,2 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;38;38;22;22;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
AL-KHWARIZMI B;Crater;??;Al-Khwarizmi;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;mathematician;Iraq;Iraqi;9;9 th century;??;??;??;825;??;107,4;107,4 ° East;9;9 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;62;62;36;36;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
AL-KHWARIZMI G;Crater;??;Al-Khwarizmi;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;mathematician;Iraq;Iraqi;9;9 th century;??;??;??;825;??;107,1;107,1 ° East;6,9;6,9 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;95;95;56;56;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
AL-KHWARIZMI H;Crater;??;Al-Khwarizmi;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;mathematician;Iraq;Iraqi;9;9 th century;??;??;??;825;??;109,2;109,2 ° East;6;6 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;50;50;29;29;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
AL-KHWARIZMI J;Crater;??;Al-Khwarizmi;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;mathematician;Iraq;Iraqi;9;9 th century;??;??;??;825;??;107,6;107,6 ° East;6,2;6,2 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;47;47;28;28;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
AL-KHWARIZMI K;Crater;??;Al-Khwarizmi;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;mathematician;Iraq;Iraqi;9;9 th century;??;??;??;825;??;107,6;107,6 ° East;4,6;4,6 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;26;26;15;15;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
AL-KHWARIZMI L;Crater;??;Al-Khwarizmi;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;mathematician;Iraq;Iraqi;9;9 th century;??;??;??;825;??;107,4;107,4 ° East;3,9;3,9 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;35;35;21;21;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
AL-KHWARIZMI M;Crater;??;Al-Khwarizmi;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;mathematician;Iraq;Iraqi;9;9 th century;??;??;??;825;??;107;107 ° East;3,1;3,1 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;18;18;11;11;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
AL-KHWARIZMI T;Crater;??;Al-Khwarizmi;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;mathematician;Iraq;Iraqi;9;9 th century;??;??;??;825;??;104,5;104,5 ° East;7;7 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;15;15;9;9;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ALTER K;Crater;??;Dinsmore Alter;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;20;20 th century;??;1888;??;1968;??;-106;106 ° West;16,3;16,3 ° North;North-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;22;22;13;13;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ALTER W;Crater;??;Dinsmore Alter;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;20;20 th century;??;1888;??;1968;??;-109,2;109,2 ° West;20,4;20,4 ° North;North-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;52;52;31;31;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
AMICI M;Crater;??;Giovanni Battista Amici;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;optician;Italy;Italian;19;19 th century;Modena;1786;Florence;1863;Director of Florence observatory. Inventor of a specteoscope with prism. Survey on cristals orientation in minerals.;-171,9;171,9 ° West;-11,8;11,8 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;105;105;62;62;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
AMICI N;Crater;??;Giovanni Battista Amici;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;optician;Italy;Italian;19;19 th century;Modena;1786;Florence;1863;Director of Florence observatory. Inventor of a specteoscope with prism. Survey on cristals orientation in minerals.;-172,5;172,5 ° West;-11,8;11,8 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;39;39;23;23;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
AMICI P;Crater;??;Giovanni Battista Amici;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;optician;Italy;Italian;19;19 th century;Modena;1786;Florence;1863;Director of Florence observatory. Inventor of a specteoscope with prism. Survey on cristals orientation in minerals.;-174,1;174,1 ° West;-12,3;12,3 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;31;31;18;18;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
AMICI Q;Crater;??;Giovanni Battista Amici;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;optician;Italy;Italian;19;19 th century;Modena;1786;Florence;1863;Director of Florence observatory. Inventor of a specteoscope with prism. Survey on cristals orientation in minerals.;-175,7;175,7 ° West;-12;12 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;47;47;28;28;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
AMICI R;Crater;??;Giovanni Battista Amici;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;optician;Italy;Italian;19;19 th century;Modena;1786;Florence;1863;Director of Florence observatory. Inventor of a specteoscope with prism. Survey on cristals orientation in minerals.;-175,2;175,2 ° West;-11,4;11,4 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;34;34;20;20;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
AMICI T;Crater;??;Giovanni Battista Amici;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;optician;Italy;Italian;19;19 th century;Modena;1786;Florence;1863;Director of Florence observatory. Inventor of a specteoscope with prism. Survey on cristals orientation in minerals.;-174;174 ° West;-9,7;9,7 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;43;43;25;25;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
AMICI U;Crater;??;Giovanni Battista Amici;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;optician;Italy;Italian;19;19 th century;Modena;1786;Florence;1863;Director of Florence observatory. Inventor of a specteoscope with prism. Survey on cristals orientation in minerals.;-175,5;175,5 ° West;-8,7;8,7 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;96;96;56;56;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ANDERS D;Crater;??;William A. Anders;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronaut;USA;American;20;20 th century;??;1933;;;Apollo 8 mission astronaut in december 1968 with Frank Borman and Jim Lovell.;-140,5;140,5 ° West;-40,4;40,4 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;23;23;14;14;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ANDERS G;Crater;??;William A. Anders;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronaut;USA;American;20;20 th century;??;1933;;;Apollo 8 mission astronaut in december 1968 with Frank Borman and Jim Lovell.;-141,9;141,9 ° West;-41,8;41,8 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;18;18;11;11;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ANDERS X;Crater;??;William A. Anders;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronaut;USA;American;20;20 th century;??;1933;;;Apollo 8 mission astronaut in december 1968 with Frank Borman and Jim Lovell.;-143,8;143,8 ° West;-39,7;39,7 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;21;21;12;12;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ANDERSON E;Crater;??;John A. Anderson;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;20;20 th century;??;1876;??;1959;??;173,4;173,4 ° East;16,9;16,9 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;28;28;16;16;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ANDERSON F;Crater;??;John A. Anderson;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;20;20 th century;??;1876;??;1959;??;173,6;173,6 ° East;16,3;16,3 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;49;49;29;29;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ANDERSON L;Crater;??;John A. Anderson;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;20;20 th century;??;1876;??;1959;??;170,9;170,9 ° East;14,6;14,6 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;14;14;8;8;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ANUCHIN B;Crater;??;Dimitri N. Anuchin;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;USSR;Soviet;20;20 th century;??;1901;??;1952;??;103,3;103,3 ° East;-46,7;46,7 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;24;24;14;14;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ANUCHIN L;Crater;??;Dimitri N. Anuchin;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;USSR;Soviet;20;20 th century;??;1901;??;1952;??;101,7;101,7 ° East;-50,2;50,2 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;15;15;9;9;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ANUCHIN N;Crater;??;Dimitri N. Anuchin;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;USSR;Soviet;20;20 th century;??;1901;??;1952;??;99,6;99,6 ° East;-51,6;51,6 ° South;South-East;Not defined;??;;No map or picture;No map or picture;No map or picture;No article;??;33;33;19;19;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation located on librations zone of farside.;;;;1;Low interest or difficult formation;2;2 days after New Moon;1 day after Full Moon;30;10x binoculars;50 mm refractor
ANUCHIN Q;Crater;??;Dimitri N. Anuchin;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;USSR;Soviet;20;20 th century;??;1901;??;1952;??;98,3;98,3 ° East;-51,1;51,1 ° South;South-East;Not defined;??;;No map or picture;No map or picture;No map or picture;No article;??;50;50;29;29;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation located on librations zone of farside.;;;;1;Low interest or difficult formation;2;2 days after New Moon;1 day after Full Moon;30;10x binoculars;50 mm refractor
ANUCHIN V;Crater;??;Dimitri N. Anuchin;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;USSR;Soviet;20;20 th century;??;1901;??;1952;??;99,6;99,6 ° East;-48,1;48,1 ° South;South-East;Not defined;??;;No map or picture;No map or picture;No map or picture;No article;??;15;15;9;9;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation located on librations zone of farside.;;;;1;Low interest or difficult formation;2;2 days after New Moon;1 day after Full Moon;50;50 mm refractor;100 mm refractor
APPLETON D;Crater;??;Sir Edward Victor Appleton;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;United Kingdom;British;20;20 th century;Bradford;1892;Edimburg;1965;Rutherford assistant. Research Ministry in 1939. Surveys on atmosphere. Author of firdt radar echo on the Moon in 1946. Nobel laureate in 1947.;160,6;160,6 ° East;38;38 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;37;37;22;22;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
APPLETON M;Crater;??;Sir Edward Victor Appleton;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;United Kingdom;British;20;20 th century;Bradford;1892;Edimburg;1965;Rutherford assistant. Research Ministry in 1939. Surveys on atmosphere. Author of firdt radar echo on the Moon in 1946. Nobel laureate in 1947.;158,3;158,3 ° East;33,9;33,9 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;21;21;12;12;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
APPLETON Q;Crater;??;Sir Edward Victor Appleton;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;United Kingdom;British;20;20 th century;Bradford;1892;Edimburg;1965;Rutherford assistant. Research Ministry in 1939. Surveys on atmosphere. Author of firdt radar echo on the Moon in 1946. Nobel laureate in 1947.;155,3;155,3 ° East;34,3;34,3 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;26;26;15;15;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
APPLETON R;Crater;??;Sir Edward Victor Appleton;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;United Kingdom;British;20;20 th century;Bradford;1892;Edimburg;1965;Rutherford assistant. Research Ministry in 1939. Surveys on atmosphere. Author of firdt radar echo on the Moon in 1946. Nobel laureate in 1947.;156,2;156,2 ° East;36,2;36,2 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;39;39;23;23;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
