NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGHTKM;WIDEKM;LENGHTMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
CATALAN U;Crater;??;Miguel A. Catalàn;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;Spain;spanish;20;20 th century;??;1894;??;1957;Specialist of the spectroscopy.;-90,6;90,6 ° West;-45,1;45,1 ° South;South-West;Not defined;??;;No map or picture;No map or picture;No map or picture;No article;??;20;20;12;12;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation located on librations zone of farside.;;;;1;Low interest or difficult formation;14;Full Moon;Six days after Last Quarter;50;50 mm refractor;100 mm refractor
CERASKI K;Crater;??;Vitold Tseraskiy;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;Poland;polish;19;19 th century;??;1849;??;1925;??;144,6;144,6 ° East;-53;53 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;45;45;26;26;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CERASKI P;Crater;??;Vitold Tseraskiy;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;Poland;polish;19;19 th century;??;1849;??;1925;??;139,6;139,6 ° East;-51,3;51,3 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;33;33;19;19;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHAFFEE F;Crater;??;Roger B. Chaffee;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronaut;USA;American;20;20 th century;??;1935;Cape Kennedy;1967;Astronautical engineer and Apollo 1 mission astronaut. Deceased in module ground fire during a training.;-152,5;152,5 ° West;-38,8;38,8 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;35;35;21;21;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHAFFEE S;Crater;??;Roger B. Chaffee;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronaut;USA;American;20;20 th century;??;1935;Cape Kennedy;1967;Astronautical engineer and Apollo 1 mission astronaut. Deceased in module ground fire during a training.;-156,6;156,6 ° West;-39,5;39,5 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;19;19;11;11;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHAFFEE W;Crater;??;Roger B. Chaffee;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronaut;USA;American;20;20 th century;??;1935;Cape Kennedy;1967;Astronautical engineer and Apollo 1 mission astronaut. Deceased in module ground fire during a training.;-155,3;155,3 ° West;-38,2;38,2 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;25;25;15;15;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHAMBERLIN D;Crater;??;Thomas C. Chamberlin;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;geologist;USA;American;20;20 th century;??;1843;??;1928;??;102,1;102,1 ° East;-57,5;57,5 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;21;21;12;12;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHAMBERLIN H;Crater;??;Thomas C. Chamberlin;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;geologist;USA;American;20;20 th century;??;1843;??;1928;??;99,9;99,9 ° East;-59,8;59,8 ° South;South-East;Not defined;??;;No map or picture;No map or picture;No map or picture;No article;??;27;27;16;16;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation located on librations zone of farside.;;;;1;Low interest or difficult formation;2;2 days after New Moon;1 day after Full Moon;30;10x binoculars;50 mm refractor
CHAMBERLIN R;Crater;??;Thomas C. Chamberlin;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;geologist;USA;American;20;20 th century;??;1843;??;1928;??;92,3;92,3 ° East;-60;60 ° South;South-East;Not defined;??;;No map or picture;No map or picture;No map or picture;No article;??;38;38;22;22;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation located on librations zone of farside.;;;;1;Low interest or difficult formation;2;2 days after New Moon;1 day after Full Moon;30;10x binoculars;50 mm refractor
CHAMPOLLION A;Crater;??;Jean-François Champollion;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;egyptologist;France;French;19;19 th century;Figeac;1790;Paris;1832;Oriental languages translator. Hieroglyphs translation using Rosetta stone in 1822.;177,1;177,1 ° East;41,1;41,1 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;27;27;16;16;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHAMPOLLION F;Crater;??;Jean-François Champollion;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;egyptologist;France;French;19;19 th century;Figeac;1790;Paris;1832;Oriental languages translator. Hieroglyphs translation using Rosetta stone in 1822.;177,8;177,8 ° East;37,3;37,3 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;21;21;12;12;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHAMPOLLION K;Crater;??;Jean-François Champollion;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;egyptologist;France;French;19;19 th century;Figeac;1790;Paris;1832;Oriental languages translator. Hieroglyphs translation using Rosetta stone in 1822.;176,4;176,4 ° East;36,5;36,5 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;22;22;13;13;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHAMPOLLION Y;Crater;??;Jean-François Champollion;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;egyptologist;France;French;19;19 th century;Figeac;1790;Paris;1832;Oriental languages translator. Hieroglyphs translation using Rosetta stone in 1822.;174,7;174,7 ° East;40,8;40,8 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;22;22;13;13;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHANDLER G;Crater;??;Seth Carlo Chandler;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;19;19 th century;Boston;1846;Wellesley Hill;1913;Surveys on Earth shape and rotation.;175,8;175,8 ° East;43,3;43,3 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;33;33;19;19;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHANDLER P;Crater;??;Seth Carlo Chandler;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;19;19 th century;Boston;1846;Wellesley Hill;1913;Surveys on Earth shape and rotation.;170,3;170,3 ° East;41,7;41,7 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;67;67;39;39;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHANDLER Q;Crater;??;Seth Carlo Chandler;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;19;19 th century;Boston;1846;Wellesley Hill;1913;Surveys on Earth shape and rotation.;169,2;169,2 ° East;41,2;41,2 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;16;16;9;9;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHANDLER U;Crater;??;Seth Carlo Chandler;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;19;19 th century;Boston;1846;Wellesley Hill;1913;Surveys on Earth shape and rotation.;166,7;166,7 ° East;45,5;45,5 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;14;14;8;8;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHANG HENG C;Crater;??;Chang Heng;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;China;Chinese;2;2 nd century;??;78;??;139;??;114;114 ° East;20,4;20,4 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;25;25;15;15;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHAPLYGIN K;Crater;??;Sergej A. Chaplygin;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;mathematician;USSR;Soviet;20;20 th century;??;1869;??;1942;??;151,2;151,2 ° East;-7,7;7,7 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;19;19;11;11;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHAPLYGIN Q;Crater;??;Sergej A. Chaplygin;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;mathematician;USSR;Soviet;20;20 th century;??;1869;??;1942;??;147,8;147,8 ° East;-7,7;7,7 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;12;12;7;7;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHAPLYGIN Y;Crater;??;Sergej A. Chaplygin;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;mathematician;USSR;Soviet;20;20 th century;??;1869;??;1942;??;149,7;149,7 ° East;-2,8;2,8 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;29;29;17;17;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHAPMAN D;Crater;??;Sydney Chapman;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;United Kingdom;British;20;20 th century;Eccles;1888;Boulder;1970;Surveys on terrestrial magnetism and lunar attraction influence. Author of a ionosphere formation theory.;-96,8;96,8 ° West;51,4;51,4 ° North;North-West;Not defined;??;;No map or picture;No map or picture;No map or picture;No article;??;39;39;23;23;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation located on librations zone of farside.;;;;1;Low interest or difficult formation;14;Full Moon;Six days after Last Quarter;30;10x binoculars;50 mm refractor
CHAPMAN M;Crater;??;Sydney Chapman;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;United Kingdom;British;20;20 th century;Eccles;1888;Boulder;1970;Surveys on terrestrial magnetism and lunar attraction influence. Author of a ionosphere formation theory.;-100,7;100,7 ° West;49;49 ° North;North-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;38;38;22;22;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHAPMAN V;Crater;??;Sydney Chapman;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;United Kingdom;British;20;20 th century;Eccles;1888;Boulder;1970;Surveys on terrestrial magnetism and lunar attraction influence. Author of a ionosphere formation theory.;-103,8;103,8 ° West;51;51 ° North;North-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;21;21;12;12;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHAPPELL E;Crater;??;James F. Chappel;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;20;20 th century;??;1891;??;1964;??;-171,5;171,5 ° West;55,8;55,8 ° North;North-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;59;59;35;35;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHAPPELL T;Crater;??;James F. Chappel;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;20;20 th century;??;1891;??;1964;??;178,9;178,9 ° East;54,8;54,8 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;28;28;16;16;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHARLIER Z;Crater;??;Carl W. L. Charlier;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;Sweden;Swedish;20;20 th century;??;1862;??;1934;??;-131,6;131,6 ° West;39,7;39,7 ° North;North-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;46;46;27;27;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHAUCER B;Crater;??;Geoffrey Chaucer;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;United Kingdom;British;14;14 th century;??;1340;??;1400;??;-137,4;137,4 ° West;6,5;6,5 ° North;North-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;27;27;16;16;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHAUCER P;Crater;??;Geoffrey Chaucer;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;United Kingdom;British;14;14 th century;??;1340;??;1400;??;-141,3;141,3 ° West;1,8;1,8 ° North;North-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;13;13;8;8;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHAUVENET C;Crater;??;William Chauvenet;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;19;19 th century;??;1820;??;1970;??;138;138 ° East;-10,4;10,4 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;48;48;28;28;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHAUVENET D;Crater;??;William Chauvenet;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;19;19 th century;??;1820;??;1970;??;139,7;139,7 ° East;-10,6;10,6 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;14;14;8;8;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHAUVENET E;Crater;??;William Chauvenet;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;19;19 th century;??;1820;??;1970;??;140,7;140,7 ° East;-11,4;11,4 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;27;27;16;16;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHAUVENET G;Crater;??;William Chauvenet;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;19;19 th century;??;1820;??;1970;??;141;141 ° East;-12,7;12,7 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;26;26;15;15;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHAUVENET J;Crater;??;William Chauvenet;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;19;19 th century;??;1820;??;1970;??;139,3;139,3 ° East;-13,9;13,9 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;77;77;45;45;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHAUVENET L;Craterlet;??;William Chauvenet;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;19;19 th century;??;1820;??;1970;??;137,5;137,5 ° East;-13,3;13,3 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;10;10;6;6;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHAUVENET P;Crater;??;William Chauvenet;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;19;19 th century;??;1820;??;1970;??;135,8;135,8 ° East;-14,5;14,5 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;12;12;7;7;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHAUVENET Q;Crater;??;William Chauvenet;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;19;19 th century;??;1820;??;1970;??;135,4;135,4 ° East;-13,3;13,3 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;42;42;25;25;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHAUVENET S;Crater;??;William Chauvenet;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;19;19 th century;??;1820;??;1970;??;134,4;134,4 ° East;-12,3;12,3 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;38;38;22;22;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHAUVENET U;Crater;??;William Chauvenet;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;19;19 th century;??;1820;??;1970;??;135,2;135,2 ° East;-11;11 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;11;11;6;6;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHEBYSHEV C;Crater;??;Pafnutiy Lvovitch Chebyshev;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;mathematician;Russia;Russian;19;19 th century;Okatovo;1821;Saint Petersburg;1894;Founder of a mathematical school. Works on algorithms, PI number and elliptical functions.;-127,2;127,2 ° West;-30,3;30,3 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;27;27;16;16;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHEBYSHEV N;Crater;??;Pafnutiy Lvovitch Chebyshev;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;mathematician;Russia;Russian;19;19 th century;Okatovo;1821;Saint Petersburg;1894;Founder of a mathematical school. Works on algorithms, PI number and elliptical functions.;-134,4;134,4 ° West;-37,7;37,7 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;24;24;14;14;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHEBYSHEV U;Crater;??;Pafnutiy Lvovitch Chebyshev;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;mathematician;Russia;Russian;19;19 th century;Okatovo;1821;Saint Petersburg;1894;Founder of a mathematical school. Works on algorithms, PI number and elliptical functions.;-137;137 ° West;-33,3;33,3 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;36;36;21;21;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHEBYSHEV V;Crater;??;Pafnutiy Lvovitch Chebyshev;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;mathematician;Russia;Russian;19;19 th century;Okatovo;1821;Saint Petersburg;1894;Founder of a mathematical school. Works on algorithms, PI number and elliptical functions.;-133,6;133,6 ° West;-33,5;33,5 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;23;23;14;14;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHERNYSHEV B;Crater;??;Nikolaj G. Chernyshev;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;engineer;USSR;Soviet;20;20 th century;??;1906;??;1963;Space launchers conceiver.;175,7;175,7 ° East;48,5;48,5 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;20;20;12;12;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHRETIEN A;Crater;??;Henri Jacques Chrétien;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;France;French;20;20 th century;Paris;1879;Washington;1956;Astronomer in Meudon and Nice Observatories. Professor at Paris Optics Institute. Conceiver of an aplanetic telescope in 1930 with Georges Willis Ritchey. Conceiver of catadioptrical devices and of Hypergonar lens used in Cinemascope since 1925.;163,6;163,6 ° East;-43,9;43,9 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;13;13;8;8;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHRETIEN C;Crater;??;Henri Jacques Chrétien;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;France;French;20;20 th century;Paris;1879;Washington;1956;Astronomer in Meudon and Nice Observatories. Professor at Paris Optics Institute. Conceiver of an aplanetic telescope in 1930 with Georges Willis Ritchey. Conceiver of catadioptrical devices and of Hypergonar lens used in Cinemascope since 1925.;165,3;165,3 ° East;-44,5;44,5 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;63;63;37;37;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHRETIEN S;Crater;??;Henri Jacques Chrétien;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;France;French;20;20 th century;Paris;1879;Washington;1956;Astronomer in Meudon and Nice Observatories. Professor at Paris Optics Institute. Conceiver of an aplanetic telescope in 1930 with Georges Willis Ritchey. Conceiver of catadioptrical devices and of Hypergonar lens used in Cinemascope since 1925.;160,5;160,5 ° East;-46,5;46,5 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;40;40;24;24;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CHRETIEN W;Crater;??;Henri Jacques Chrétien;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;France;French;20;20 th century;Paris;1879;Washington;1956;Astronomer in Meudon and Nice Observatories. Professor at Paris Optics Institute. Conceiver of an aplanetic telescope in 1930 with Georges Willis Ritchey. Conceiver of catadioptrical devices and of Hypergonar lens used in Cinemascope since 1925.;160,8;160,8 ° East;-44,3;44,3 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;34;34;20;20;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CLARK F;Crater;??;Alvan Graham Clark;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;optician;USA;American;19;19 th century;Fall River;1832;Cambridge;1897;Builder of the two biggest astronomical lenses of the World (Lick - 91 cm / Yerkes - 102 cm). Discoverer of Sirius companion in 1862.;122,5;122,5 ° East;-38,4;38,4 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;27;27;16;16;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
COCKCROFT N;Crater;??;Sir John Douglas Cockcroft;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;physicist;United Kingdom;British;20;20 th century;Todmorden;1897;Cambridge;1967;Professor in Cambridge University in 1939. Works on radar andatomic bomb. Director of Harwell nuclear center in 1946. Nobel laureate in 1951 with Ernest Walton.;-163,7;163,7 ° West;29,1;29,1 ° North;North-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;56;56;33;33;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
