NAME;LUN;LUN_REDUCED;NAMETYPE;TYPE;SUBTYPE;PERIOD;GEOLOGY;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIN360;LONGIC;LATIN;LATIC;FACE;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NORTHERN_LATITUDE;IAU_SOUTHERN_LATITUDE;IAU_EASTERN_LONGITUDE;IAU_WESTERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK
ABBE;AA5758S17477E;5758S17477;AA;Cràter;;;;Ernst K. Abbe;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Físic;Alemanya;alemany;19;segle 19è;Eisenach;1840;Jena;1905;Director de l'Observatori de Jena. Autor de la teoria clàssica del microscopi en 1877 i de la relació dels sinus. Associat amb Carl Zeiss. Inventor d'un refractòmetre i dels primers objectius apocromàtics i oculars ortoscòpics.;174.774969;174.774969;174.775° East;-57.575482;57.575° South;Cara oculta;Sud-Est;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;V-065-M;66;66;39;39;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable;Abbe;Abbe;9;63.976;-57.57548235;174.774969;-56.52059174;-58.63036919;176.7363338;172.8134708;LOLA2011;Europe;Germany;Crater, craters;AA;Hess;LAC-132;Adopted by IAU;01.01.1970 00:00;;Ernst Karl. German optician, physicist, astronomer (1840-1905).;http://planetarynames.wr.usgs.gov/Feature/9
ABUL WAFA;AA0096N11663E;0096N11663;AA;Cràter;;;;Abu al-Wafa al-Buzadjani;UAI 1985 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Matemàtic;Iran;iranià;10;segle 10è;Buzadjan;940;Bagdad;997;Autor d'un tractat d'aritmètica i d'un mètode precís de càlcul dels sinus.;116.630644;116.630644;116.631° East;0.962556;0.963° North;Cara oculta;Nord-Est;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;55;55;32;32;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable;Abul Wáfa;Abul Wafa;22;54.1787;0.962556434;116.6306445;1.85593605;0.069181442;117.5241337;115.7371731;LOLA2011;Asia;Persian;Crater, craters;AA;Ostwald;LAC-65;Adopted by IAU;01.01.1970 00:00;;Abū al-Wafā al-Būzajāni. Persian mathematician, astronomer (940-998).;http://planetarynames.wr.usgs.gov/Feature/22
AITKEN;AA1644S17296E;1644S17296;AA;Cràter;;;;Robert Grant Aitken;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Astrònom;Estats Units;americà;20;segle 20è;Jackson;1864;Berkeley;1954;"Autor del ""New General Catalogue of Double Stars"" en 1932.";172.958257;172.958257;172.958° East;-16.442982;16.443° South;Cara oculta;Sud-Est;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;II-033-H3 II-075-M II-033-H2 II-033-M;135;135;79;79;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable;Aitken;Aitken;119;129.693;-16.44298159;172.9582571;-14.30448723;-18.58147621;175.1878643;170.728651;LOLA2011;North America;American;Crater, craters;AA;Van de Graaff;LAC-104;Adopted by IAU;01.01.1970 00:00;;Robert Grant. American astronomer (1864-1951).;http://planetarynames.wr.usgs.gov/Feature/119
AL BIRUNI;AA1807N09262E;1807N09262;AA;Cràter;;;;Al-Biruni;UAI 1984 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Savi;Iran;iranià;11;segle 11è;Kath;973;Rhazni;1050;"Gran viatger. Astròleg del sultà de Rhazni en 1017. Historiador de les civilitzacions. Autor del ""Kitah al Qanun al Mas'udi"", tractat d'astronomia general inspirat en Ptolemeu.";92.616176;92.616176;92.616° East;18.071294;18.071° North;Zona libracions;Nord-Est;;III;Mare Marginis;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;77;77;45;45;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;Formació circular situada a la zona de les libracions;;;;1;Formació difícil o poc interessant;1;2 dies després de la Lluna Nova;1 dia després de la Lluna Plena;30;Prismàtics 10X;Ullera de 50 mm;Al-Biruni;Al Biruni;146;80.4102;18.07129404;92.61617629;19.39717674;16.74541664;94.01117134;91.22118568;LOLA2011;Asia;Persian;Crater, craters;AA;Joliot;LAC-46;Adopted by IAU;01.01.1970 00:00;;Abū ar-Rayhān Muhammad ibn Ahmad al-Birūnī. Persian astronomer, mathematician, geographer (973-1048).;http://planetarynames.wr.usgs.gov/Feature/146
ALDEN;AA2351S11111E;2351S11111;AA;Cràter;;;;Harold L.Alden;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Astrònom;Estats Units;americà;20;segle 20è;??;1890;??;1964;??;111.114134;111.114134;111.114° East;-23.508401;23.508° South;Cara oculta;Sud-Est;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;III-121-M;104;104;61;61;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable;Alden;Alden;170;111.437;-23.50840113;111.1141339;-21.67070389;-25.34609795;113.1178493;109.1103764;LOLA2011;North America;American;Crater, craters;AA;Fermi;LAC-101;Adopted by IAU;01.01.1970 00:00;;Harold Lee. American astronomer (1890-1964).;http://planetarynames.wr.usgs.gov/Feature/170
ALDER;AA4863S17788W;4863S17788;AA;Cràter;;;;Kurt Alder;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Químic;Alemanya;alemany;20;segle 20è;Königshütte;1902;Colònia;1958;Professor a la universitat de Colònia en 1940. Premi Nobel en 1950 amb Otto Diels.;-177.883725;182.116275;177.884° West;-48.625534;48.626° South;Cara oculta;Sud-Oest;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;V-065-M;77;77;45;45;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable;Alder;Alder;171;82.1233;-48.62553375;182.1162754;-47.31117058;-49.93986511;184.1511135;180.0843945;LOLA2011;Europe;Germany;Crater, craters;AA;Hess;LAC-132;Adopted by IAU;01.01.1979 00:00;;Kurt. German organic chemist. Nobel laureate (1902-1958).;http://planetarynames.wr.usgs.gov/Feature/171
ALEKHIN;AA6794S13185W;6794S13185;AA;Cràter;;;;Nikolaj P. Alekhin;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Enginyer;URSS;soviètic;20;segle 20è;??;1913;??;1964;Dissenyador de llançadores espacials.;-131.852393;228.147607;131.852° West;-67.944046;67.944° South;Cara oculta;Sud-Oest;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;70;70;41;41;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable;Alekhin;Alekhin;174;74.8167;-67.94404621;228.1476073;-66.7103672;-69.17772102;231.4327145;224.8622723;LOLA2011;Europe;Soviet;Crater, craters;AA;Zeeman;LAC-142;Adopted by IAU;01.01.1970 00:00;;Nikolaj Pavlovich. Soviet rocket designer, engineer (1913-1964).;http://planetarynames.wr.usgs.gov/Feature/174
AL-KHWARIZMI;AA0702N10701E;0702N10701;AA;Cràter;;;;Al-Khwarizmi;UAI 1991 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Matemàtic;Irak;iraquià;9;segle 9è;??;??;??;825;??;107.006175;107.006175;107.006° East;7.021853;7.022° North;Cara oculta;Nord-Est;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;65;65;38;38;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable;Al-Khwarizmi;Al Khwarizmi;149;56.2527;7.021853472;107.0061751;7.949403763;6.094305038;107.9406033;106.0717487;LOLA2011;Asia;Iraq;Crater, craters;AA;Babcock;LAC-64;Adopted by IAU;01.01.1973 00:00;;Abū Ja'far Muhammad Ibn Mūsā. Iraqi mathematician (unkn-after 847).;http://planetarynames.wr.usgs.gov/Feature/149
ALTER;AA1874N10780W;1874N10780;AA;Cràter;;;;Dinsmore Alter;UAI 1979 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Astrònom;Estats Units;americà;20;segle 20è;??;1888;??;1968;??;-107.796903;252.203097;107.797° West;18.740089;18.740° North;Cara oculta;Nord-Oest;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;V-015-H2;64;64;38;38;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable;Alter;Alter;208;64.733;18.74008917;252.2030967;19.80750847;17.67267036;253.3298855;251.0763302;LOLA2011;North America;American;Crater, craters;AA;Robertson;LAC-54;Adopted by IAU;01.01.1970 00:00;;Dinsmore. American astronomer, meteorologist (1888-1968).;http://planetarynames.wr.usgs.gov/Feature/208
AMICI;AA1006S17223W;1006S17223;AA;Cràter;;;;Giovanni Battista Amici;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Òptic;Itàlia;italià;19;segle 19è;Modena;1786;Florència;1863;Director de l'observatori de Florència. Inventor d'un espectroscopi a prisma i d'ulleres meridianes. Estudi de l'orientació dels cristalls en els minerals.;-172.227017;187.772983;172.227° West;-10.062035;10.062° South;Cara oculta;Sud-Oest;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;54;54;32;32;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable;Amici;Amici;232;52.0325;-10.06203476;187.7729833;-9.212100983;-10.92807579;188.6502972;186.9081554;LOLA2011;Europe;Italy;Crater, craters;AA;Icarus;LAC-86;Adopted by IAU;01.01.1970 00:00;;Giovanni Battista. Italian astronomer, optician (1786-1863).;http://planetarynames.wr.usgs.gov/Feature/232
ANDERS;AA4131S14330W;4131S14330;AA;Cràter;;;;William A. Anders;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Astronauta;Estats Units;americà;20;segle 20è;??;1933;Vivant;Vivant;Astronauta de la missió Apollo 8 al desembre de 1968 amb Frank Borman i Jim Lovell.;-143.300998;216.699002;143.301° West;-41.314565;41.315° South;Cara oculta;Sud-Oest;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;V-030-H1;40;40;24;24;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable;Anders;Anders;259;41.3265;-41.31456509;216.699002;-40.63312721;-41.9960022;217.6065311;215.7914753;LOLA2011;North America;American;Crater, craters;AA;Apollo;LAC-121;Adopted by IAU;01.01.1970 00:00;;William Alison. American astronaut (1933-Live).;http://planetarynames.wr.usgs.gov/Feature/259
ANDERSON;AA1550N17079E;1550N17079;AA;Cràter;;;;John A. Anderson;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Astrònom;Estats Units;americà;20;segle 20è;??;1876;??;1959;??;170.794245;170.794245;170.794° East;15.499299;15.499° North;Cara oculta;Nord-Est;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;II-034-M;109;109;64;64;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable;Anderson;Anderson;260;105.328;15.4992991;170.7942447;17.23618507;13.76241493;172.5983601;168.989912;LOLA2011;North America;American;Crater, craters;AA;Sharonov;LAC-68;Adopted by IAU;01.01.1970 00:00;;John August. American astronomer (1876-1959).;http://planetarynames.wr.usgs.gov/Feature/260
ANDERSSON;AA4995S09546W;4995S09546;AA;Cràter;;;;Leif Erland;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Astrònom;Estats Units;americà;20;segle 20è;??;1943;??;1979;??;-95.462756;264.537244;95.463° West;-49.949754;49.950° South;Zona libracions;Sud-Oest;;VI;Hausen;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;13;13;8;8;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;Formació circular situada a la zona de les libracions;;;;1;Formació difícil o poc interessant;14;Lluna Plena;6 dies després del Quart Minvant;30;Prismàtics 10X;Ullera de 50 mm;Andersson;Andersson;261;13.4195;-49.94975365;264.5372438;-49.72872353;-50.17127228;264.8804874;264.1924229;LOLA2011;North America;American;Crater, craters;AA;Arrhenius;LAC-135;Adopted by IAU;01.01.1985 00:00;;Leif Erland. American astronomer (1943-1979).;http://planetarynames.wr.usgs.gov/Feature/261
ANDRONOV;AA2268S14611E;2268S14611;AA;Cràter;;;;Aleksandr Aleksandrovich Andronov;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Físic;URSS;soviètic;20;segle 20è;??;1901;??;1952;??;146.108215;146.108215;146.108° East;-22.680696;22.681° South;Cara oculta;Sud-Est;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;16;16;9;9;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable;Andronov;Andronov;265;16.5674;-22.68069568;146.1082148;-22.40751457;-22.95387459;146.4044971;145.8119335;LOLA2011;Europe;Soviet;Crater, craters;AA;Gagarin;LAC-102;Adopted by IAU;01.01.1976 00:00;;Aleksandr Aleksandrovich. Soviet physicist (1901-1952).;http://planetarynames.wr.usgs.gov/Feature/265
ANTONIADI;AA6930S17306W;6930S17306;AA;Cràter;;;;Eugène M. Antoniadi;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Astrònom;França;francès;20;segle 20è;Estambul;1870;Meudon;1944;Estudis de les superfícies planetàries (Mart i Mercuri notablement) amb la ullera de 82 cm de Meudon. Contrari a la teoria dels canals marcians de Lowell.;-173.058476;186.941524;173.058° West;-69.302643;69.303° South;Cara oculta;Sud-Oest;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;143;143;84;84;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable;Antoniadi;Antoniadi;296;137.917;-69.3026425;186.9415237;-67.0280323;-71.57724571;193.3660641;180.5165997;LOLA2011;Europe;France;Crater, craters;AA;Minnaert;LAC-141;Adopted by IAU;01.01.1970 00:00;;Eugène Michael. Turkish-born French astronomer (1870-1944).;http://planetarynames.wr.usgs.gov/Feature/296
ANUCHIN;AA4885S10166E;4885S10166;AA;Cràter;;;;Dimitri N. Anuchin;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Geògraf;URSS;soviètic;20;segle 20è;??;1843;??;1923;??;101.659741;101.659741;101.660° East;-48.853049;48.853° South;Cara oculta;Sud-Est;;V;Hale;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;IV-009-H1 IV-008-M ;57;57;34;34;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;Formació circular situada a la zona de les libracions;;;;1;Formació difícil o poc interessant;1;2 dies després de la Lluna Nova;1 dia després de la Lluna Plena;30;Prismàtics 10X;Ullera de 50 mm;Anuchin;Anuchin;304;62.1396;-48.85304878;101.6597408;-47.835186;-49.87185669;103.1909695;100.1242886;LOLA2011;Europe;Russia;Crater, craters;AA;Fechner;LAC-130;Adopted by IAU;01.01.1979 00:00;;Dimitrii Nikolaevich. Russian geographer (1843-1923).;http://planetarynames.wr.usgs.gov/Feature/304
APOLLO;AA3569S15148W;3569S15148;AA;Cràter;;;;Missions lunars americanes Apollo;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Allunatges;Estats Units;americans;20;segle 20è;;1967;;1972;Dedicat a les missions humanes americanes Apollo que dugueren 12 astronautes a la superfície de la Lluna.;-151.477727;208.522273;151.478° West;-35.687407;35.687° South;Cara oculta;Sud-Oest;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;537;537;316;316;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable;Apollo;Apollo;326;524.232;-35.68740661;208.522273;-28.11938286;-44.19234085;219.4171124;197.9256878;LOLA2011;Europe;Greek;Crater, craters;AA;Apollo;LAC-121;Adopted by IAU;01.01.1970 00:00;;Named to honor Apollo missions.;http://planetarynames.wr.usgs.gov/Feature/326
APPLETON;AA3705N15817E;3705N15817;AA;Cràter;;;;Sir Edward Victor Appleton;UAI 1985 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Físic;Regne Unit;britànic;20;segle 20è;Bradford;1892;Edimburg;1965;Assistent de Rutherford. Ministre de la investigació en 1939. Estudi sobre la ionosfera. Autor del primer eco radar sobre la Lluna en 1946. Premi Nobel en 1947. ;158.168905;158.168905;158.169° East;37.046473;37.046° North;Cara oculta;Nord-Est;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;V-085-H2 V-085-M V-103-M;63;63;37;37;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable;Appleton;Appleton;330;64.591;37.04647347;158.1689047;38.11152458;35.98142433;159.5038395;156.834013;LOLA2011;Europe;England;Crater, craters;AA;Chandler;LAC-32;Adopted by IAU;01.01.1970 00:00;;Sir Edward Victor. British physicist. Nobel laureate (1892-1965).;http://planetarynames.wr.usgs.gov/Feature/330
ARMINSKI;AA1636S15422E;1636S15422;AA;Cràter;;;;Franciszek Arminski;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Astrònom;Polònia;polonès;19;segle 19è;??;1789;??;1848;??;154.216222;154.216222;154.216° East;-16.362761;16.363° South;Cara oculta;Sud-Est;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;II-075-M II-075-H1;26;26;15;15;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable;Armiński;Arminski;385;26.7602;-16.36276088;154.2162217;-15.9215126;-16.80400848;154.6760616;153.7563839;LOLA2011;Europe;Poland;Crater, craters;AA;O'Day;LAC-103;Adopted by IAU;01.01.1976 00:00;;Franciszek. Polish astronomer (1789-1848). (Spelling changed from Armínski.);http://planetarynames.wr.usgs.gov/Feature/385
ARRHENIUS;AA5558S09145W;5558S09145;AA;Cràter;;;;Svante A. Arrhenius;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Científic;Suècia;suec;20;segle 20è;Wijk;1859;Estocolm;1927;Rector de la universitat de Estocolm en 1897. Director de l'institut Nobel en 1905. Teoria de la ionització dels electròlits en 1887. Autor de la hipòtesi de la panspèrmia en 1900 i d'una teoria cosmogònica. Premi Nobel de química en 1903.;-91.45366;268.54634;91.454° West;-55.583694;55.584° South;Zona libracions;Sud-Oest;;VI;Hausen;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;IV-038-H2 IV-193-H3;40;40;24;24;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;Formació circular situada a la zona de les libracions;;;;1;Formació difícil o poc interessant;14;Lluna Plena;6 dies després del Quart Minvant;30;Prismàtics 10X;Ullera de 50 mm;Arrhenius;Arrhenius;391;40.93;-55.58369436;268.5463398;-54.9087925;-56.25859642;269.740015;267.3526402;LOLA2011;Europe;Sweden;Crater, craters;AA;Arrhenius;LAC-135;Adopted by IAU;01.01.1970 00:00;;Svante August. Swedish chemist. Nobel laureate (1859-1927).;http://planetarynames.wr.usgs.gov/Feature/391
ARTAMONOV;AA2544N10379E;2544N10379;AA;Cràter;;;;Nikolaj N. Artamonov;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Enginyer;URSS;soviètic;20;segle 20è;??;1906;??;1965;Científic implicat en el programa de llançaments espacials soviètics.;103.785321;103.785321;103.785° East;25.438663;25.439° North;Cara oculta;Nord-Est;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;60;60;35;35;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable;Artamonov;Artamonov;398;62.4458;25.43866299;103.7853211;26.46836662;24.40896034;104.926569;102.6441021;LOLA2011;Europe;Soviet;Crater, craters;AA;Joliot;LAC-46;Adopted by IAU;01.01.1970 00:00;;Nikolaj N.. Soviet rocket scientist (1906-1965).;http://planetarynames.wr.usgs.gov/Feature/398
ARTEM'EV;AA1040N14522W;1040N14522;AA;Cràter;;;;Vladimir A. Artem'ev;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Enginyer;URSS;soviètic;20;segle 20è;??;1885;??;1962;Científic implicat en el programa de llançaments espacials soviètics.;-145.222169;214.777831;145.222° West;10.395306;10.395° North;Cara oculta;Nord-Oest;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;V-032-M;67;67;39;39;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable;Artem'ev;Artem ev;402;66.391;10.39530617;214.7778308;11.49005699;9.30055809;215.8907185;213.6648273;LOLA2011;Europe;Soviet;Crater, craters;AA;Kibalchich;LAC-70;Adopted by IAU;01.01.1970 00:00;;Vladimir Andreevich. Soviet rocket scientist (1885-1962).;http://planetarynames.wr.usgs.gov/Feature/402
AVICENNA;AA3963N09728W;3963N09728;AA;Cràter;;;;Abu Ali Al Husayn Ibn Sina;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Filòsof;Iran;iranià;11;segle 11è;Afchana;980;Hamadhan;1037;Metge del príncep de Bukhara. Autor del Cànon de la medicina. Descripció de nombroses malalties i del seu tractament. Autor d'una cosmologia basada sobre els éssers possibles i necessaris.;-97.276815;262.723185;97.277° West;39.625434;39.625° North;Zona libracions;Nord-Oest;;VIII;Röntgen;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;74;74;44;44;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;Formació circular situada a la zona de les libracions;;;;1;Formació difícil o poc interessant;14;Lluna Plena;6 dies després del Quart Minvant;30;Prismàtics 10X;Ullera de 50 mm;Avicenna;Avicenna;509;72.9882;39.62543378;262.7231847;40.82893181;38.42193413;264.2867489;261.1596241;LOLA2011;Asia;Persian;Crater, craters;AA;Lorentz;LAC-36;Adopted by IAU;01.01.1970 00:00;;Abu Ali Al-Hussein Ibn Abdallah. Persian doctor (980-1037).;http://planetarynames.wr.usgs.gov/Feature/509
AVOGADRO;AA6321N16536E;6321N16536;AA;Cràter;;;;Amedeo (Conte Di Quarengna e Cerreto);UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Químic;Itàlia;italià;19;segle 19è;Torí;1776;Torí;1856;Professor de física a la universitat de Torí en 1820. Descobridor del nombre d'àtoms en un àtom-gram. Autor d'una llei sobre la densitat dels gasos.;165.364482;165.364482;165.364° East;63.213802;63.214° North;Cara oculta;Nord-Est;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;139;139;82;82;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable;Avogadro;Avogadro;510;129.84;63.213802;165.3644816;65.35473061;61.07287407;170.1417408;160.5867977;LOLA2011;Europe;Italy;Crater, craters;AA;D'Alembert;LAC-18;Adopted by IAU;01.01.1970 00:00;;Amedeo (Conte Di Quarengna). Italian physicist (1776-1856).;http://planetarynames.wr.usgs.gov/Feature/510
BABAKIN;AA2081S12326E;2081S12326;AA;Cràter;;;;Georgij N. Babakin;UAI 1970 ?;Desconegut a l'època;Desconegut a l'època;Desconegut a l'època;Enginyer;URSS;soviètic;20;segle 20è;??;1914;??;1971;Científic implicat en el programa de llançaments espacials soviètics.;123.263451;123.263451;123.263° East;-20.812627;20.813° South;Cara oculta;Sud-Est;;No hi ha carta;;No hi ha carta ni imatge;No hi ha carta ni imatge;No hi ha carta ni imatge;;;20;20;12;12;Desconeguda;Desconeguda;Altura desconeguda. Càlcul impossible;Altura desconeguda. No es pot dibuixar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable;Babakin;Babakin;531;19.1525;-20.81262738;123.2634514;-20.49682045;-21.12843323;123.601305;122.9255962;LOLA2011;Europe;Soviet;Crater, craters;AA;Fermi;LAC-101;Adopted by IAU;01.01.1973 00:00;;Georgii Nikolaevich. Soviet space scientist (1914-1971).;http://planetarynames.wr.usgs.gov/Feature/531
