NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURY;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
SHAHINAZ;Cráter;;Shahinaz;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Nombre femenino.;Turquía;Turca;;;;;;;??;173,3;173,3 ° Este;12,4;12,4 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;II-034-H1 II-034-M;74;74;44;44;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SHARONOV;Cráter;;Vsevolod V. Sharonov;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.R.S.S.;Soviético;20;Siglo XX;??;1901;??;1964;??;141,5;141,5 ° Este;24,3;24,3 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;21;21;12;12;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SHATALOV;Cráter;;Vladimir A. Shatalov;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Cosmonauta;U.R.S.S.;Soviético;20;Siglo XX;??;1927;;Aún vivo;??;172,5;172,5 ° Este;32,6;32,6 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-079-M;18;18;11;11;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SHAYN;Cráter;;Grigoriy A. Shayn;UAI 1976 ?;Desconocido;Desconocido;Desconocido;Astrofísico;U.R.S.S.;Soviético;20;Siglo XX;??;1892;??;??;??;118;118 ° Este;-11,1;11,1 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;93;93;55;55;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SHI SHEN;Cráter;;Shi(H) Shen;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;China;Chino;-1;Siglo I A. DE C.;??;??;??;-300;??;104,1;104,1 ° Este;76;76 ° Norte;Norte-Este;;II;Nansen;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;43;43;25;25;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SHIRAKATSI;Cráter;;Anania Shirakatsi;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Geógrafo;Armenia;Armenian;7;7 th century;??;620;??;685;??;128,6;128,6 ° Este;-12,1;12,1 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;I-136-H3 I-136-M I-117-M;51;51;30;30;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SHTERNBERG;Cráter;;Pavel K. Shternberg (Sternberg);UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Rusia;Ruso;19;Siglo XIX;??;1865;??;1920;??;-116,3;116,3 ° Oeste;19,5;19,5 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;70;70;41;41;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SHULEJKIN;Cráter;;M.V. Shulejkin;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Ingeniero;U.R.S.S.;Soviético;20;Siglo XX;??;1884;??;1939;Especialista en transmisiones de radio.;-92,5;92,5 ° Oeste;-27,1;27,1 ° Sur;Sur-Oeste;;VII;Mare Orientale;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;IV-194-H3 IV-195-H1;15;15;9;9;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular situada en la zona de libraciones.;;;;1;Formación de bajo interés o dificultad;14;Luna Llena;6 días después del Cuarto Menguante;30;Prismáticos de 10x;Refractor de 50 mm
SIEDENTOPF;Cráter;;Henry Friedrich Wilhelm Siedentopf;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;Alemania;Alemán;20;Siglo XX;Brema;1872;Iena;1940;Inventor on 1902 con Zsigmondy del ultramicroscopio.;135,5;135,5 ° Este;22;22 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;61;61;36;36;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SIERPINSKI;Cráter;;Waclaw;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Matemático;Polonia;Polaco;20;Siglo XX;??;1882;??;1969;??;154,5;154,5 ° Este;-27,2;27,2 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;69;69;41;41;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SIKORSKY;Cráter;;Igor Ivanovich Sikorsky;UAI 1961 ?;Desconocido;Desconocido;Desconocido;Ingeniero;Rusia;Ruso;20;Siglo XX;Kiev;1889;Esteon;1972;Famoso constructor de aeroplanos y helicópteros.;103,2;103,2 ° Este;-66,1;66,1 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;IV-005-H2 IV-008-M;98;98;58;58;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SISAKYAN;Cráter;;Norajr M. Sisakyan;UAI 1973 ?;Desconocido;Desconocido;Desconocido;Doctor;U.R.S.S.;Soviético;20;Siglo XX;??;1907;??;1966;??;109;109 ° Este;41,2;41,2 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-181-H2;34;34;20;20;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SKLODOWSKA;Cráter;;Marie Sklodowska Curie;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Física;Francia;Francesa;20;Siglo XX;Varsovia;1867;Sancellemoz;1934;Esposa de Pierre Curie. Producción del radio metálico. Premio Nobel en física en 1903 y en química en 1911.;95,5;95,5 ° Este;-18,2;18,2 ° Sur;Sur-Este;;IV;Curie;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;II-196-M;127;127;75;75;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular situada en la zona de libraciones.;;;;1;Formación de bajo interés o dificultad;1;2 días después de la Luna Nueva;1 día después de la Luna Llena;30;Prismáticos de 10x;Refractor de 50 mm
SLIPHER;Cráter;;Earl C. Slipher;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.S.A.;Americano;20;Siglo XX;Mulberry;1883;Flagstaff;1964;Pionero de la fotografía planetaria. Autor de más que 200.000 fotografías de Marte.;160,1;160,1 ° Este;49,5;49,5 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-085-M V-079-M;69;69;41;41;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SMITH;Cráter;;Michael John Smith;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astronauta;U.S.A.;Americano;20;Siglo XX;??;1945;??;1986;Miembro de la lanzadera Challenger accidentada en 1986.;-150,2;150,2 ° Oeste;-31,6;31,6 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;34;34;20;20;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SMOLUCHOWSKI;Cráter;;Marian Smoluchowski;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;Polonia;Polaco;19;Siglo XIX;??;1872;??;1917;??;-96,8;96,8 ° Oeste;60,3;60,3 ° Norte;Norte-Oeste;;I;Brianchon;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;83;83;49;49;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular situada en la zona de libraciones.;;;;1;Formación de bajo interés o dificultad;14;Luna Llena;6 días después del Cuarto Menguante;30;Prismáticos de 10x;Refractor de 50 mm
SNIADECKI;Cráter;;Jan Sniadecki;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Polonia;Polaco;19;Siglo XIX;??;1756;??;1830;??;-168,9;168,9 ° Oeste;-22,5;22,5 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;43;43;25;25;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SODDY;Cráter;;Sir Frederick Soddy;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;Reino Unido;Británico;20;Siglo XX;Estebourne;1877;Brighton;1956;Profesor de la Universidad de Oxford. Descubridor de los elementos del isotopo en 1903. Premio Nobel en química on 1921.;121,8;121,8 ° Este;0,4;0,4 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;42;42;25;25;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SOMMERFELD;Cráter;;Arnold J. W. Sommerfeld;UAI 1964 ?;Desconocido;Desconocido;Desconocido;Físico;Alemania;Alemán;20;Siglo XX;Königsberg;1868;Munich;1951;Profesor de la Universidad de Munich en 1906. Autor del giroscopio, las teorías de la difracción de las ondas electromagnéticas y descubridor de los electrones libres en los metales. Explicación de la estructura de los rayos espectrales en 1915.;-162,4;162,4 ° Oeste;65,2;65,2 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-029-M V-029-H3 V-025-M;169;169;99;99;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SPENCER JONES;Cráter;;Sir Harold;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Reino Unido;Británico;20;Siglo XX;Londres;1890;Londres;1960;Director del Observatorio de Greenwich en 1933. Presidente de la Astronomical Royal Society en 1937 y de la IAU En 1945. Trabajos sobre los movimientos de la Tierra.;165,6;165,6 ° Este;13,3;13,3 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;85;85;50;50;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
ST JOHN;Cráter;;Charles E. Saint John;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.S.A.;Americano;20;Siglo XX;??;1857;??;1935;Especializado en física solar.;150,2;150,2 ° Este;10,2;10,2 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;68;68;40;40;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
STARK;Cráter;;Johannes Stark;UAI 1976 ?;Desconocido;Desconocido;Desconocido;Físico;Alemania;Alemán;20;Siglo XX;Schickenhof;1874;Traunstein;1957;Descubridor de la separación de los rayos espectrales en un campo magnético. Premio Nobel en 1919.;134,6;134,6 ° Este;-25,5;25,5 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;69;69;41;41;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
STEARNS;Cráter;;Carl Leo Stearns;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.S.A.;Americano;20;Siglo XX;??;1892;??;1972;??;162,6;162,6 ° Este;34,8;34,8 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-085-H1 V-085-M;49;49;29;29;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
STEBBINS;Cráter;;Joel Stebbins;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.S.A.;Americano;20;Siglo XX;??;1878;??;1966;??;-141,8;141,8 ° Oeste;64,8;64,8 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-025-M V-029-M V-029-H2;36;36;21;21;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
STEFAN;Cráter;;Josef Stefan;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;Austria;Austriaco;19;Siglo XIX;Sankt Peter;1835;Viena;1893;Director del Instituto de Física de Viena en 1866. Autor de una teoría sobre la difusión de los gases. Autor de la ley de emisión de los cuerpos negros en 1879.;-108,3;108,3 ° Oeste;46;46 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-015-H3 V-006-H1 V-008-M;131;131;77;77;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
STEIN;Cráter;;J. W. Stein;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Holanda;Holandés;20;Siglo XX;??;1871;??;1951;??;179;179 ° Este;7,2;7,2 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;125;125;74;74;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
STEKLOV;Cráter;;Vladimir A. Steklov;UAI 1979 ?;Desconocido;Desconocido;Desconocido;Matemático;Rusia;Ruso;20;Siglo XX;??;1864;??;1926;??;-104,9;104,9 ° Oeste;-36,7;36,7 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;33;33;19;19;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
STENO;Cráter;;Niels Steesen (dit Nicolaus Steno);UAI 1970 ?;Desconocido;Desconocido;Desconocido;Geólogo;Dinamarca;Danés;17;Siglo XVII;Copenhage;1638;Schwerin;1686;Fundador de los métodos estratográfico y tectónico. ;161,8;161,8 ° Este;32,8;32,8 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-085-M V-085-H1;36;36;21;21;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
STERNFELD;Cráter;;A. A. Sternfeld;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;U.R.S.S.;Soviético;20;Siglo XX;??;1905;??;1980;Space Científico.;-141,2;141,2 ° Oeste;-19,6;19,6 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;31;31;18;18;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
STETSON;Cráter;;Harlan T. Stetson;UAI 1979 ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.S.A.;Americano;20;Siglo XX;??;1885;??;1964;Geofísico;-118,3;118,3 ° Oeste;-39,6;39,6 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;100;100;59;59;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
STOLETOV;Cráter;;Aleksandr G. Stoletov;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;Rusia;Ruso;19;Siglo XIX;??;1839;??;1896;??;-155,2;155,2 ° Oeste;45,1;45,1 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-039-M;64;64;38;38;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
STONEY;Cráter;;George Johnstone Stoney;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Irlanda;Irlandés;19;Siglo XIX;Oakley Park;1826;Londres;1911;Evaluación del número de Avogrado en 1867. Autor de la hipótesis de la existencia del electrón en 1891.;-156,1;156,1 ° Oeste;-55,3;55,3 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;42;42;25;25;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
STORMER;Cráter;;F. Carl M. Stormer;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Noruega;Noruego;20;Siglo XX;Skien;1874;Oslo;1957;Especialista en la alta atmósfera. Autor de una teoría matemática acerca de la aurora polar.;-132,4;132,4 ° Oeste;-21,7;21,7 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;45;45;26;26;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
STRATTON;Cráter;;Frederick J. M. Stratton;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrofísico;Reino Unido;Británico;20;Siglo XX;??;1881;??;1960;??;164,6;164,6 ° Este;-5,8;5,8 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;II-034-M;70;70;41;41;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
STROMGREN;Cráter;;Svante Elis Strömgren;UAI 1991 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Suecia;Sueco;20;Siglo XX;Hälsingborg;1870;Copenhage;1947;Trabajos sobre cometas y sobre el problema de los tres cuerpos.;135,3;135,3 ° Este;-29,2;29,2 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;61;61;36;36;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SUBBOTIN;Cráter;;Mikhail F. Subbotin;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.R.S.S.;Soviético;20;Siglo XX;??;1893;??;1966;??;108,7;108,7 ° Este;37,5;37,5 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-181-H1;67;67;39;39;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SUMNER;Cráter;;Thomas H. Sumner;UAI 1997 ?;Desconocido;Desconocido;Desconocido;Geógrafo;U.S.A.;Americano;19;Siglo XIX;??;1807;??;1876;??;-91,6;91,6 ° Oeste;10,8;10,8 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;IV-188-H2;50;50;29;29;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular situada en la zona de libraciones.;;;;1;Formación de bajo interés o dificultad;14;Luna Llena;6 días después del Cuarto Menguante;30;Prismáticos de 10x;Refractor de 50 mm
SUNDMAN;Cráter;;K. F. Sundman;UAI 1979 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Finlandia;Finlandes;20;Siglo XX;??;1873;??;1949;??;112,7;112,7 ° Este;52;52 ° Norte;Norte-Este;;VIII;Röntgen;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;40;40;24;24;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
