NAME;F_LATIN;F_LONGIN;PLATE;IMAGE;LATIN;LONGIN
IBN YUNUS;+14.1;+91.1;IV-165-H3;iv_165_h3;+38.84;-81.13
IBN-RUSHD;-11.7;+21.7;IV-084-H2;iv_084_h2;-15.19;-24.28
ICARUS;-5.3;-173.2;I-030-M;i_030_m;-10.27;+162.7
ICARUS;-5.3;-173.2;I-035-M;i_035_m;-8.72;+162.6
ICARUS;-5.3;-173.2;I-036-M;i_036_m;-8.65;+162.1
ICARUS;-5.3;-173.2;II-033-M;ii_033_m;-10.39;-174.07
ICARUS;-5.3;-173.2;II-034-M;ii_034_m;+4.59;-173.51
IDELER;-49.2;+22.3;IV-088-H2;iv_088_h2;-42.7;-24.94
IDELER;-49.2;+22.3;IV-095-H1;iv_095_h1;-42.54;-18.7
IDELER;-49.2;+22.3;IV-100-H1;iv_100_h1;-42.72;-12.29
IDEL'SON;-81.5;+110.9;IV-005-H1;iv_005_h1;-71.5;-91.31
IDEL'SON;-81.5;+110.9;IV-070-H1;iv_070_h1;-72.65;-49.06
IDEL'SON;-81.5;+110.9;IV-106-H1;iv_106_h1;-72.16;-9.45
IDEL'SON;-81.5;+110.9;IV-118-H1;iv_118_h1;-72.49;+6.99
IDEL'SON;-81.5;+110.9;V-021-H2;v_021_h2;-85.19;+175.39
IL'IN;-17.8;-97.5;IV-195-H2;iv_195_h2;-14.91;+94.6
INGHIRAMI;-47.5;-68.8;IV-172-H2;iv_172_h2;-42.94;+67.94
INGHIRAMI;-47.5;-68.8;IV-180-H1;iv_180_h1;-40.83;+75.22
INGHIRAMI;-47.5;-68.8;IV-180-H2;iv_180_h2;-40.83;+75.22
INNES;+27.8;+119.2;V-158-M;v_158_m;+37.94;-126.79
INNES;+27.8;+119.2;V-163-H1;v_163_h1;+38.04;-121.22
INNES;+27.8;+119.2;V-163-M;v_163_m;+38.16;-121.24
IOFFE;-14.4;-129.2;V-026-H3;v_026_h3;-27.65;+125.06
ISAEV;-17.5;+147.5;I-115-M;i_115_m;-2.92;-145.26
ISAEV;-17.5;+147.5;I-116-M;i_116_m;-1.14;-153.4
ISAEV;-17.5;+147.5;II-075-M;ii_075_m;-21.21;-157.99
ISIDORUS;-8.0;+33.5;IV-072-H3;iv_072_h3;-15.77;-37.86
IZSAK;-23.3;+117.1;I-136-M;i_136_m;-5.4;-129.34
IZSAK;-23.3;+117.1;III-121-M;iii_121_m;-24.13;-126.81
J. HERSCHEL;+62.0;-42.0;IV-152-H1;iv_152_h1;+69.78;+29.6
J. HERSCHEL;+62.0;-42.0;IV-152-H2;iv_152_h2;+69.78;+29.6
J. HERSCHEL;+62.0;-42.0;IV-164-H1;iv_164_h1;+70.19;+41.49
J. HERSCHEL;+62.0;-42.0;IV-164-H2;iv_164_h2;+70.19;+41.49
JACKSON;+22.4;-163.1;V-039-M;v_039_m;+38.84;+159.43
JACOBI;-56.7;+11.4;IV-094-H3;iv_094_h3;-72.11;-20.19
JACOBI;-56.7;+11.4;IV-094-M;iv_094_m;-72.11;-20.19
JACOBI;-56.7;+11.4;IV-106-H3;iv_106_h3;-72.16;-9.45
JACOBI;-56.7;+11.4;IV-107-H1;iv_107_h1;-42.41;-6.45
JACOBI;-56.7;+11.4;IV-112-H1;iv_112_h1;-42.58;+1.35
JACOBI;-56.7;+11.4;IV-119-H1;iv_119_h1;-42.79;+7.44
JANSEN;+13.5;+28.7;IV-078-H2;iv_078_h2;+13.3;-30.21
JANSKY;+8.5;+89.5;II-196-M;ii_196_m;-8.94;-100.54
JANSKY;+8.5;+89.5;IV-018-H1;iv_018_h1;+14.63;-90.47
JANSKY;+8.5;+89.5;IV-018-H2;iv_018_h2;+14.63;-90.47
JANSKY;+8.5;+89.5;IV-165-H3;iv_165_h3;+38.84;-81.13
JANSSEN;-45.4;+40.3;IV-058-M;iv_058_m;-71.57;-54.4
JANSSEN;-45.4;+40.3;IV-071-H2;iv_071_h2;-43.69;-46.67
JANSSEN;-45.4;+40.3;IV-076-H2;iv_076_h2;-42.77;-37.87
JANSSEN;-45.4;+40.3;IV-083-H2;iv_083_h2;-42.95;-32.82
JANSSEN;-45.4;+40.3;IV-083-M;iv_083_m;-42.94;-32.82
JEANS;-55.8;+91.4;IV-005-H3;iv_005_h3;-71.5;-91.31
JEANS;-55.8;+91.4;IV-008-M;iv_008_m;-70.49;-91.36
JEANS;-55.8;+91.4;IV-038-H1;iv_038_h1;-42.64;-77.77
JEANS;-55.8;+91.4;IV-045-H1;iv_045_h1;-42.41;-71.8
JENKINS;+0.3;+78.1;IV-178-H1;iv_178_h1;-33.87;-82.21
JENNER;-42.1;+95.9;IV-009-H2;iv_009_h2;-41.79;-96.2
JENNER;-42.1;+95.9;IV-009-M;iv_009_m;-41.79;-96.2
JOLIOT;+25.8;+93.1;IV-018-H3;iv_018_h3;+14.63;-90.47
JOLIOT;+25.8;+93.1;IV-024-H1;iv_024_h1;+44.08;-99.09
JOLIOT;+25.8;+93.1;IV-165-H3;iv_165_h3;+38.84;-81.13
JOLIOT;+25.8;+93.1;V-181-M;v_181_m;+41.96;-109.41
JOULE;+27.3;-144.2;V-028-H2;v_028_h2;+26.39;+133.19
JOULE;+27.3;-144.2;V-028-M;v_028_m;+26.81;+133.1
JOULE;+27.3;-144.2;V-031-M;v_031_m;+28.04;+135.71
JOULE;+27.3;-144.2;V-032-M;v_032_m;+24.94;+138.09
JOY;+25.0;+6.6;IV-097-H3;iv_097_h3;+12.97;-9.66
JOY;+25.0;+6.6;IV-102-H3;iv_102_h3;+12.96;-3.63
JULES VERNE;-35.0;+147.0;II-075-M;ii_075_m;-21.21;-157.99
JULIUS CAESAR;+9.0;+15.4;IV-090-H1;iv_090_h1;+13.75;-15.87
JULIUS CAESAR;+9.0;+15.4;IV-090-H2;iv_090_h2;+13.75;-15.87
KAISER;-36.5;+6.5;IV-100-H3;iv_100_h3;-42.72;-12.29
KAISER;-36.5;+6.5;IV-107-H2;iv_107_h2;-42.41;-6.45
KAMERLINGH ONNES;+15.0;-115.8;V-014-M;v_014_m;+14.75;+102.28
KAMERLINGH ONNES;+15.0;-115.8;V-024-H1;v_024_h1;+26.54;+120.17
KANE;+63.1;+26.1;IV-092-H1;iv_092_h1;+71.16;-32.22
KANE;+63.1;+26.1;IV-104-H1;iv_104_h1;+70.35;-18.09
KANE;+63.1;+26.1;IV-104-H2;iv_104_h2;+70.35;-18.09
KANE;+63.1;+26.1;IV-177-H1;iv_177_h1;+38.81;-67.86
KANE;+63.1;+26.1;IV-191-H1;iv_191_h1;+38.3;-53.79
KANT;-10.6;+20.1;IV-084-H2;iv_084_h2;-15.19;-24.28
KANT;-10.6;+20.1;IV-089-H2;iv_089_h2;-15.09;-16.9
KAO;-6.7;+87.6;II-196-M;ii_196_m;-8.94;-100.54
KAPTEYN;-10.8;+70.6;IV-184-H1;iv_184_h1;-35.18;-69.32
KARPINSKIY;+73.3;+166.3;V-008-M;v_008_m;+59.72;+111.5
KARRER;-52.1;-141.8;V-022-H1;v_022_h1;-26.96;+112.55
KARRER;-52.1;-141.8;V-026-H1;v_026_h1;-27.65;+125.06
KASTNER;-6.8;+78.5;IV-017-M;iv_017_m;+14.25;-90.44
KASTNER;-6.8;+78.5;IV-027-H3;iv_027_h3;-15.22;-82.67
KASTNER;-6.8;+78.5;IV-178-H1;iv_178_h1;-33.87;-82.21
KATCHALSKY;+5.9;+116.1;I-136-M;i_136_m;-5.4;-129.34
KATCHALSKY;+5.9;+116.1;II-196-M;ii_196_m;-8.94;-100.54
KEARONS;-11.4;-112.6;V-015-H1;v_015_h1;+14.23;+102.38
KEELER;-10.2;+161.9;I-115-M;i_115_m;-2.92;-145.26
KEELER;-10.2;+161.9;I-116-M;i_116_m;-1.14;-153.4
KEELER;-10.2;+161.9;II-033-M;ii_033_m;-10.39;-174.07
KEELER;-10.2;+161.9;II-034-M;ii_034_m;+4.59;-173.51
KEELER;-10.2;+161.9;II-075-M;ii_075_m;-21.21;-157.99
KEELER;-10.2;+161.9;IV-099-M;iv_099_m;+3.51;-179.92
KEKULE;+16.4;-138.1;V-028-H2;v_028_h2;+26.39;+133.19
KEKULE;+16.4;-138.1;V-028-M;v_028_m;+26.81;+133.1
KEKULE;+16.4;-138.1;V-031-M;v_031_m;+28.04;+135.71
KEKULE;+16.4;-138.1;V-032-H1;v_032_h1;+24.81;+138.13
KEKULE;+16.4;-138.1;V-032-M;v_032_m;+24.94;+138.09
KELDYSH;+51.2;+43.6;IV-079-H3;iv_079_h3;+41.83;-39.05
KEPINSKI;+28.8;+126.6;V-158-H1;v_158_h1;+37.83;-126.77
KEPINSKI;+28.8;+126.6;V-158-M;v_158_m;+37.94;-126.79
KEPLER;+8.1;-38.0;IV-138-H1;iv_138_h1;+13.7;+36.45
KEPLER;+8.1;-38.0;IV-138-H2;iv_138_h2;+13.7;+36.45
KHVOL'SON;-13.8;+111.4;I-102-H2;i_102_h2;-14.68;-104.35
KHVOL'SON;-13.8;+111.4;II-196-M;ii_196_m;-8.94;-100.54
KHVOL'SON;-13.8;+111.4;III-121-M;iii_121_m;-24.13;-126.81
KIBAL'CHICH;+3.0;-146.5;I-028-M;i_028_m;-10.23;+153.78
KIBAL'CHICH;+3.0;-146.5;I-030-M;i_030_m;-10.27;+162.7
KIBAL'CHICH;+3.0;-146.5;I-035-M;i_035_m;-8.72;+162.6
KIBAL'CHICH;+3.0;-146.5;I-036-M;i_036_m;-8.65;+162.1
KIBAL'CHICH;+3.0;-146.5;I-037-M;i_037_m;-7.98;+157.76
KIBAL'CHICH;+3.0;-146.5;I-038-M;i_038_m;-7.9;+157.26
KIBAL'CHICH;+3.0;-146.5;I-039-M;i_039_m;-6.49;+149.05
KIBAL'CHICH;+3.0;-146.5;I-040-H1;i_040_h1;-6.44;+148.73
KIBAL'CHICH;+3.0;-146.5;I-040-M;i_040_m;-6.44;+148.73
KIBAL'CHICH;+3.0;-146.5;V-028-H1;v_028_h1;+26.39;+133.19
KIBAL'CHICH;+3.0;-146.5;V-030-H3;v_030_h3;-25.79;+139.3
KIBAL'CHICH;+3.0;-146.5;V-031-M;v_031_m;+28.04;+135.71
KIBAL'CHICH;+3.0;-146.5;V-032-M;v_032_m;+24.94;+138.09
KIDINNU;+35.9;+122.9;V-158-H2;v_158_h2;+37.83;-126.77
KIDINNU;+35.9;+122.9;V-158-M;v_158_m;+37.94;-126.79
KIDINNU;+35.9;+122.9;V-163-H2;v_163_h2;+38.04;-121.22
KIDINNU;+35.9;+122.9;V-163-M;v_163_m;+38.16;-121.24
KIES;-26.3;-22.5;IV-124-H3;iv_124_h3;-43;+14.08
KIES;-26.3;-22.5;IV-125-H1;iv_125_h1;-14.89;+22.97
KIESS;-6.4;+84.0;II-196-M;ii_196_m;-8.94;-100.54
KIESS;-6.4;+84.0;IV-027-H3;iv_027_h3;-15.22;-82.67
KINAU;-60.8;+15.1;IV-094-H3;iv_094_h3;-72.11;-20.19
KINAU;-60.8;+15.1;IV-106-H3;iv_106_h3;-72.16;-9.45
KING;+5.0;+120.5;I-117-M;i_117_m;-11.66;-152.84
KING;+5.0;+120.5;I-136-M;i_136_m;-5.4;-129.34
KIRCH;+39.2;-5.6;IV-115-H2;iv_115_h2;+42.27;+2.67
KIRCH;+39.2;-5.6;IV-122-H2;iv_122_h2;+42.08;+9.24
KIRCHER;-67.1;-45.3;IV-154-H2;iv_154_h2;-71.7;+33.51
KIRCHHOFF;+30.3;+38.8;IV-074-H1;iv_074_h1;+40.7;-45.57
KIRCHHOFF;+30.3;+38.8;IV-079-H1;iv_079_h1;+41.83;-39.05
KIRKWOOD;+68.8;-156.1;V-008-M;v_008_m;+59.72;+111.5
KIRKWOOD;+68.8;-156.1;V-025-M;v_025_m;+59.3;+129.76
KIRKWOOD;+68.8;-156.1;V-029-H3;v_029_h3;+59.12;+147.18
KIRKWOOD;+68.8;-156.1;V-029-M;v_029_m;+59.34;+147.2
KLAPROTH;-69.8;-26.0;IV-118-H2;iv_118_h2;-72.49;+6.99
KLAPROTH;-69.8;-26.0;IV-130-H2;iv_130_h2;-65.02;+25.85
KLAPROTH;-69.8;-26.0;IV-154-H2;iv_154_h2;-71.7;+33.51
KLEIN;-12.0;+2.6;IV-101-H2;iv_101_h2;-15.19;-3.83
KLEYMENOV;-32.4;-140.2;V-026-H2;v_026_h2;-27.65;+125.06
KLEYMENOV;-32.4;-140.2;V-030-H2;v_030_h2;-25.79;+139.3
KLUTE;+37.2;-141.3;V-028-H3;v_028_h3;+26.39;+133.19
KLUTE;+37.2;-141.3;V-031-M;v_031_m;+28.04;+135.71
KLUTE;+37.2;-141.3;V-032-M;v_032_m;+24.94;+138.09
KOHLSCHUTTER;+14.4;+154.0;I-116-M;i_116_m;-1.14;-153.4
KOHLSCHUTTER;+14.4;+154.0;V-103-M;v_103_m;+38.84;-150.83
KOLHORSTER;+11.2;-114.6;V-014-M;v_014_m;+14.75;+102.28
KOLHORSTER;+11.2;-114.6;V-015-H2;v_015_h2;+14.23;+102.38
KOLHORSTER;+11.2;-114.6;V-024-H1;v_024_h1;+26.54;+120.17
KOMAROV;+24.7;+152.5;V-085-M;v_085_m;+38.85;-158.87
KOMAROV;+24.7;+152.5;V-103-M;v_103_m;+38.84;-150.83
KOMAROV;+24.7;+152.5;V-124-M;v_124_m;+38.67;-143.83
KONDRATYUK;-14.9;+115.5;I-136-M;i_136_m;-5.4;-129.34
KONDRATYUK;-14.9;+115.5;II-196-M;ii_196_m;-8.94;-100.54
KONDRATYUK;-14.9;+115.5;III-121-M;iii_121_m;-24.13;-126.81
KONIG;-24.1;-24.6;IV-125-H1;iv_125_h1;-14.89;+22.97
KONIG;-24.1;-24.6;IV-131-H3;iv_131_h3;-36.5;+23.47
KONIG;-24.1;-24.6;IV-132-H1;iv_132_h1;-9.14;+29.59
KONSTANTINOV;+19.8;+158.4;II-034-M;ii_034_m;+4.59;-173.51
KONSTANTINOV;+19.8;+158.4;V-085-M;v_085_m;+38.85;-158.87
KOPFF;-17.4;-89.6;IV-187-H2;iv_187_h2;-14.97;+89.06
KOROLEV;-4.0;-157.4;I-028-M;i_028_m;-10.23;+153.78
KOROLEV;-4.0;-157.4;I-030-H1;i_030_h1;-10.27;+162.7
KOROLEV;-4.0;-157.4;I-030-H2;i_030_h2;-10.27;+162.7
KOROLEV;-4.0;-157.4;I-030-M;i_030_m;-10.27;+162.7
KOROLEV;-4.0;-157.4;I-035-M;i_035_m;-8.72;+162.6
KOROLEV;-4.0;-157.4;I-036-H1;i_036_h1;-8.65;+162.1
KOROLEV;-4.0;-157.4;I-036-H2;i_036_h2;-8.65;+162.1
KOROLEV;-4.0;-157.4;I-036-M;i_036_m;-8.65;+162.1
KOROLEV;-4.0;-157.4;I-037-M;i_037_m;-7.98;+157.76
KOROLEV;-4.0;-157.4;I-038-H1;i_038_h1;-7.9;+157.26
KOROLEV;-4.0;-157.4;I-038-H2;i_038_h2;-7.9;+157.26
KOROLEV;-4.0;-157.4;I-038-M;i_038_m;-7.9;+157.26
KOROLEV;-4.0;-157.4;I-039-M;i_039_m;-6.49;+149.05
KOROLEV;-4.0;-157.4;I-040-M;i_040_m;-6.44;+148.73
KOROLEV;-4.0;-157.4;IV-051-M;iv_051_m;-85.19;+175.39
KOROLEV;-4.0;-157.4;V-030-H3;v_030_h3;-25.79;+139.3
KOSTINSKIY;+14.7;+118.8;V-163-M;v_163_m;+38.16;-121.24
KOVALEVSKAYA;+30.8;-129.6;V-008-M;v_008_m;+59.72;+111.5
KOVALEVSKAYA;+30.8;-129.6;V-024-H2;v_024_h2;+26.54;+120.17
KOVALEVSKAYA;+30.8;-129.6;V-024-M;v_024_m;+26.96;+120.08
KOVALEVSKAYA;+30.8;-129.6;V-025-M;v_025_m;+59.3;+129.76
KOVALEVSKAYA;+30.8;-129.6;V-028-H2;v_028_h2;+26.39;+133.19
KOVALEVSKAYA;+30.8;-129.6;V-028-M;v_028_m;+26.81;+133.1
KOVALEVSKAYA;+30.8;-129.6;V-029-M;v_029_m;+59.34;+147.2
KOVAL'SKIY;-21.9;+101.0;II-196-M;ii_196_m;-8.94;-100.54
KRAFFT;+16.6;-72.6;IV-169-H2;iv_169_h2;+13.69;+68.48
KRAFFT;+16.6;-72.6;IV-174-H2;iv_174_h2;+13.37;+76
KRAMAROV;-2.3;-98.8;IV-195-H3;iv_195_h3;-14.91;+94.6
KRAMERS;+53.6;-127.6;V-008-M;v_008_m;+59.72;+111.5
KRAMERS;+53.6;-127.6;V-015-H3;v_015_h3;+14.23;+102.38
KRAMERS;+53.6;-127.6;V-024-H3;v_024_h3;+26.54;+120.17
KRAMERS;+53.6;-127.6;V-025-H1;v_025_h1;+59.08;+129.77
KRAMERS;+53.6;-127.6;V-025-H2;v_025_h2;+59.08;+129.77
KRASNOV;-29.9;-79.6;IV-172-H3;iv_172_h3;-42.94;+67.94
KRASNOV;-29.9;-79.6;IV-180-H3;iv_180_h3;-40.83;+75.22
KRASNOV;-29.9;-79.6;IV-181-H1;iv_181_h1;-13.09;+82.18
KRASOVSKIY;+3.9;-175.5;I-030-M;i_030_m;-10.27;+162.7
KRASOVSKIY;+3.9;-175.5;II-033-M;ii_033_m;-10.39;-174.07
KRASOVSKIY;+3.9;-175.5;II-034-M;ii_034_m;+4.59;-173.51
KRIEGER;+29.0;-45.6;IV-144-H3;iv_144_h3;+14.03;+41.76
KRIEGER;+29.0;-45.6;IV-151-H1;iv_151_h1;+40.88;+40.2
KRISHNA;+24.5;+11.3;IV-097-H3;iv_097_h3;+12.97;-9.66
KRUSENSTERN;-26.2;+5.9;IV-100-H3;iv_100_h3;-42.72;-12.29
KRUSENSTERN;-26.2;+5.9;IV-101-H1;iv_101_h1;-15.19;-3.83
KUGLER;-53.8;+103.7;IV-009-H1;iv_009_h1;-41.79;-96.2
KUIPER;-9.8;-22.7;IV-125-H2;iv_125_h2;-14.89;+22.97
KULIK;+42.4;-154.5;V-039-M;v_039_m;+38.84;+159.43
KUNDT;-11.5;-11.5;IV-113-H2;iv_113_h2;-14.64;+9.51
KUNOWSKY;+3.2;-32.5;IV-133-H1;iv_133_h1;+18.73;+29.69
KUO SHOU CHING;+8.4;-133.7;V-026-H3;v_026_h3;-27.65;+125.06
KUO SHOU CHING;+8.4;-133.7;V-028-H1;v_028_h1;+26.39;+133.19
KURCHATOV;+38.3;+142.1;V-103-M;v_103_m;+38.84;-150.83
KURCHATOV;+38.3;+142.1;V-124-H2;v_124_h2;+38.56;-143.81
KURCHATOV;+38.3;+142.1;V-124-M;v_124_m;+38.67;-143.83
LA CAILLE;-23.8;+1.1;IV-101-H1;iv_101_h1;-15.19;-3.83
LA CAILLE;-23.8;+1.1;IV-108-H1;iv_108_h1;-14.26;+2.36
LA CONDAMINE;+53.4;-28.2;IV-139-H3;iv_139_h3;+42.16;+28.25
LA CONDAMINE;+53.4;-28.2;IV-140-H1;iv_140_h1;+71.05;+16.31
LA CONDAMINE;+53.4;-28.2;IV-145-H3;iv_145_h3;+42.34;+33.7
LA CONDAMINE;+53.4;-28.2;IV-151-H3;iv_151_h3;+40.88;+40.2
LA CONDAMINE;+53.4;-28.2;IV-152-H1;iv_152_h1;+69.78;+29.6
LA PEROUSE;-10.7;+76.3;IV-017-M;iv_017_m;+14.25;-90.44
LA PEROUSE;-10.7;+76.3;IV-178-H1;iv_178_h1;-33.87;-82.21
LA PEROUSE;-10.7;+76.3;IV-184-H1;iv_184_h1;-35.18;-69.32
LACCHINI;+41.7;-107.5;V-015-H3;v_015_h3;+14.23;+102.38
LACROIX;-37.9;-59.0;IV-160-H3;iv_160_h3;-42.79;+54.52
LACROIX;-37.9;-59.0;IV-167-H2;iv_167_h2;-42.01;+60.7
LACUS AESTATIS;-15.0;-69.0;IV-168-H2;iv_168_h2;-14.45;+68.18
LACUS AUTUMNI;-9.9;-83.9;IV-181-H2;iv_181_h2;-13.09;+82.18
LACUS BONITATIS;+23.2;+43.7;IV-066-H3;iv_066_h3;+13.47;-43.04
LACUS DOLORIS;+17.1;+9.0;IV-097-H2;iv_097_h2;+12.97;-9.66
LACUS EXCELLENTIAE;-35.4;-44.0;IV-142-H3;iv_142_h3;-42.04;+33.37
LACUS EXCELLENTIAE;-35.4;-44.0;IV-148-H3;iv_148_h3;-42.95;+41.38
LACUS GAUDII;+16.2;+12.6;IV-090-H2;iv_090_h2;+13.75;-15.87
LACUS GAUDII;+16.2;+12.6;IV-097-H2;iv_097_h2;+12.97;-9.66
LACUS HIEMALIS;+15.0;+14.0;IV-090-H2;iv_090_h2;+13.75;-15.87
LACUS LENITATIS;+14.0;+12.0;IV-090-H2;iv_090_h2;+13.75;-15.87
LACUS LENITATIS;+14.0;+12.0;IV-097-H2;iv_097_h2;+12.97;-9.66
LACUS LUXURIAE;+19.0;+176.0;II-034-M;ii_034_m;+4.59;-173.51
LACUS MORTIS;+45.0;+27.2;IV-086-H2;iv_086_h2;+41.02;-31.25
LACUS MORTIS;+45.0;+27.2;IV-091-H2;iv_091_h2;+42.03;-25.72
LACUS MORTIS;+45.0;+27.2;IV-098-H2;iv_098_h2;+40.97;-18.53
LACUS MORTIS;+45.0;+27.2;IV-098-H3;iv_098_h3;+40.97;-18.53
LACUS OBLIVIONIS;-21.0;-168.0;I-028-M;i_028_m;-10.23;+153.78
LACUS OBLIVIONIS;-21.0;-168.0;I-030-M;i_030_m;-10.27;+162.7
LACUS OBLIVIONIS;-21.0;-168.0;I-035-M;i_035_m;-8.72;+162.6
LACUS OBLIVIONIS;-21.0;-168.0;I-037-M;i_037_m;-7.98;+157.76
LACUS OBLIVIONIS;-21.0;-168.0;I-038-M;i_038_m;-7.9;+157.26
LACUS ODII;+19.0;+7.0;IV-097-H3;iv_097_h3;+12.97;-9.66
LACUS SOLITUDINIS;-27.8;+104.3;II-196-M;ii_196_m;-8.94;-100.54
LACUS SOMNIORUM;+38.0;+29.2;IV-074-H1;iv_074_h1;+40.7;-45.57
LACUS SOMNIORUM;+38.0;+29.2;IV-074-H2;iv_074_h2;+40.7;-45.57
LACUS SOMNIORUM;+38.0;+29.2;IV-079-H1;iv_079_h1;+41.83;-39.05
LACUS SOMNIORUM;+38.0;+29.2;IV-079-H2;iv_079_h2;+41.83;-39.05
LACUS SOMNIORUM;+38.0;+29.2;IV-086-H2;iv_086_h2;+41.02;-31.25
LACUS SOMNIORUM;+38.0;+29.2;IV-086-M;iv_086_m;+41.02;-31.25
LACUS SOMNIORUM;+38.0;+29.2;IV-090-M;iv_090_m;+13.75;-15.87
LACUS SOMNIORUM;+38.0;+29.2;IV-091-H2;iv_091_h2;+42.03;-25.72
LACUS SOMNIORUM;+38.0;+29.2;IV-091-M;iv_091_m;+42.04;-25.73
LACUS SOMNIORUM;+38.0;+29.2;IV-092-M;iv_092_m;+71.17;-32.23
LACUS SOMNIORUM;+38.0;+29.2;IV-098-M;iv_098_m;+40.98;-18.53
LACUS SOMNIORUM;+38.0;+29.2;IV-103-M;iv_103_m;+41.82;-11.28
LACUS SOMNIORUM;+38.0;+29.2;IV-115-M;iv_115_m;+42.27;+2.67
LACUS SOMNIORUM;+38.0;+29.2;IV-122-M;iv_122_m;+42.08;+9.24
LACUS SPEI;+43.0;+65.0;IV-055-H2;iv_055_h2;+42.07;-65.57
LACUS SPEI;+43.0;+65.0;IV-062-H2;iv_062_h2;+42.38;-59.16
LACUS SPEI;+43.0;+65.0;IV-165-H2;iv_165_h2;+38.84;-81.13
LACUS SPEI;+43.0;+65.0;IV-177-H2;iv_177_h2;+38.81;-67.86
LACUS TEMPORIS;+45.9;+58.4;IV-062-H2;iv_062_h2;+42.38;-59.16
LACUS TEMPORIS;+45.9;+58.4;IV-067-H2;iv_067_h2;+41.8;-51.64
LACUS TEMPORIS;+45.9;+58.4;IV-067-H3;iv_067_h3;+41.8;-51.64
LACUS TEMPORIS;+45.9;+58.4;IV-177-H2;iv_177_h2;+38.81;-67.86
LACUS TEMPORIS;+45.9;+58.4;IV-191-H2;iv_191_h2;+38.3;-53.79
LACUS TIMORIS;-38.8;-27.3;IV-131-H2;iv_131_h2;-36.5;+23.47
LACUS TIMORIS;-38.8;-27.3;IV-136-H2;iv_136_h2;-42.65;+27.4
LACUS VERIS;-16.5;-86.1;IV-181-H2;iv_181_h2;-13.09;+82.18
LACUS VERIS;-16.5;-86.1;IV-187-H2;iv_187_h2;-14.97;+89.06
LACUS VERIS;-16.5;-86.1;IV-195-H3;iv_195_h3;-14.91;+94.6
LADE;-1.3;+10.1;IV-096-H3;iv_096_h3;-15.18;-10.67
LADE;-1.3;+10.1;IV-097-H1;iv_097_h1;+12.97;-9.66
LAGALLA;-44.6;-22.5;IV-131-H2;iv_131_h2;-36.5;+23.47
LAGALLA;-44.6;-22.5;IV-136-H2;iv_136_h2;-42.65;+27.4
LAGRANGE;-32.3;-72.8;IV-167-H3;iv_167_h3;-42.01;+60.7
LALANDE;-4.4;-8.6;IV-113-H3;iv_113_h3;-14.64;+9.51
LALANDE;-4.4;-8.6;IV-114-H1;iv_114_h1;+13.46;+10.97
LALLEMAND;-14.3;-84.1;IV-181-H2;iv_181_h2;-13.09;+82.18
LAMARCK;-22.9;-69.8;IV-168-H1;iv_168_h1;-14.45;+68.18
LAMARCK;-22.9;-69.8;IV-173-H1;iv_173_h1;-14.77;+75.41
LAMB;-42.9;+100.1;III-121-M;iii_121_m;-24.13;-126.81
LAMB;-42.9;+100.1;IV-009-H2;iv_009_h2;-41.79;-96.2
LAMBERT;+25.8;-21.0;IV-126-H3;iv_126_h3;+12.86;+23.05
LAMBERT;+25.8;-21.0;IV-127-H1;iv_127_h1;+41.2;+14.29
LAME;-14.7;+64.5;IV-046-H2;iv_046_h2;-14.81;-63.4
LAME;-14.7;+64.5;IV-184-H1;iv_184_h1;-35.18;-69.32
LAMECH;+42.7;+13.1;IV-098-H2;iv_098_h2;+40.97;-18.53
LAMECH;+42.7;+13.1;IV-103-H2;iv_103_h2;+41.82;-11.28
LAMONT;+4.4;+23.7;IV-085-H1;iv_085_h1;+12.99;-23.94
LAMPLAND;-31.0;+131.0;III-121-M;iii_121_m;-24.13;-126.81
LANDAU;+41.6;-118.1;V-008-M;v_008_m;+59.72;+111.5
LANDAU;+41.6;-118.1;V-014-M;v_014_m;+14.75;+102.28
LANDAU;+41.6;-118.1;V-015-H3;v_015_h3;+14.23;+102.38
LANDAU;+41.6;-118.1;V-024-H3;v_024_h3;+26.54;+120.17
LANDAU;+41.6;-118.1;V-024-M;v_024_m;+26.96;+120.08
LANDER;-15.3;+131.8;I-102-M;i_102_m;-14.68;-104.35
LANDER;-15.3;+131.8;I-115-M;i_115_m;-2.92;-145.26
LANDER;-15.3;+131.8;I-117-M;i_117_m;-11.66;-152.84
LANDER;-15.3;+131.8;I-136-M;i_136_m;-5.4;-129.34
LANDSTEINER;+31.3;-14.8;IV-122-H1;iv_122_h1;+42.08;+9.24
LANE;-9.5;+132.0;I-102-M;i_102_m;-14.68;-104.35
LANE;-9.5;+132.0;I-115-M;i_115_m;-2.92;-145.26
LANE;-9.5;+132.0;I-117-M;i_117_m;-11.66;-152.84
LANE;-9.5;+132.0;I-136-M;i_136_m;-5.4;-129.34
LANE;-9.5;+132.0;III-121-M;iii_121_m;-24.13;-126.81
LANGEMAK;-10.3;+118.7;I-102-M;i_102_m;-14.68;-104.35
LANGEMAK;-10.3;+118.7;I-117-M;i_117_m;-11.66;-152.84
LANGEMAK;-10.3;+118.7;I-136-M;i_136_m;-5.4;-129.34
LANGEMAK;-10.3;+118.7;III-121-M;iii_121_m;-24.13;-126.81
LANGEVIN;+44.3;+162.7;V-079-H3;v_079_h3;+38.66;-167.55
LANGEVIN;+44.3;+162.7;V-079-M;v_079_m;+38.78;-167.58
