NAME;LUN;LUN_REDUCED;NAME_TYPE;TYPE;TYPE_IAU;SUBTYPE;PROCESS;PERIOD;PERIOD_SOURCE;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;IAU_APPROVAL;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;RUKL;RUKL_C;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTH_KM;LENGTH_KM_ILCD;WIDE_KM;LENGTH_MI;WIDE_MI;LENGTH_ARCSEC;HEIGHT_M;HEIGHT_FE;RAPPORT;PROFIL;FLOOR_DIAMETER_KM;PEAK_HEIGHT_KM;PEAK_DIAMETER_KM;EXCAVATION_DEPTH_KM;MELTING_DEPTH_KM;EJECTA_THICK_M_1RADIUS;EJECTA_THICK_M_3RADIUS;EJECTA_THICK_M_5RADIUS;RADAR_BRIGHT_HALO_RADIUS;RADAR_DARK_HALO_RADIUS;GENERAL_1;GENERAL_2;SLOPES;WALLS;FLOOR;ELGER_1895;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NORTHERN_LATITUDE;IAU_SOUTHERN_LATITUDE;IAU_EASTERN_LONGITUDE;IAU_WESTERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK;
VALLIS PALITZSCH;VA2616S06464E;2616S06464E;IAU Named formation;Valley;VA;Not determined;Not determined;Nectarian (From -3.92 billions years to -3.85 billions years);Period source not found;No details;Valley of  Palitzsch - Johann G. Palitzsch;?;01/01/1964 00:00:00;Not named;Not named;Not named;Astronomer;Germany;German;18;18 th century;?;1723;?;1788;Amateur having observed the passage of the Comet of Halley in 1758.;64.637390;64.637390;64.637° East;-26.163499;26.163° South;Nearside;South-East;Mare Fecunditatis South edge;59;Petavius;147;1c4 / 3h5;099C 105C 124C;Not described;;110;;16;67;10;0;Unknown;Unknown;Unknown height. Impossible calculation;#VALEUR !;;;;;;;;;;;Lengthened formation situated on the South-East slope of Petavius.;;Formed by the South-West North-East alignment of 3 craters whose Palitzsch.;Few high walls.;Rounded floor.;;3;Very interesting formation;3;3 days after New Moon;2 days after Full Moon;50;50 mm refractor;100 mm refractor;Vallis Palitzsch;Vallis Palitzsch;6296;110.498;-26.1634987939921;64.6373897788519;-24.3931789398193;-27.9832725524902;64.8872356414795;64.4185276031494;LOLA2011;Europe;Germany;Vallis, valles;VA;Petavius;LAC-98;Adopted by IAU;01/01/1964 00:00:00;;Named from nearby crater.;http://planetarynames.wr.usgs.gov/Feature/6296;
VALLIS PLANCK;VA5726S12616E;5726S12616E;IAU Named formation;Valley;VA;Not determined;Not determined;Birth period not found;Period source not found;No details;Valley of  Plack  Max Karl Ernst Planck;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;physicist;Germany;German;20;20 th century;Kiel;1858;G?ttingen;1947;Thermodynamics specialist. Quanta inventor and quantic mechanics father on 1900. Nobel laureate on 1918. ;126.155869;126.155869;126.156° East;-57.264891;57.265° South;Farside;South-East;Not determined;No map;No map;No map or picture;No map or picture;No map or picture;Not described;IV-008-M;451;;10;265;6;0;Unknown;Unknown;Unknown height. Impossible calculation;#VALEUR !;;;;;;;;;;;Not observable;;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Vallis Planck;Vallis Planck;6297;502.899;-57.2648914658856;126.155869395508;-49.3093547821045;-65.2831630706787;129.322336196899;124.172086715698;LOLA2011;Europe;Germany;Vallis, valles;VA;Fechner;LAC-130;Adopted by IAU;01/01/1970 00:00:00;;Named from nearby crater.;http://planetarynames.wr.usgs.gov/Feature/6297;
VALLIS RHEITA;VA4251S05165E;4251S05165E;IAU Named formation;Valley;VA;Not determined;Multiple meteoritic impact;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Period source not found;No details;Valley of  Rheita - Anton Maria Schyrlaeus von Rheita;?;01/01/1961 00:00:00;Not named;Not named;Not named;Astronomer;Czecoslovaquia;Czech;17;17 th century;Bohéme;1597;Ravenne;1660;Manufacturer of the telescope of Kepler and author of a lunar map in 1645.;51.654037;51.654037;51.654° East;-42.512564;42.513° South;Nearside;South-East;Vallis Rheita region;68;Rheita;76;14c3;315S 323S 328S 119S 124C/S 131S;ST04/01  MM105;;500;;;303;18;0;Unknown;Unknown;Unknown height. Impossible calculation;#VALEUR !;;;;;;;;;;;South-East North-West oriented and lengthened formation.;;Composed of an alignment of several closely overlapped craters.;Begins to the level of Young.;Linked to the birth of Mare Nectaris.;;4;Exceptional formation;4;4 days after New Moon;3 days after Full Moon;30;10x binoculars;50 mm refractor;Vallis Rheita;Vallis Rheita;6298;509.071;-42.5125636197832;51.6540370830179;-36.2391719818115;-48.6949977874756;59.26393699646;44.4928340911865;LOLA2011;Europe;Czechoslovakia;Vallis, valles;VA;Rheita;LAC-114;Adopted by IAU;01/01/1961 00:00:00;;Named from nearby crater.;http://planetarynames.wr.usgs.gov/Feature/6298;
VALLIS SCHRODINGER;VA6652S10488E;6652S10488E;IAU Named formation;Valley;VA;Not determined;Not determined;Birth period not found;Period source not found;No details;Valley of Schrödinger  Erwin Schrödinger;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;physicist;Austria;Austrian;20;20 th century;Vienna;1887;Vienna;1961;Author of one of the fundamental equations of quantic physics on 1926. Nobel laureate on 1933.;104.880753;104.880753;104.881° East;-66.518492;66.518° South;Farside;South-East;Not determined;No map;No map;No map or picture;No map or picture;No map or picture;Not described;IV-008-M;310;;10;182;6;0;Unknown;Unknown;Unknown height. Impossible calculation;#VALEUR !;;;;;;;;;;;Not observable;;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Vallis Schr?�dinger;Vallis Schrodinger;6299;301.715;-66.5184919995253;104.88075292381;-61.6657638549805;-70.2670707702637;111.40345954895;99.1192722320557;LOLA2011;Europe;Austria;Vallis, valles;VA;Schr?�dinger;LAC-140;Adopted by IAU;01/01/1970 00:00:00;;Named from nearby crater.;http://planetarynames.wr.usgs.gov/Feature/6299;
VALLIS SCHROTERI;VA2616N05158W;2616N05158W;IAU Named formation;Rille;VA;Not determined;Extrusive volcanism;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Period source not found;No details;Valley of  Schröter - Johan H. Schröter;?;01/01/1961 00:00:00;Not named;Not named;Not named;Astronomer;Germany;German;18;18 th century;?;1745;?;1816;Selenographe.  Specialist of grooves and the dorsal.;-51.580524;308.419476;51.581° West;26.155526;26.156° North;Nearside;North-West;Aristarchus crater region;18;Aristarchus;342;3d2;055N 061N;MM166  L100/017;IV-157-H3 IV-158-H1 IV-150-H3;160;;10;97;6;0;Unknown;Unknown;Unknown height. Impossible calculation;#VALEUR !;;;;;;;;;;;Remarkable rille. Directs to the North then turn to the West. Width varying 6 to 10 km, decreasing to 500 m to its West extremity.;;Begins to 25 km to the North of Herodotus by a lengthened craterlet called 'the Head of Cobra'. Floor covered by a 200 m wide rille.;;;;4;Exceptional formation;11;4 days after First Quarter;3 days after Last Quarter;50;50 mm refractor;100 mm refractor;Vallis Schr?teri;Vallis Schroteri;6300;185.323;26.1555260289963;308.419475889947;26.3230152130127;24.1570453643799;310.716543197632;306.372838973999;LOLA2011;Europe;Germany;Vallis, valles;VA;Seleucus;LAC-38;Adopted by IAU;01/01/1961 00:00:00;;Schr?ter's Valley.;http://planetarynames.wr.usgs.gov/Feature/6300;
VALLIS SNELLIUS;VA3093S05784E;3093S05784E;IAU Named formation;Valley;VA;Not determined;Multiple meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years) ?;Period source not found;No details;Valley of  Snellius - Willebrord van Roijen Snell (dit Snelli;?;01/01/1964 00:00:00;Not named;Not named;Not named;Astronomer and mathematician;Netherlands;Dutch;17;17 th century;Leyde;1591;Leyde;1626;Inventor of a method of measure of the terrestrial meridian by triangulation. Author of the law on the refraction of the light.;57.838197;57.838197;57.838° East;-30.926210;30.926° South;Nearside;South-East;Mare Fecunditatis South edge;59;Petavius;113;Not determined;315S 323C/S;ST04/01  MM106;;500;;22;303;13;0;Unknown;Unknown;Unknown height. Impossible calculation;#VALEUR !;;;;;;;;;;;Lengthened formation situated on North-West and South-East slopes of Snellius.;;The most long lunar valley.;Composed by an alignment of crater more or less marked oriented South-East North-West.;Seems to result from the impact having created Mare Nectaris.;;3;Very interesting formation;3;3 days after New Moon;2 days after Full Moon;30;10x binoculars;50 mm refractor;Vallis Snellius;Vallis Snellius;6301;640;-30.9262101415493;57.8381971093856;-26.0810260772705;-34.1644630432129;69.351411819458;47.0274639129639;LOLA2011;Europe;Netherlands (Dutch);Vallis, valles;VA;Petavius;LAC-98;Adopted by IAU;01/01/1964 00:00:00;;Named from nearby crater.;http://planetarynames.wr.usgs.gov/Feature/6301;
VAN ALBADA;AA0936N06435E;0936N06435E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Period source not found;No details;Gale B. van Albada (ex Auzout A);?;01/01/1976 00:00:00;Not named;Not named;Not named;Astronomer;Netherlands;Dutch;20;20 th century;?;1912;?;1972;?;64.354505;64.354505;64.355° East;9.360698;9.361° North;Nearside;North-East;Moon East limb;38;Neper;228;13c6;303C Q4E 105N 112N;Not described;;22;22,92;22;13;13;11,4;2679;8572,8;0,116925836067006;A________________A;9,34866631284234;0,286928731657469;3,36628;2,15078059833897;3,25357605650903;141,229249978194;5,23071296215533;1,12983399982555;29,211166635709;55,3749748108515;Circular formation situated on the South slopes of Auzout.;;Pretty steep slopes.;Few high walls supporting a craterlet to the East.;Flat floor filled with lava.;;2;Pretty interesting formation;3;3 days after New Moon;2 days after Full Moon;30;10x binoculars;50 mm refractor;van Albada;van Albada;6303;22.9241;9.36069816629833;64.3545047949767;9.73869514465332;8.98270225524902;64.7375392913818;63.971471786499;LOLA2011;Europe;Netherlands (Dutch);Crater, craters;AA;Mare Undarum;LAC-62;Adopted by IAU;01/01/1976 00:00:00;;Gale Bruno. Dutch astronomer (1912-1972).;http://planetarynames.wr.usgs.gov/Feature/6303;
VAN BIESBROECK;AA2877N04559W;2877N04559W;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Eratosthenian (From -3.2 billions years to -1.1 billions years) ?;Period source not found;No details;George A. van Bisbroeck (ex Krieger B);?;01/01/1976 00:00:00;Not named;Not named;Not named;Astronomer;U. S. A.;American;20;20 th century;?;1880;?;1974;Discoverer of a close star with great proper movement.;-45.587240;314.412760;45.587° West;28.766353;28.766° North;Nearside;North-West;Region between Oceanus Procellarum and Mare Imbrium;19;Brayley;339;3c3;055N;Not described;;10;9,08;10;6;6;4,5;1819;5820,8;0,200371952364898;A________A;1,52188983557841;0;0;0,76272;0,851730811402717;181,6;6,72592592592593;1,4528;7,99392708669585;25,4546222554747;Circular formation with bowl shape and overlapping the South wall of Krieger.;;Few steep slopes.;Few high walls.;Rounded floor;;1;Low interest or difficult formation;11;4 days after First Quarter;3 days after Last Quarter;50;50 mm refractor;100 mm refractor;Van Biesbroeck;Van Biesbroeck;6304;9.0809;28.766352820399;314.412760154518;28.9160900115967;28.6166210174561;314.583578109741;314.241945266724;LOLA2011;North America;American;Crater, craters;AA;Aristarchus;LAC-39;Adopted by IAU;01/01/1976 00:00:00;;George A.. Belgian-American astronomer (1880-1974).;http://planetarynames.wr.usgs.gov/Feature/6304;
VAN DE GRAAFF;AA2704S17201E;2704S17201E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;Robert Jemison Van de Graaff;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;physicist;USA;American;20;20 th century;Tuscaloosa;1901;Boston;1967;Inventor of a particles accelerator type on 1930. Author of numerous works in nuclear physics.;172.007972;172.007972;172.008° East;-27.041346;27.041° South;Farside;South-East;Not determined;No map;No map;No map or picture;No map or picture;No map or picture;Not described;V-065-M II-075-M II-033-M;233;240,47;233;137;137;120,2;5437;17398,4;0,022611997418228;A________________________________________________________________________________________A;0;0;0;15,860448231486;43,067388164118;804,175628935727;29,7842825531751;6,43340503148582;354,975259539135;398,301477636595;Not observable;Maybe Nectarian, double impact;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Van de Graaff;Van de Graaff;6305;240.467;-27.0413455272294;172.007971864471;-23.6798877716064;-30.3879108428955;175.776075363159;168.153051376343;LOLA2011;North America;American;Crater, craters;AA;Van de Graaff;LAC-104;Adopted by IAU;01/01/1970 00:00:00;;Robert Jemison. American physicist (1901-1967).;http://planetarynames.wr.usgs.gov/Feature/6305;
VAN DEN BERGH;AA3091N15921W;3091N15921W;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Birth period not found;Period source not found;No details;G. Van den Bergh;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;astronomer;Netherlands;Dutch;20;20 th century;?;1890;?;1966;?;-159.208077;200.791923;159.208° West;30.909592;30.910° North;Farside;North-West;Not determined;No map;No map;No map or picture;No map or picture;No map or picture;Not described;;42;43,42;42;25;25;21,7;3248;10393,6;0,074809252472861;A__________________________A;20,764247203239;1,01018332190422;8,67578;3,70211610691595;6,56557727999513;226,598121393809;8,39252301458553;1,81278497115047;57,5925500451689;94,6730196580812;Not observable;;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Van den Bergh;Van den Bergh;6306;43.4159;30.9095921764695;200.791922636684;31.6254749298096;30.1937084197998;201.626314163208;199.957536697388;LOLA2011;Europe;Netherlands (Dutch);Crater, craters;AA;Cockcroft;LAC-51;Adopted by IAU;01/01/1970 00:00:00;;George. Dutch astronomer (1890-1966).;http://planetarynames.wr.usgs.gov/Feature/6306;
VAN DEN BOS;AA0526S14595E;0526S14595E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Birth period not found;Period source not found;No details;Willem Hendrik van den Bos;IAU 1970 ?;01/01/1979 00:00:00;Not known;Not known;Not known;astronomer;South Africa Republic;South African;20;20 th century;?;1896;?;1974;?;145.953654;145.953654;145.954° East;-5.260232;5.260° South;Farside;South-East;Not determined;No map;No map;No map or picture;No map or picture;No map or picture;Not described;;22;25,18;22;13;13;12,5;2756;8819,2;0,109486997557612;A__________________A;10,5138120241541;0,345327393118106;3,95162;2,32975930926028;3,60778330930741;151,40739101852;5,60768114883409;1,21125912814816;32,2806732747859;59,9232792163793;Not observable;;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;van den Bos;van den Bos;6307;25.1834;-5.26023219421306;145.953654151189;-4.84498405456543;-5.67547798156738;146.370656967163;145.536653518677;LOLA2011;Africa;South Africa;Crater, craters;AA;Dellinger;LAC-84;Adopted by IAU;01/01/1979 00:00:00;;Willem Hendrik. South African astronomer (1896-1974).;http://planetarynames.wr.usgs.gov/Feature/6307;
VAN DER WAALS;AA4356S11998E;4356S11998E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Wilhelms and Byrne / 2009;No details;Johannes Diderik Van der Waals;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;physicist;Netherlands;Dutch;20;20 th century;Leyde;1837;Amsterdam;1923;Author of a law on fluids states on 1880. Author of a dynamical theory of capillarity. Nobel laureate on 1910.;119.980598;119.980598;119.981° East;-43.556449;43.556° South;Farside;South-East;Not determined;No map;No map;No map or picture;No map or picture;No map or picture;Not described;;104;113,37;104;61;61;56,6;4336;13875,2;0,038247785418007;A____________________________________________________A;68,8509269633019;0;26,79283;8,37022463535835;18,8493011241498;460,99314494629;17,0738201831959;3,68794515957032;159,670673197225;211,88252489811;Not observable;;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Van der Waals;Van der Waals;6308;113.366;-43.5564488953067;119.980597628132;-41.6871566772461;-45.4257411956787;122.560426712036;117.400770187378;LOLA2011;Europe;Netherlands (Dutch);Crater, craters;AA;Milne;LAC-117;Adopted by IAU;01/01/1970 00:00:00;;Johannes Diderik. Dutch physicist. Nobel laureate (1837-1923).;http://planetarynames.wr.usgs.gov/Feature/6308;
VAN GENT;AA1542N16027E;1542N16027E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Byrne / Personal communication / 2008;No details;H. Van Gent;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;astronomer;Netherlands;Dutch;20;20 th century;?;1900;?;1947;?;160.270730;160.270730;160.271° East;15.421713;15.422° North;Farside;North-East;Not determined;No map;No map;No map or picture;No map or picture;No map or picture;Not described;;43;44,37;43;25;25;22,1;3269;10460,8;0,073686001059465;A__________________________A;21,3332146425493;1,05418643847134;8,92183;3,77085387460999;6,72360142482941;230,256562152515;8,5280208204635;1,84205249722012;58,932300347558;96,4087077655532;Not observable;;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Van Gent;Van Gent;6311;44.372;15.421712879632;160.270730393548;16.1533603668213;14.6900653839111;161.029703140259;159.511758804321;LOLA2011;Europe;Netherlands (Dutch);Crater, craters;AA;Mandel'shtam;LAC-67;Adopted by IAU;01/01/1970 00:00:00;;Hendrik. Dutch astronomer (1900-1947).;http://planetarynames.wr.usgs.gov/Feature/6311;
