NAME;TYPE;PERIOD;Zénon;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
EINTHOVEN;Cratera;;Zénon;UAI 1976 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Médico;Holanda;holandês;20;Século 20;Samarang;1860;Leyde;1927;Professor da Universidade de Leyde em 1886. Inventor da electrocardiografia. Prémio Nobel em 1924.;109,6;109,6 ° Este;-4,9;4,9 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;I-102-H1;69;69;41;41;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
ELLERMAN;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;E. U. A.;norte-americano;20;Século 20;??;1869;??;1940;;-120,1;120,1 ° Oeste;-25,3;25,3 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-022-H2 V-015-H1;47;47;28;28;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
ELLISON;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Reino Unido;britânico;20;Século 20;??;1909;??;1963;;-107,5;107,5 ° Oeste;55,1;55,1 ° Norte;Noroeste;;I;Brianchon;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;36;36;21;21;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;14;Lua Cheia;6 dias após o Quarto Minguante;999;Não observável;Não observável
ELVEY;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;E. U. A.;norte-americano;20;Século 20;??;1899;??;1970;;-100,5;100,5 ° Oeste;8,8;8,8 ° Norte;Noroeste;;VIII;Röntgen;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;74;74;44;44;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;14;Lua Cheia;6 dias após o Quarto Minguante;30;Binóculo x10;Refractor 50 mm
EMDEN;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrofísico;Cartago;suiço;20;Século 20;??;1862;??;1940;;-177,3;177,3 ° Oeste;63,3;63,3 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-053-M V-029-M;111;111;65;65;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
ENGEL'GARDT;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Russia;russo;19;Século 19;??;1828;??;1915;;-159;159 ° Oeste;5,7;5,7 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;I-039-M;43;43;25;25;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
ERRO;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Mexico;Mexican;20;Século 20;??;1897;??;1955;;98,5;98,5 ° Este;5,7;5,7 ° Norte;Nordeste;;III;Mare Marginis;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;61;61;36;36;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;1;2 dias após a Lua Nova;1 dia após a Lua Cheia;30;Binóculo x10;Refractor 50 mm
ESNAULT-PELTERIE;Cratera;;Zénon;UAI 1988 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Engenheiro;França;francês;20;Século 20;Paris;1881;Nice;1957;Inventor da (***) e de vários tipos de motores térmicos para aviões. Fundador do Festival Aério internacional de Bourget. Numerosos estudos sobre a propulsão espacial.;-141,4;141,4 ° Oeste;47,7;47,7 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-025-M V-028-H3 V-029-M V-029-H1;79;79;46;46;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
ESPIN;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Reino Unido;britânico;20;Século 20;??;1858;??;1934;;109,1;109,1 ° Este;28,1;28,1 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;75;75;44;44;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
EVANS;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Arqueólogo;Reino Unido;britânico;19;Século 19;??;1851;??;1941;;-133,5;133,5 ° Oeste;-9,5;9,5 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;67;67;39;39;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
EVDOKIMOV;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;U. R. S. S.;soviético;20;Século 20;??;1868;??;1940;;-153;153 ° Oeste;34,8;34,8 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-039-M;50;50;29;29;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
EVERSHED;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Reino Unido;britânico;20;Século 20;??;1864;??;1956;;-159,5;159,5 ° Oeste;35,7;35,7 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-039-H1 V-039-M;66;66;39;39;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
FABRY;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;França;francês;20;Século 20;Marseille;1867;Paris;1945;Director do Instituto de óptica e membro da Academia das ciências em 1921. Inventor com Perrot e Buisson de um interferómetro. Descobridor da camada de ozono. Primeira verificação do efeito de Doppler-Fizeau.;100,7;100,7 ° Este;42,9;42,9 ° Norte;Nordeste;;III;Mare Marginis;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;184;184;108;108;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;1;2 dias após a Lua Nova;1 dia após a Lua Cheia;30;Binóculo x10;Refractor 50 mm
FECHNER;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Filósofo;Alemanha;alemão;19;Século 19;Gross-Särchen;1801;Leipzig;1887;Criador de um conceito filosófico no qual a alma individual é uma parte da alma divina.;124,9;124,9 ° Este;-59;59 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;63;63;37;37;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
FENYI;Cratera;;Zénon;UAI 1985 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Hungria;Hungar;20;Século 20;??;1845;??;1927;;-105,1;105,1 ° Oeste;-44,9;44,9 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;38;38;22;22;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
FEOKTISTOV;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Cosmonauta;U. R. S. S.;soviético;20;Século 20;??;1926;;;Cosmonauta membro das missões Soyouz.;140,7;140,7 ° Este;30,9;30,9 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;23;23;14;14;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
FERMI;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;Itália;italiano;20;Século 20;Roma;1901;Chicago;1954;Numerosas investigações em física das partículas atómicas. Descobridor das propriedades do neutrão. Responsável pela primeira pilha atómica em Chicago. Prémio Nobel em 1938.;122,6;122,6 ° Este;-19,3;19,3 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;IV-123-M III-121-M I-136-M;183;183;108;108;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
FERSMAN;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Geólogo;Russia;russo;20;Século 20;Saint Petersburg;1883;Sotchi;1945;Autor de um notável tratado de geoquímica. Director de um inventário dos recursos minerais da URSS. Director do Instituto Lomonossov.;-126;126 ° Oeste;18,7;18,7 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-024-H2 V-024-M;151;151;89;89;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
FESENKOV;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrofísico;U. R. S. S.;soviético;20;Século 20;??;1889;??;1972;;135,1;135,1 ° Este;-23,2;23,2 ° Sul;Sudeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;35;35;21;21;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
FINSEN;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Médico;Dinamarca;dinamarquês;19;Século 19;??;1860;??;1904;Fototerapeuta. Prémio Nobel.;-177,9;177,9 ° Oeste;-42;42 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-043-M V-065-M;72;72;42;42;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
FIRSOV;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Engenheiro;U. R. S. S.;soviético;20;Século 20;??;1928;??;1971;Projectista de lançadores espaciais;112,2;112,2 ° Este;4,5;4,5 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;51;51;30;30;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
FISCHER;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Químico;Alemanha;alemão;19;Século 19;Euskirchen;1852;Berlin;1919;Numerosas investigações em química orgânica. Síntese da glicose e da fructose. Prémio Nobel em 1902.;142,4;142,4 ° Este;8;8 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;30;30;18;18;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
FITZGERALD;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;Irlanda;irlandês;19;Século 19;Dublin;1851;Dublin;1901;Autor da teoria das ondas electromagnéticas. Interpretação da experiência de Michelson. Medida da massa do electrão em 1897.;-171,7;171,7 ° Oeste;27,5;27,5 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;110;110;65;65;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
FIZEAU;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;França;francês;19;Século 19;Paris;1819;Venteuil;1896;Primeira fotografia do Sol com Foucault em 1845. Primeira medida da velocidade da luz em 1849. Co-descobridor com Doppler do desfasamento do comprimento de onda em função da velocidade em 1848. Presidente da Academia dos Ciências em 1878.;-133,9;133,9 ° Oeste;-58,6;58,6 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-026-H1 V-022-H1;111;111;65;65;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
FLEMING;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Médico;Reino Unido;britânico;20;Século 20;Darvel;1881;London;1955;Descoberta da penicilina em 1927. Prémio Nobel com Chain e Florey em 1945.;109,6;109,6 ° Este;15;15 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;106;106;62;62;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
FLORENSKY;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Geólogo;U. R. S. S.;soviético;20;Século 20;??;1915;??;1982;;131,5;131,5 ° Este;25,3;25,3 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;71;71;42;42;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
FOCAS;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;França;francês;20;Século 20;??;1908;??;1969;;-93,8;93,8 ° Oeste;-33,7;33,7 ° Sul;Sudoeste;;VII;Mare Orientale;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;IV-194-H3;22;22;13;13;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;14;Lua Cheia;6 dias após o Quarto Minguante;30;Binóculo x10;Refractor 50 mm
FOSTER;Cratera;;Zénon;UAI 1979 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;Canadá;canadiano;20;Século 20;??;1890;??;1964;;-141,5;141,5 ° Oeste;23,7;23,7 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-028-H2 V-032-M V-032-H2 V-031-M;33;33;19;19;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
FOWLER;Cratera;;Zénon;UAI 1976 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrofísico;E. U. A.;norte-americano;20;Século 20;Pittsburgh;1911;??;??;Estudo essencial sobre nucleosíntese estelar. Prémio Nobel da física em 1983 com Chandrasekhar.;-145;145 ° Oeste;42,3;42,3 ° Norte;Noroeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-029-H1 V-031-M V-028-M V-029-M V-032-M V-028-H3;146;146;86;86;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
FOX;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;E. U. A.;norte-americano;20;Século 20;??;1878;??;1944;;98,2;98,2 ° Este;0,5;0,5 ° Norte;Nordeste;;III;Mare Marginis;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;24;24;14;14;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Formação circular situada na zona das librações.;;;;1;Formação de baixo interesse ou difícil;1;2 dias após a Lua Nova;1 dia após a Lua Cheia;30;Binóculo x10;Refractor 50 mm
FREUNDLICH;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Astrónomo;Reino Unido;britânico;20;Século 20;??;1885;??;1964;;171;171 ° Este;25;25 ° Norte;Nordeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;V-079-M;85;85;50;50;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
FRIDMAN;Cratera;;Zénon;UAI 1970 ?;Nome não atribuído;Nome não atribuído;Nome não atribuído;Físico;U. R. S. S.;soviético;20;Século 20;??;1888;??;1925;;-126;126 ° Oeste;-12,6;12,6 ° Sul;Sudoeste;;Sem mapa;;Sem mapa ou imagem;Sem mapa ou imagem;Sem mapa ou imagem;;;102;102;60;60;Desconhecido;Desconhecido;Altura desconhecida. Cálculo não possível.;Altura desconhecida. Desenho não possível.;Não observável;;;;0;Não observável;0;Não observável;Não observável;999;Não observável;Não observável
