NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGHTKM;WIDEKM;LENGHTMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
MILLIKAN B;Кратер;??;Robert Andrews Milikan;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;физик;США;Американский;20;20-го века;Morrison;1868;San Marino;1953;First measurement of the electron on 1911. Determination of Planck constant on 1916. Numerous works on cosmic rays. Nobel laureate on 1923.;123,5;123,5 ° Восток;49,8;49,8 ° Север;Северо-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;21;21;12;12;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MILLIKAN J;Кратер;??;Robert Andrews Milikan;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;физик;США;Американский;20;20-го века;Morrison;1868;San Marino;1953;First measurement of the electron on 1911. Determination of Planck constant on 1916. Numerous works on cosmic rays. Nobel laureate on 1923.;124,6;124,6 ° Восток;45,8;45,8 ° Север;Северо-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;36;36;21;21;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MILLIKAN Q;Кратер;??;Robert Andrews Milikan;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;физик;США;Американский;20;20-го века;Morrison;1868;San Marino;1953;First measurement of the electron on 1911. Determination of Planck constant on 1916. Numerous works on cosmic rays. Nobel laureate on 1923.;118,6;118,6 ° Восток;43,9;43,9 ° Север;Северо-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;33;33;19;19;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MILLIKAN R;Кратер;??;Robert Andrews Milikan;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;физик;США;Американский;20;20-го века;Morrison;1868;San Marino;1953;First measurement of the electron on 1911. Determination of Planck constant on 1916. Numerous works on cosmic rays. Nobel laureate on 1923.;117,7;117,7 ° Восток;46;46 ° Север;Северо-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;49;49;29;29;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MILLS B;Кратер;??;Mark M. Mills;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;физик;США;Американский;20;20-го века;??;1917;??;1958;??;156,9;156,9 ° Восток;10,7;10,7 ° Север;Северо-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;24;24;14;14;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MILLS C;Кратер;??;Mark M. Mills;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;физик;США;Американский;20;20-го века;??;1917;??;1958;??;157,3;157,3 ° Восток;9,8;9,8 ° Север;Северо-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;14;14;8;8;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MILLS K;Кратер;??;Mark M. Mills;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;физик;США;Американский;20;20-го века;??;1917;??;1958;??;157;157 ° Восток;6,8;6,8 ° Север;Северо-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;26;26;15;15;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MILLS R;Кратер;??;Mark M. Mills;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;физик;США;Американский;20;20-го века;??;1917;??;1958;??;154,8;154,8 ° Восток;8,1;8,1 ° Север;Северо-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;19;19;11;11;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MILLS W;Кратер;??;Mark M. Mills;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;физик;США;Американский;20;20-го века;??;1917;??;1958;??;154,2;154,2 ° Восток;10;10 ° Север;Северо-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;18;18;11;11;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MILNE K;Кратер;??;Edward Arthur Milne;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;Соединенного Королевства;Британский;20;20-го века;Hull;1896;Dublin;1950;Works on stars thermodynamics. Discoverer of cepheids stars variation process on 1921. Theory about Universe expansion.;113,1;113,1 ° Восток;-32,5;32,5 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;65;65;38;38;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MILNE L;Кратер;??;Edward Arthur Milne;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;Соединенного Королевства;Британский;20;20-го века;Hull;1896;Dublin;1950;Works on stars thermodynamics. Discoverer of cepheids stars variation process on 1921. Theory about Universe expansion.;112,7;112,7 ° Восток;-33,7;33,7 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;26;26;15;15;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MILNE M;Кратер;??;Edward Arthur Milne;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;Соединенного Королевства;Британский;20;20-го века;Hull;1896;Dublin;1950;Works on stars thermodynamics. Discoverer of cepheids stars variation process on 1921. Theory about Universe expansion.;112,1;112,1 ° Восток;-35,7;35,7 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;54;54;32;32;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MILNE N;Кратер;??;Edward Arthur Milne;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;Соединенного Королевства;Британский;20;20-го века;Hull;1896;Dublin;1950;Works on stars thermodynamics. Discoverer of cepheids stars variation process on 1921. Theory about Universe expansion.;110,8;110,8 ° Восток;-35,5;35,5 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;37;37;22;22;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MILNE P;Кратер;??;Edward Arthur Milne;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;Соединенного Королевства;Британский;20;20-го века;Hull;1896;Dublin;1950;Works on stars thermodynamics. Discoverer of cepheids stars variation process on 1921. Theory about Universe expansion.;107,7;107,7 ° Восток;-37,1;37,1 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;95;95;56;56;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MILNE Q;Кратер;??;Edward Arthur Milne;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;Соединенного Королевства;Британский;20;20-го века;Hull;1896;Dublin;1950;Works on stars thermodynamics. Discoverer of cepheids stars variation process on 1921. Theory about Universe expansion.;107,3;107,3 ° Восток;-34,3;34,3 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;75;75;44;44;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MINEUR D;Кратер;??;Henri Mineur;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;Франции;Французский;20;20-го века;Lille;1899;Paris;1954;One of french CNRS and Haute Provence Observatory founders. Creator and director of Paris Astrophysical Institute in 1936. Discoverer of two cepheids classes on 1945.;-159,2;159,2 ° Запад;25,9;25,9 ° Север;Северо-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;20;20;12;12;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MINEUR V;Кратер;??;Henri Mineur;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;Франции;Французский;20;20-го века;Lille;1899;Paris;1954;One of french CNRS and Haute Provence Observatory founders. Creator and director of Paris Astrophysical Institute in 1936. Discoverer of two cepheids classes on 1945.;-163,1;163,1 ° Запад;26,2;26,2 ° Север;Северо-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;26;26;15;15;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MINEUR X;Кратер;??;Henri Mineur;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;Франции;Французский;20;20-го века;Lille;1899;Paris;1954;One of french CNRS and Haute Provence Observatory founders. Creator and director of Paris Astrophysical Institute in 1936. Discoverer of two cepheids classes on 1945.;-162,7;162,7 ° Запад;27,1;27,1 ° Север;Северо-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;31;31;18;18;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MINKOWSKI S;Кратер;??;Hermann Minkowski;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;математик;Германии;Германский;19;19-го века;Kovno;1864;Gцttingen;1909;Theory on quadratic shapes. Grand prize of Sciences Academy on 1882. Explanation of the geomйtric theory of numbers on 1896. Conception of a space-time with four dimensions taken account by his pupil Einstein.;-145,6;145,6 ° Запад;-56,1;56,1 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;13;13;8;8;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MINNAERT C;Кратер;??;Marcel Gilles Josef Minnaert;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;Нидерландов;Нидерландский;20;20-го века;Bruges;1893;Utrecht;1970;Pioneer of solar astrophysics solaire. Founder of Utrecht Astrophysical Institute.;-176;176 ° Запад;-64,2;64,2 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;15;15;9;9;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MINNAERT N;Кратер;??;Marcel Gilles Josef Minnaert;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;Нидерландов;Нидерландский;20;20-го века;Bruges;1893;Utrecht;1970;Pioneer of solar astrophysics solaire. Founder of Utrecht Astrophysical Institute.;176,1;176,1 ° Восток;-71,1;71,1 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;33;33;19;19;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MINNAERT W;Кратер;??;Marcel Gilles Josef Minnaert;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;Нидерландов;Нидерландский;20;20-го века;Bruges;1893;Utrecht;1970;Pioneer of solar astrophysics solaire. Founder of Utrecht Astrophysical Institute.;174,1;174,1 ° Восток;-63,4;63,4 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;24;24;14;14;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MITRA A;Кратер;??;S. K. Mitra;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;физик;Индии;Индийский;20;20-го века;??;1890;??;1963;??;-154,1;154,1 ° Запад;20,8;20,8 ° Север;Северо-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;46;46;27;27;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MITRA J;Кратер;??;S. K. Mitra;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;физик;Индии;Индийский;20;20-го века;??;1890;??;1963;??;-153,2;153,2 ° Запад;15,9;15,9 ° Север;Северо-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;46;46;27;27;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MITRA Y;Кратер;??;S. K. Mitra;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;физик;Индии;Индийский;20;20-го века;??;1890;??;1963;??;-155,2;155,2 ° Запад;21,5;21,5 ° Север;Северо-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;26;26;15;15;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MOHOROVICIC A;Кратер;??;Andrija Mohorovicic;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;геолог;Югославии;Югославский;20;20-го века;Volosko;1857;Zagreb;1936;Works on sismic waves motion. Discoverer on 1909 of a difference between terrestrial crust and internal earth called moho since then.;-163,1;163,1 ° Запад;-16;16 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;20;20;12;12;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MOHOROVICIC D;Кратер;??;Andrija Mohorovicic;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;геолог;Югославии;Югославский;20;20-го века;Volosko;1857;Zagreb;1936;Works on sismic waves motion. Discoverer on 1909 of a difference between terrestrial crust and internal earth called moho since then.;-162,1;162,1 ° Запад;-17,8;17,8 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;18;18;11;11;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MOHOROVICIC F;Кратер;??;Andrija Mohorovicic;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;геолог;Югославии;Югославский;20;20-го века;Volosko;1857;Zagreb;1936;Works on sismic waves motion. Discoverer on 1909 of a difference between terrestrial crust and internal earth called moho since then.;-163,6;163,6 ° Запад;-18,9;18,9 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;23;23;14;14;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MOHOROVICIC R;Кратер;??;Andrija Mohorovicic;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;геолог;Югославии;Югославский;20;20-го века;Volosko;1857;Zagreb;1936;Works on sismic waves motion. Discoverer on 1909 of a difference between terrestrial crust and internal earth called moho since then.;-167,7;167,7 ° Запад;-19,9;19,9 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;42;42;25;25;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MOHOROVICIC W;Кратер;??;Andrija Mohorovicic;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;геолог;Югославии;Югославский;20;20-го века;Volosko;1857;Zagreb;1936;Works on sismic waves motion. Discoverer on 1909 of a difference between terrestrial crust and internal earth called moho since then.;-166,5;166,5 ° Запад;-17,7;17,7 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;21;21;12;12;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MOHOROVICIC Z;Кратер;??;Andrija Mohorovicic;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;геолог;Югославии;Югославский;20;20-го века;Volosko;1857;Zagreb;1936;Works on sismic waves motion. Discoverer on 1909 of a difference between terrestrial crust and internal earth called moho since then.;-165,1;165,1 ° Запад;-18,6;18,6 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;14;14;8;8;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MOISEEV S;Кратер;??;Nikolaj D. Moiseev;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;СССР;Советский;20;20-го века;??;1902;??;1955;??;100,7;100,7 ° Восток;8,7;8,7 ° Север;Северо-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;29;29;17;17;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MOISEEV Z;Кратер;??;Nikolaj D. Moiseev;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;СССР;Советский;20;20-го века;??;1902;??;1955;??;103,4;103,4 ° Восток;11,2;11,2 ° Север;Северо-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;80;80;47;47;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MONTGOLFIER J;Кратер;??;Jacques Etienne de Montgolfier;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;изобретатель;Франции;Французский;18;18-го века;Vidalon les Annonay;1745;Serriиres;1799;With his brother Joseph (1740 /1810) conceiver of an hot air balloon. First flight on june 4th 1783. Second flight with animals on september 19th in front of King Louis XVI. Director of Conservatoire des Arts & Mйtiers. Member of french Academy of scienceson 1796.;-158,2;158,2 ° Запад;46,4;46,4 ° Север;Северо-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;28;28;16;16;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MONTGOLFIER P;Кратер;??;Jacques Etienne de Montgolfier;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;изобретатель;Франции;Французский;18;18-го века;Vidalon les Annonay;1745;Serriиres;1799;With his brother Joseph (1740 /1810) conceiver of an hot air balloon. First flight on june 4th 1783. Second flight with animals on september 19th in front of King Louis XVI. Director of Conservatoire des Arts & Mйtiers. Member of french Academy of scienceson 1796.;-160,9;160,9 ° Запад;46,1;46,1 ° Север;Северо-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;36;36;21;21;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MONTGOLFIER W;Кратер;??;Jacques Etienne de Montgolfier;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;изобретатель;Франции;Французский;18;18-го века;Vidalon les Annonay;1745;Serriиres;1799;With his brother Joseph (1740 /1810) conceiver of an hot air balloon. First flight on june 4th 1783. Second flight with animals on september 19th in front of King Louis XVI. Director of Conservatoire des Arts & Mйtiers. Member of french Academy of scienceson 1796.;-164,4;164,4 ° Запад;49,3;49,3 ° Север;Северо-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;37;37;22;22;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
MONTGOLFIER Y;Кратер;??;Jacques Etienne de Montgolfier;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;изобретатель;Франции;Французский;18;18-го века;Vidalon les Annonay;1745;Serriиres;1799;With his brother Joseph (1740 /1810) conceiver of an hot air balloon. First flight on june 4th 1783. Second flight with animals on september 19th in front of King Louis XVI. Director of Conservatoire des Arts & Mйtiers. Member of french Academy of scienceson 1796.;-161,3;161,3 ° Запад;50,5;50,5 ° Север;Северо-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;40;40;24;24;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
