NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGHTKM;WIDEKM;LENGHTMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
ABBE H;Кратер;??;Ernst K. Abbe;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;физик;Германии;Германский;19;19-го века;Eisenach;1840;Iena;1905;Director of Iena observatory. Author of a classical theory of microscopes in 1877 and of sinuses relations. Associated with Carl Zeiss. Conceiver of a refractometer and of the first apochromatic objectives and of orthoscopic eyepieces.;177,9;177,9 ° Восток;-58,2;58,2 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;25;25;15;15;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
ABBE K;Кратер;??;Ernst K. Abbe;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;физик;Германии;Германский;19;19-го века;Eisenach;1840;Iena;1905;Director of Iena observatory. Author of a classical theory of microscopes in 1877 and of sinuses relations. Associated with Carl Zeiss. Conceiver of a refractometer and of the first apochromatic objectives and of orthoscopic eyepieces.;177,3;177,3 ° Восток;-59,6;59,6 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;28;28;16;16;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
ABBE M;Кратер;??;Ernst K. Abbe;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;физик;Германии;Германский;19;19-го века;Eisenach;1840;Iena;1905;Director of Iena observatory. Author of a classical theory of microscopes in 1877 and of sinuses relations. Associated with Carl Zeiss. Conceiver of a refractometer and of the first apochromatic objectives and of orthoscopic eyepieces.;175,3;175,3 ° Восток;-61,6;61,6 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;29;29;17;17;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
ABUL WAFA A;Кратер;??;Abu al-Wafa al-Buzadjani;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;математик;Ирана;Иранский;10;10-го века;Buzadjan;940;Bagdad;997;Author of an arithmetrical treaty and of a precise method for sinuses calculations.;116,8;116,8 ° Восток;1,4;1,4 ° Север;Северо-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;16;16;9;9;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
ABUL WAFA Q;Кратер;??;Abu al-Wafa al-Buzadjani;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;математик;Ирана;Иранский;10;10-го века;Buzadjan;940;Bagdad;997;Author of an arithmetrical treaty and of a precise method for sinuses calculations.;115,7;115,7 ° Восток;0,2;0,2 ° Север;Северо-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;30;30;18;18;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
AITKEN A;Кратер;??;Robert Grant Aitken;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;США;Американский;20;20-го века;Jackson;1864;Berkeley;1954;Author of New General Catalogue of Double Stars in 1932.;173,7;173,7 ° Восток;-14;14 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;13;13;8;8;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
AITKEN C;Кратер;??;Robert Grant Aitken;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;США;Американский;20;20-го века;Jackson;1864;Berkeley;1954;Author of New General Catalogue of Double Stars in 1932.;175,8;175,8 ° Восток;-14;14 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;74;74;44;44;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
AITKEN G;Малый кратер;??;Robert Grant Aitken;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;США;Американский;20;20-го века;Jackson;1864;Berkeley;1954;Author of New General Catalogue of Double Stars in 1932.;174,2;174,2 ° Восток;-16,8;16,8 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;7;7;4;4;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
AITKEN N;Малый кратер;??;Robert Grant Aitken;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;США;Американский;20;20-го века;Jackson;1864;Berkeley;1954;Author of New General Catalogue of Double Stars in 1932.;172,7;172,7 ° Восток;-17,7;17,7 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;7;7;4;4;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
AITKEN Y;Кратер;??;Robert Grant Aitken;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;США;Американский;20;20-го века;Jackson;1864;Berkeley;1954;Author of New General Catalogue of Double Stars in 1932.;173,2;173,2 ° Восток;-12;12 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;35;35;21;21;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
AITKEN Z;Кратер;??;Robert Grant Aitken;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;США;Американский;20;20-го века;Jackson;1864;Berkeley;1954;Author of New General Catalogue of Double Stars in 1932.;173,3;173,3 ° Восток;-15,1;15,1 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;33;33;19;19;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
AL-BIRUNI C;Малый кратер;??;Al-Biruni;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;ученый;Ирана;Иранский;11;11-го века;Kath;973;Rhazni;1050;Great traveller. Astrologist of Rhazni Sultan in 1017. Civilizations historian. Author of Kitah al Qanun al Mas'udi, general astronomy treaty inpired from Ptolemeaus.;93;93 ° Восток;18,4;18,4 ° Север;Северо-Восточный;Не определена;??;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;9;9;5;5;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Округлое образование, расположенное в зоне либраций дальней стороны.;;;;1;Малоинтересное или сложное образование;2;2 дня после Новолуния;1 день после Полнолуния;50;50 мм рефрактор;100 мм рефрактор
ALDEN B;Кратер;??;Harold L.Alden;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;США;Американский;20;20-го века;??;1890;??;1964;??;112,6;112,6 ° Восток;-20,5;20,5 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;17;17;10;10;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
ALDEN C;Кратер;??;Harold L.Alden;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;США;Американский;20;20-го века;??;1890;??;1964;??;111,4;111,4 ° Восток;-22,5;22,5 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;50;50;29;29;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
ALDEN E;Кратер;??;Harold L.Alden;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;США;Американский;20;20-го века;??;1890;??;1964;??;112,4;112,4 ° Восток;-23,2;23,2 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;28;28;16;16;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
ALDEN V;Кратер;??;Harold L.Alden;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;США;Американский;20;20-го века;??;1890;??;1964;??;110,1;110,1 ° Восток;-22,5;22,5 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;19;19;11;11;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
ALDER E;Кратер;??;Kurt Alder;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;химик;Германии;Германский;20;20-го века;Kцnigshьtte;1902;Koln;1958;Professor in Koln University in 1940. Nobel prize in 1950 with Otto Diels.;172,3;172,3 ° Восток;-47,6;47,6 ° Юг;Юго-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;16;16;9;9;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
ALEKHIN E;Кратер;??;Nikolaj P. Alekhin;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;инженер;СССР;Советский;20;20-го века;??;1913;??;1964;Rockets designer.;-124,1;124,1 ° Запад;-67,2;67,2 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;38;38;22;22;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
AL-KHWARIZMI B;Кратер;??;Al-Khwarizmi;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;математик;Ирака;Иракский;9;9-го века;??;??;??;825;??;107,4;107,4 ° Восток;9;9 ° Север;Северо-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;62;62;36;36;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
AL-KHWARIZMI G;Кратер;??;Al-Khwarizmi;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;математик;Ирака;Иракский;9;9-го века;??;??;??;825;??;107,1;107,1 ° Восток;6,9;6,9 ° Север;Северо-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;95;95;56;56;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
AL-KHWARIZMI H;Кратер;??;Al-Khwarizmi;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;математик;Ирака;Иракский;9;9-го века;??;??;??;825;??;109,2;109,2 ° Восток;6;6 ° Север;Северо-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;50;50;29;29;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
AL-KHWARIZMI J;Кратер;??;Al-Khwarizmi;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;математик;Ирака;Иракский;9;9-го века;??;??;??;825;??;107,6;107,6 ° Восток;6,2;6,2 ° Север;Северо-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;47;47;28;28;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
AL-KHWARIZMI K;Кратер;??;Al-Khwarizmi;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;математик;Ирака;Иракский;9;9-го века;??;??;??;825;??;107,6;107,6 ° Восток;4,6;4,6 ° Север;Северо-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;26;26;15;15;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
AL-KHWARIZMI L;Кратер;??;Al-Khwarizmi;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;математик;Ирака;Иракский;9;9-го века;??;??;??;825;??;107,4;107,4 ° Восток;3,9;3,9 ° Север;Северо-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;35;35;21;21;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
AL-KHWARIZMI M;Кратер;??;Al-Khwarizmi;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;математик;Ирака;Иракский;9;9-го века;??;??;??;825;??;107;107 ° Восток;3,1;3,1 ° Север;Северо-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;18;18;11;11;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
AL-KHWARIZMI T;Кратер;??;Al-Khwarizmi;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;математик;Ирака;Иракский;9;9-го века;??;??;??;825;??;104,5;104,5 ° Восток;7;7 ° Север;Северо-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;15;15;9;9;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
ALTER K;Кратер;??;Dinsmore Alter;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;США;Американский;20;20-го века;??;1888;??;1968;??;-106;106 ° Запад;16,3;16,3 ° Север;Северо-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;22;22;13;13;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
ALTER W;Кратер;??;Dinsmore Alter;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;США;Американский;20;20-го века;??;1888;??;1968;??;-109,2;109,2 ° Запад;20,4;20,4 ° Север;Северо-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;52;52;31;31;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
AMICI M;Кратер;??;Giovanni Battista Amici;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;оптик;Италии;Итальянский;19;19-го века;Modena;1786;Florence;1863;Director of Florence observatory. Inventor of a specteoscope with prism. Survey on cristals orientation in minerals.;-171,9;171,9 ° Запад;-11,8;11,8 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;105;105;62;62;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
AMICI N;Кратер;??;Giovanni Battista Amici;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;оптик;Италии;Итальянский;19;19-го века;Modena;1786;Florence;1863;Director of Florence observatory. Inventor of a specteoscope with prism. Survey on cristals orientation in minerals.;-172,5;172,5 ° Запад;-11,8;11,8 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;39;39;23;23;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
AMICI P;Кратер;??;Giovanni Battista Amici;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;оптик;Италии;Итальянский;19;19-го века;Modena;1786;Florence;1863;Director of Florence observatory. Inventor of a specteoscope with prism. Survey on cristals orientation in minerals.;-174,1;174,1 ° Запад;-12,3;12,3 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;31;31;18;18;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
AMICI Q;Кратер;??;Giovanni Battista Amici;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;оптик;Италии;Итальянский;19;19-го века;Modena;1786;Florence;1863;Director of Florence observatory. Inventor of a specteoscope with prism. Survey on cristals orientation in minerals.;-175,7;175,7 ° Запад;-12;12 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;47;47;28;28;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
AMICI R;Кратер;??;Giovanni Battista Amici;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;оптик;Италии;Итальянский;19;19-го века;Modena;1786;Florence;1863;Director of Florence observatory. Inventor of a specteoscope with prism. Survey on cristals orientation in minerals.;-175,2;175,2 ° Запад;-11,4;11,4 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;34;34;20;20;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
AMICI T;Кратер;??;Giovanni Battista Amici;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;оптик;Италии;Итальянский;19;19-го века;Modena;1786;Florence;1863;Director of Florence observatory. Inventor of a specteoscope with prism. Survey on cristals orientation in minerals.;-174;174 ° Запад;-9,7;9,7 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;43;43;25;25;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
AMICI U;Кратер;??;Giovanni Battista Amici;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;оптик;Италии;Итальянский;19;19-го века;Modena;1786;Florence;1863;Director of Florence observatory. Inventor of a specteoscope with prism. Survey on cristals orientation in minerals.;-175,5;175,5 ° Запад;-8,7;8,7 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;96;96;56;56;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
ANDERS D;Кратер;??;William A. Anders;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астронавт;США;Американский;20;20-го века;??;1933;;;Apollo 8 mission astronaut in december 1968 with Frank Borman and Jim Lovell.;-140,5;140,5 ° Запад;-40,4;40,4 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;23;23;14;14;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
ANDERS G;Кратер;??;William A. Anders;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астронавт;США;Американский;20;20-го века;??;1933;;;Apollo 8 mission astronaut in december 1968 with Frank Borman and Jim Lovell.;-141,9;141,9 ° Запад;-41,8;41,8 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;18;18;11;11;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
ANDERS X;Кратер;??;William A. Anders;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астронавт;США;Американский;20;20-го века;??;1933;;;Apollo 8 mission astronaut in december 1968 with Frank Borman and Jim Lovell.;-143,8;143,8 ° Запад;-39,7;39,7 ° Юг;Юго-Западный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;21;21;12;12;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
ANDERSON E;Кратер;??;John A. Anderson;Andersson / Whitaker 1982;В то время неизвестно;В то время неизвестно;В то время неизвестно;астроном;США;Американский;20;20-го века;??;1876;??;1959;??;173,4;173,4 ° Восток;16,9;16,9 ° Север;Северо-Восточный;Не определена;Нет карты;;Нет карты или изображения;Нет карты или изображения;Нет карты или изображения;Нет статьи;??;28;28;16;16;Неизвестно;Неизвестно;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Нельзя увидеть;;;;0;Нельзя увидеть;0;Нельзя увидеть;Нельзя увидеть;999;Нельзя увидеть;Нельзя увидеть
