NAME;LUN;LUN_REDUCED;NAME_TYPE;TYPE;SUBTYPE;PERIOD;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;RUKL;RUKL_C;VISCARDY;HATFIELD;OuestFALL;WOOD;LOPAM;LENGTH_KM;WIDE_KM;LENGTH_MI;WIDE_MI;HEIGHT_M;HEIGHT_FE;RAPPORT;PROFIL;GENERAL_1;SLOPES;WALLS;FLOOR;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NordERN_LATITUDE;IAU_SudERN_LATITUDE;IAU_EstERN_LONGITUDE;IAU_OuestERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK
NELIOTA 52;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 52;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;-36,9;323,1;36 ° 54 '  Ouest;33,9;33 ° 54 '  Nord;Face visible;Nord-Ouest;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 06 18 @ 19:16:44.473 UT;R Magnitude = 8,85 +/- 0,09 & I Magnitude = 8,82 +/- 0,1 > Latitude : 33,9 ° +/- 0,5 ° > Longitude : -36,9 ° +/- 0,5 °;Images R : 1 & Images I : 1;Eclair suspecté / Durée maximale : 0,033 / Airmass : 1,94;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 53;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 53;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;3,6;3,6;3 ° 36 '  Est;-59;59 ° 0 '  Sud;Face visible;Sud-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 06 19 @ 19:12:09.650 UT;R Magnitude = 9,87 +/- 0,21 & I Magnitude = 9,03 +/- 0,09 > Latitude : -59 ° +/- 0,5 ° > Longitude : 3,6 ° +/- 0,5 °;Images R : 1 & Images I : 1;Eclair de géocroiseur validé / Durée maximale : 0,033 / Airmass : 1,562;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 54;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 54;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;17,4;17,4;17 ° 24 '  Est;-58,2;58 ° 48 '  Sud;Face visible;Sud-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 06 19 @ 20:00:48.490 UT;R Magnitude = 9,92 +/- 0,28 & I Magnitude = 9,31 +/- 0,14 > Latitude : -58,2 ° +/- 0,5 ° > Longitude : 17,4 ° +/- 0,5 °;Images R : 1 & Images I : 1;Eclair de géocroiseur validé / Durée maximale : 0,033 / Airmass : 2,043;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 55;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 55;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;2,5;2,5;2 ° 30 '  Est;-20;20 ° 0 '  Sud;Face visible;Sud-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 06 19 @ 20:04:09.773 UT;R Magnitude = 10,26 +/- 0,61 & I Magnitude = 8,63 +/- 0,11 > Latitude : -20 ° +/- 0,5 ° > Longitude : 2,5 ° +/- 0,5 °;Images R : 1 & Images I : 1;Eclair de géocroiseur validé / Durée maximale : 0,033 / Airmass : 2,043;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 56;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 56;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;46;46;46 ° 0 '  Est;24,9;24 ° 54 '  Nord;Face visible;Nord-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 07 09 @ 01:44:19.410 UT;R Magnitude = 11,16 +/- 0,28 & I Magnitude = 10,06 +/- 0,12 > Latitude : 24,9 ° +/- 0,5 ° > Longitude : 46 ° +/- 0,5 °;Images R : 1 & Images I : 1;Eclair de géocroiseur validé / Durée maximale : 0,033 / Airmass : 2,981;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 57;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 57;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;33,8;33,8;33 ° 48 '  Est;20,7;20 ° 42 '  Nord;Face visible;Nord-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 08 06 @ 01:12:10.939 UT;R Magnitude = -99,99 +/- -99,99 & I Magnitude = 10,47 +/- 0,3 > Latitude : 20,7 ° +/- 0,5 ° > Longitude : 33,8 ° +/- 0,5 °;Images R : 0 & Images I : 1;Eclair de géocroiseur suspecté / Durée maximale : 0,033 / Airmass : 2,056;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 58;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 58;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;10,6;10,6;10 ° 36 '  Est;-22,1;22 ° 54 '  Sud;Face visible;Sud-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 08 06 @ 01:57:43.686 UT;R Magnitude = 9,68 +/- 0,16 & I Magnitude = 8,14 +/- 0,04 > Latitude : -22,1 ° +/- 0,5 ° > Longitude : 10,6 ° +/- 0,5 °;Images R : 1 & Images I : 3;Eclair de véritable géocroiseur validé / / Durée maximale : 0,099 / Airmass : 1,624;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 59;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 59;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;67,2;67,2;67 ° 12 '  Est;28,8;28 ° 48 '  Nord;Face visible;Nord-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 08 06 @ 02:38:14.302 UT;R Magnitude = 9,16 +/- 0,09 & I Magnitude = 7,73 +/- 0,02 > Latitude : 28,8 ° +/- 0,5 ° > Longitude : 67,2 ° +/- 0,5 °;Images R : 2 & Images I : 3;Eclair de véritable géocroiseur validé / / Durée maximale : 0,099 / Airmass : 1,398;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 60;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 60;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;61,8;61,8;61 ° 48 '  Est;9,5;9 ° 30 '  Nord;Face visible;Nord-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 08 06 @ 03:15:10.684 UT;R Magnitude = -99,99 +/- -99,99 & I Magnitude = 9,8 +/- 0,25 > Latitude : 9,5 ° +/- 0,5 ° > Longitude : 61,8 ° +/- 0,5 °;Images R : 0 & Images I : 1;Eclair de géocroiseur suspecté / Durée maximale : 0,033 / Airmass : 1,262;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 61;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 61;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;52,1;52,1;52 ° 6 '  Est;1,8;1 ° 48 '  Nord;Face visible;Nord-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 08 07 @ 01:33:54.756 UT;R Magnitude = 10,79 +/- 0,26 & I Magnitude = 9,31 +/- 0,07 > Latitude : 1,8 ° +/- 0,5 ° > Longitude : 52,1 ° +/- 0,5 °;Images R : 1 & Images I : 1;Eclair de géocroiseur validé / Durée maximale : 0,033 / Airmass : 2,463;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 62;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 62;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;70;70;70 ° 0 '  Est;3,1;3 ° 6 '  Nord;Face visible;Nord-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 08 07 @ 01:35:45.168 UT;R Magnitude = 8,78 +/- 0,05 & I Magnitude = 7,74 +/- 0,02 > Latitude : 3,1 ° +/- 0,5 ° > Longitude : 70 ° +/- 0,5 °;Images R : 2 & Images I : 4;Eclair de géocroiseur validé / Durée maximale : 0,132 / Airmass : 2,359;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 63;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 63;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;60,2;60,2;60 ° 12 '  Est;26,7;26 ° 42 '  Nord;Face visible;Nord-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 08 07 @ 02:33:18.184 UT;R Magnitude = 10,07 +/- 0,17 & I Magnitude = 9,46 +/- 0,07 > Latitude : 26,7 ° +/- 0,5 ° > Longitude : 60,2 ° +/- 0,5 °;Images R : 1 & Images I : 1;Eclair de géocroiseur validé / Durée maximale : 0,033 / Airmass : 1,701;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
NELIOTA 64;Création impossible;Création impossible;Formation non nommée;Impact météoritique contemporain;Pas de sous-type;2018;Non applicable;NELIOTA 64;Projet NELIOTA (ESA);Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;30,6;30,6;30 ° 36 '  Est;10,3;10 ° 18 '  Nord;Face visible;Nord-Est;Non déterminé;999;Non déterminé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Date & heure de l'évènement : 2018 08 07 @ 03:10:33.302 UT;R Magnitude = 10,39 +/- 0,31 & I Magnitude = 9,8 +/- 0,14 > Latitude : 10,3 ° +/- 0,5 ° > Longitude : 30,6 ° +/- 0,5 °;Images R : 1 & Images I : 1;Eclair de géocroiseur validé / Durée maximale : 0,033 / Airmass : 1,465;999;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
