NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURY;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS_UK;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
SPENCER JONES;Crater;;Sir Harold;UAI 1970 ?;Not known;Not known;Not known;astronomer;United Kingdom;British;20;20 th century;London;1890;London;1960;Director of Greenwich Observatory on 1933. President of the Astronomical Royal Society on 1937 and of International Astronomical Union on 1945. Works on Earth motions.;165,6;165,6 ° East;13,3;13,3 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;85;85;50;50;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ST JOHN;Crater;;Charles E. Saint John;UAI 1970 ?;Not known;Not known;Not known;astronomer;USA;American;20;20 th century;??;1857;??;1935;Specialized in solar physics.;150,2;150,2 ° East;10,2;10,2 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;68;68;40;40;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
STARK;Crater;;Johannes Stark;UAI 1976 ?;Not known;Not known;Not known;physicist;Germany;German;20;20 th century;Schickenhof;1874;Traunstein;1957;Discoverer of spectral rays separation in a magnetic field. Nobel laureate on 1919.;134,6;134,6 ° East;-25,5;25,5 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;;69;69;41;41;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
STEARNS;Crater;;Carl Leo Stearns;UAI 1970 ?;Not known;Not known;Not known;astronomer;USA;American;20;20 th century;??;1892;??;1972;??;162,6;162,6 ° East;34,8;34,8 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;V-085-H1 V-085-M;49;49;29;29;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
STEBBINS;Crater;;Joel Stebbins;UAI 1970 ?;Not known;Not known;Not known;astronomer;USA;American;20;20 th century;??;1878;??;1966;??;-141,8;141,8 ° West;64,8;64,8 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-025-M V-029-M V-029-H2;36;36;21;21;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
STEFAN;Crater;;Josef Stefan;UAI 1970 ?;Not known;Not known;Not known;physicist;Austria;Austrian;19;19 th century;Sankt Peter;1835;Vienna;1893;Director of Vienna physics Institute on 1866. Author of a theory about gases diffusion. Author of the black body emission law on 1879.;-108,3;108,3 ° West;46;46 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-015-H3 V-006-H1 V-008-M;131;131;77;77;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
STEIN;Crater;;J. W. Stein;UAI 1970 ?;Not known;Not known;Not known;astronomer;Netherlands;Dutch;20;20 th century;??;1871;??;1951;??;179;179 ° East;7,2;7,2 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;125;125;74;74;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
STEKLOV;Crater;;Vladimir A. Steklov;UAI 1979 ?;Not known;Not known;Not known;mathematician;Russia;Russian;20;20 th century;??;1864;??;1926;??;-104,9;104,9 ° West;-36,7;36,7 ° South;South-West;;No map;;No map or picture;No map or picture;No map or picture;;;33;33;19;19;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
STENO;Crater;;Niels Steesen (dit Nicolaus Steno);UAI 1970 ?;Not known;Not known;Not known;geologist;Danmark;Danish;17;17 th century;Copenhagen;1638;Schwerin;1686;Founder of the stratigraphic method and of tectonics. ;161,8;161,8 ° East;32,8;32,8 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;V-085-M V-085-H1;36;36;21;21;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
STERNFELD;Crater;;A. A. Sternfeld;UAI 1970 ?;Not known;Not known;Not known;physicist;USSR;Soviet;20;20 th century;??;1905;??;1980;Space scientist.;-141,2;141,2 ° West;-19,6;19,6 ° South;South-West;;No map;;No map or picture;No map or picture;No map or picture;;;31;31;18;18;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
STETSON;Crater;;Harlan T. Stetson;UAI 1979 ?;Not known;Not known;Not known;astronomer;USA;American;20;20 th century;??;1885;??;1964;Geophysicist;-118,3;118,3 ° West;-39,6;39,6 ° South;South-West;;No map;;No map or picture;No map or picture;No map or picture;;;100;100;59;59;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
STOLETOV;Crater;;Aleksandr G. Stoletov;UAI 1970 ?;Not known;Not known;Not known;physicist;Russia;Russian;19;19 th century;??;1839;??;1896;??;-155,2;155,2 ° West;45,1;45,1 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-039-M;64;64;38;38;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
STONEY;Crater;;George Johnstone Stoney;UAI 1970 ?;Not known;Not known;Not known;astronomer;Ireland;Irish;19;19 th century;Oakley Park;1826;London;1911;Evaluation of Avogadro number on 1867. Author of the electron existence hypothesis on 1891.;-156,1;156,1 ° West;-55,3;55,3 ° South;South-West;;No map;;No map or picture;No map or picture;No map or picture;;;42;42;25;25;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
STORMER;Crater;;F. Carl M. Stormer;UAI 1970 ?;Not known;Not known;Not known;astronomer;Norway;Norvegian;20;20 th century;Skien;1874;Oslo;1957;Specialist of the upper atmosphere. Author of the mathematical theory of polar aurorae.;-132,4;132,4 ° West;-21,7;21,7 ° South;South-West;;No map;;No map or picture;No map or picture;No map or picture;;;45;45;26;26;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
STRATTON;Crater;;Frederick J. M. Stratton;UAI 1970 ?;Not known;Not known;Not known;astrophysicist;United Kingdom;British;20;20 th century;??;1881;??;1960;??;164,6;164,6 ° East;-5,8;5,8 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;II-034-M;70;70;41;41;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
STROMGREN;Crater;;Svante Elis Strömgren;UAI 1991 ?;Not known;Not known;Not known;astronomer;Sweden;Swedish;20;20 th century;Hälsingborg;1870;Copenhagen;1947;Works on comets and on the three bodies problem.;135,3;135,3 ° East;-29,2;29,2 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;;61;61;36;36;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SUBBOTIN;Crater;;Mikhail F. Subbotin;UAI 1970 ?;Not known;Not known;Not known;astronomer;USSR;Soviet;20;20 th century;??;1893;??;1966;??;108,7;108,7 ° East;37,5;37,5 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;V-181-H1;67;67;39;39;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SUMNER;Crater;;Thomas H. Sumner;UAI 1997 ?;Not known;Not known;Not known;geographer;USA;American;19;19 th century;??;1807;??;1876;??;-91,6;91,6 ° West;10,8;10,8 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;IV-188-H2;50;50;29;29;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;;;;1;Low interest or difficult formation;14;Full Moon;6 days after Last Quarter;30;x10 binoculars;50 mm refractor
SUNDMAN;Crater;;K. F. Sundman;UAI 1979 ?;Not known;Not known;Not known;astronomer;Finland;Finnish;20;20 th century;??;1873;??;1949;??;112,7;112,7 ° East;52;52 ° North;North-East;;VIII;Röntgen;No map or picture;No map or picture;No map or picture;;;40;40;24;24;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SWANN;Crater;;William F. G. Swann;UAI 1961 ?;Not known;Not known;Not known;physicist;USA;American;20;20 th century;??;1884;??;1962;??;105,7;105,7 ° East;34;34 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;V-181-M;42;42;25;25;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SZILARD;Crater;;Leo Szilard;UAI 1970 ?;Not known;Not known;Not known;physicist;USA;American;20;20 th century;Budapest;1898;La Jolla;1964;Fermi's deputy. Pioneer of the first atomic reactor building. Discoverer of the neutron production method by gamma bombing of beryllium.;146,4;146,4 ° East;-4,4;4,4 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;I-115-H1;122;122;72;72;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
TAMM;Crater;;Igor Ievguenievitch Tamm;UAI 1973 ?;Not known;Not known;Not known;physicist;USSR;Soviet;20;20 th century;Vladivostok;1895;Moscow;1971;Pioneer of the thermonuclar fusion. Author of the Tcherenkov effect theory with Frank. Nobel laureate on 1958 with Frank and Tcherenkov.;92;92 ° East;-0,7;0,7 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;;38;38;22;22;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the librations zone;;;;1;Low interest or difficult formation;1;2 days after New Moon;1 day after Full Moon;30;x10 binoculars;50 mm refractor
TEISSERENC;Crater;;Leon-Philippe Teisserenc de Bort;UAI 1970 ?;Not known;Not known;Not known;meteorologist;France;French;19;19 th century;Paris;1855;Cannes;1913;Probes balloons user. Discoverer of the stratosphere.;-135,9;135,9 ° West;32,2;32,2 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-031-H3 V-028-H2;62;62;36;36;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
TEN BRUGGENCATE;Crater;;P. Ten Bruggencate;UAI 1970 ?;Not known;Not known;Not known;astronomer;Germany;German;20;20 th century;??;1901;??;1961;??;134,4;134,4 ° East;-9,5;9,5 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;I-136-M;59;59;35;35;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
TERESHKOVA;Crater;;Valentina Vladimirovna Tereshkova;UAI 1970 ?;Not known;Not known;Not known;cosmonaut;USSR;Soviet;20;20 th century;??;1937;??;Vivante;First woman in space. Pilot of Vostok 3 vessel.;144,3;144,3 ° East;28,4;28,4 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;31;31;18;18;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
TESLA;Crater;;Nikola Tesla;UAI 1970 ?;Not known;Not known;Not known;engineer;USA;American;20;20 th century;Smiljan;1856;New York;1943;Specialist in electricity. Inventor of an asynchron engine. Surveys on high frequency currents.;124,7;124,7 ° East;38,5;38,5 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;V-158-H2 V-163-M V-163-H2 V-158-M;43;43;25;25;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
THIEL;Crater;;Walter Thiel;UAI 1970 ?;Not known;Not known;Not known;engineer;Germany;German;20;20 th century;??;1910;??;1943;Rockets conceiver.;-134,5;134,5 ° West;40,7;40,7 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-028-H3;32;32;19;19;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
THIESSEN;Crater;;E. Thiessen;UAI 1970 ?;Not known;Not known;Not known;astronomer;Germany;German;20;20 th century;??;1914;??;1961;??;-169;169 ° West;75,4;75,4 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-029-M;66;66;39;39;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
THOMSON;Crater;;Sir Joseph John Thomson;UAI 1973 ?;Not known;Not known;Not known;physicist;United Kingdom;British;20;20 th century;Cheetham Hill;1856;Cambridge;1940;Inventor of mass spectrograph. Discoverer of the e/m ratio of the electron on 1897. President of the Royal Society on 1916. Nobel laureate on 1906.;166,2;166,2 ° East;-32,7;32,7 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;II-075-M;117;117;69;69;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
TIKHOMIROV;Crater;;Nikolaj I. Tikhomirov;UAI 1970 ?;Not known;Not known;Not known;chemist;USSR;Soviet;20;20 th century;??;1860;??;1930;??;162;162 ° East;25,2;25,2 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;65;65;38;38;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
TIKHOV;Crater;;Gavrill A. Tikhov;UAI 1970 ?;Not known;Not known;Not known;astronomer;USSR;Soviet;20;20 th century;??;1875;??;1960;??;171,7;171,7 ° East;62,3;62,3 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;V-053-M;83;83;49;49;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
