NAME;LUN;LUN_REDUCED;NAME_TYPE;TYPE;TYPE_IAU;SUBTYPE;PROCESS;PERIOD;PERIOD_SOURCE;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;IAU_APPROVAL;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;RUKL;RUKL_C;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTH_KM;WIDE_KM;LENGTH_MI;WIDE_MI;LENGTH_ARCSEC;HEIGHT_M;HEIGHT_FE;RAPPORT;PROFIL;FLOOR_DIAMETER_KM;PEAK_HEIGHT_KM;PEAK_DIAMETER_KM;EXCAVATION_DEPTH_KM;MELTING_DEPTH_KM;EJECTA_THICK_M_1RADIUS;EJECTA_THICK_M_3RADIUS;EJECTA_THICK_M_5RADIUS;RADAR_BRIGHT_HALO_RADIUS;RADAR_DARK_HALO_RADIUS;GENERAL_1;GENERAL_2;SLOPES;WALLS;FLOOR;ELGER_1895;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NORTHERN_LATITUDE;IAU_SOUTHERN_LATITUDE;IAU_EASTERN_LONGITUDE;IAU_WESTERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK;
DOME TARUNTIUS F 1;TH240N3762E;240N3762E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Taruntius F n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mathematician and philosopher;Rome;Roman;-2;2 nd century BC;?;?;?;86 av JC;??;37.62846706;37.63;37 ° 38 '  East;2.40713079;2 ° 24 '  North;Nearside;North - East;North edge of Mare Fecunditatis;37;Taruntius;268;;315C 323N/C 328C 124C 131C;MM107;IV-191-H3 IV-061-H1;25;22;15.2;13.4;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;SW of crater Taruntius F;Maybe the same as another dome, platykurtic, bright mare dome;;;;Not described;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME TARUNTIUS F 2;TH257N3836E;257N3836E;Registered feature;Dome;TH;Volcano;Extrusive volcanism;N / A;N / A;N / A;Dome of Taruntius F n° 2;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mathematician and philosopher;Rome;Roman;-2;2 nd century BC;?;?;?;86 av JC;??;38.36206039;38.36;38 ° 22 '  East;2.579181052;2 ° 35 '  North;Nearside;North - East;North edge of Mare Fecunditatis;37;Taruntius;268;;315C 323N/C 328C 124C 131C;MM107;IV-191-H3 IV-061-H1;25;22;15.2;13.4;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;SW of crater Taruntius F;Maybe the same as another dome, platykurtic, bright mare dome;;;;Not described;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME TARUNTIUS F 3;TH389N3820E;389N3820E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Taruntius F n° 3;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mathematician and philosopher;Rome;Roman;-2;2 nd century BC;?;?;?;86 av JC;??;38.20168238;38.2;38 ° 12 '  East;3.899121876;3 ° 54 '  North;Nearside;North - East;North edge of Mare Fecunditatis;37;Taruntius;268;;315C 323N/C 328C 124C 131C;MM107;IV-191-H3 IV-061-H1;16;16;9.7;9.7;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;W of crater Taruntius F;Very doubtful;;;;Not described;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME THEAETETUS 1;TH3329N391E;3329N391E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Theaetetus n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Philosopher;Greece;Greek;-4;4  th century BC;AthÃ§nes;380 av JC;?;?;Friend of Platon.;3.910395778;3.91;3 ° 55 '  East;33.29843581;33 ° 18 '  North;Nearside;North - East;North of Archimedes crater region;12;Aristillus;353;1d3;357N 003N 161N 167N 174N;MM30;IV-110-H2 IV-103-H2;1;1;0.6;0.6;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;SW of crater Theaetetus;Unconfirmed;;;;Not described;3;Very interesting formation;7;First Quarter;6 days after Full Moon;250;250 mm reflector;500 mm reflector;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME THEAETETUS 2;TH3481N496E;3481N496E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Theaetetus n° 2;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Philosopher;Greece;Greek;-4;4  th century BC;AthÃ§nes;380 av JC;?;?;Friend of Platon.;4.961433001;4.96;4 ° 58 '  East;34.81998827;34 ° 49 '  North;Nearside;North - East;North of Archimedes crater region;12;Aristillus;353;1d3;357N 003N 161N 167N 174N;MM30;IV-110-H2 IV-103-H2;2;2;1.2;1.2;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;SW of crater Theaetetus;Unconfirmed, near eastern shore of Mare Imbrium;;;;Not described;3;Very interesting formation;7;First Quarter;6 days after Full Moon;150;150 mm refractor;300 mm reflector;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME THEAETETUS 3;TH3559N670E;3559N670E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Theaetetus n° 3;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Philosopher;Greece;Greek;-4;4  th century BC;AthÃ§nes;380 av JC;?;?;Friend of Platon.;6.708844149;6.71;6 ° 43 '  East;35.59133528;35 ° 35 '  North;Nearside;North - East;North of Archimedes crater region;12;Aristillus;353;1d3;357N 003N 161N 167N 174N;MM30;IV-110-H2 IV-103-H2;15;15;9.1;9.1;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;S of crater Theaetetus;Hemispherical portion of a ridge, not a dome, near eastern shore of Mare Imbrium;;;;Not described;3;Very interesting formation;7;First Quarter;6 days after Full Moon;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME THEBIT B 1;TH2208S681W;2208S681W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Thebit B n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Persia;Persian;9;9 th century;?;826;?;901;Translator of the 'Almagest' of Ptolemee in Arabic.;-6.817719883;353.18;6 ° 49 '  West;-22.08613243;22 ° 5 '  South;Nearside;South - West;Arzachel crater region;55;Arzachel;162;6f6 / 8b7;009S 018S 174S 179C/S 183S;ST09/00;IV-108-H1 IV-113-H1;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NW of crater Thebit B;Oval platykurtic dome;;;;Not described;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME THEBIT B 2;TH1969S628W;1969S628W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Thebit B n° 2;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Persia;Persian;9;9 th century;?;826;?;901;Translator of the 'Almagest' of Ptolemee in Arabic.;-6.280692119;353.72;6 ° 17 '  West;-19.69420289;19 ° 42 '  South;Nearside;South - West;Arzachel crater region;55;Arzachel;162;6f6 / 8b7;009S 018S 174S 179C/S 183S;ST09/00;IV-108-H1 IV-113-H1;11;11;6.7;6.7;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NW of crater Thebit B;Oval dome, narrow to north;;;;Not described;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME THEBIT U 1;TH2054S631W;2054S631W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Thebit U n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Persia;Persian;9;9 th century;?;826;?;901;Translator of the 'Almagest' of Ptolemee in Arabic.;-6.315235509;353.68;6 ° 19 '  West;-20.54849178;20 ° 33 '  South;Nearside;South - West;Arzachel crater region;55;Arzachel;162;6f6 / 8b7;009S 018S 174S 179C/S 183S;ST09/00;IV-108-H1 IV-113-H1;12;6;7.3;3.6;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;SW of crater Thebit U;May be a ridge with craterpit on the summit;;;;Not described;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME TIMOCHARIS 1;TH2433N1255W;2433N1255W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Timocharis n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Greece;Greek;-5;5  th century BC;?;450 av JC;?;350 av JC;Close to school of Alexandrie. Attempt of definitions of coordinate stellar based on the Ecliptic.;-12.55048225;347.45;12 ° 33 '  West;24.33053374;24 ° 20 '  North;Nearside;North - West;South-East part of Mare Imbrium;21;Timocharis;330;15e1 / 16 d7;018N 024N 183N 191N;;IV-115-H1 IV-122-H1 IV-114-H3 IV-121-H3;70;70;42.5;42.5;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;S of crater Timocharis;Large mare dome, another dome on NE flank of this dome;;;;Not described;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;30;10x binoculars;50 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME TIMOCHARIS 2;TH2508N1217W;2508N1217W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Timocharis n° 2;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Greece;Greek;-5;5  th century BC;?;450 av JC;?;350 av JC;Close to school of Alexandrie. Attempt of definitions of coordinate stellar based on the Ecliptic.;-12.1748308;347.83;12 ° 10 '  West;25.08738308;25 ° 5 '  North;Nearside;North - West;South-East part of Mare Imbrium;21;Timocharis;330;15e1 / 16 d7;018N 024N 183N 191N;;IV-115-H1 IV-122-H1 IV-114-H3 IV-121-H3;10;10;6.1;6.1;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;S of crater Timocharis;Mare dome, on NE flank of another dome;;;;Not described;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME TIMOCHARIS 3;TH2920N1304W;2920N1304W;Registered feature;Dome;TH;Volcano;Extrusive volcanism;N / A;N / A;N / A;Dome of Timocharis n° 3;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Greece;Greek;-5;5  th century BC;?;450 av JC;?;350 av JC;Close to school of Alexandrie. Attempt of definitions of coordinate stellar based on the Ecliptic.;-13.04398971;346.96;13 ° 3 '  West;29.20921193;29 ° 13 '  North;Nearside;North - West;South-East part of Mare Imbrium;21;Timocharis;330;15e1 / 16 d7;018N 024N 183N 191N;;IV-115-H1 IV-122-H1 IV-114-H3 IV-121-H3;4;4;2.4;2.4;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NW of crater Timocharis;Ridge, probably not a dome;;;;Not described;3;Very interesting formation;9;2 days after First Quarter;1 day after Last Quarter;100;100 mm refractor;200 mm reflector;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME TIMOCHARIS 4;TH3193N1217W;3193N1217W;Registered feature;Dome;TH;Volcano;Extrusive volcanism;N / A;N / A;N / A;Dome of Timocharis n° 4;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Greece;Greek;-5;5  th century BC;?;450 av JC;?;350 av JC;Close to school of Alexandrie. Attempt of definitions of coordinate stellar based on the Ecliptic.;-12.1768719;347.82;12 ° 11 '  West;31.93791373;31 ° 56 '  North;Nearside;North - West;South-East part of Mare Imbrium;21;Timocharis;330;15e1 / 16 d7;018N 024N 183N 191N;;IV-115-H1 IV-122-H1 IV-114-H3 IV-121-H3;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N of crater Timocharis;No dome confirmation;;;;Not described;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME TIMOCHARIS 5;TH3200N1156W;3200N1156W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Timocharis n° 5;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Greece;Greek;-5;5  th century BC;?;450 av JC;?;350 av JC;Close to school of Alexandrie. Attempt of definitions of coordinate stellar based on the Ecliptic.;-11.56457661;348.44;11 ° 34 '  West;32.00545483;32 ° 0 '  North;Nearside;North - West;South-East part of Mare Imbrium;21;Timocharis;330;15e1 / 16 d7;018N 024N 183N 191N;;IV-115-H1 IV-122-H1 IV-114-H3 IV-121-H3;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N of crater Timocharis;No dome confirmation;;;;Not described;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME TIMOCHARIS 6;TH3268N1234W;3268N1234W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Timocharis n° 6;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Greece;Greek;-5;5  th century BC;?;450 av JC;?;350 av JC;Close to school of Alexandrie. Attempt of definitions of coordinate stellar based on the Ecliptic.;-12.3487605;347.65;12 ° 21 '  West;32.68363885;32 ° 41 '  North;Nearside;North - West;South-East part of Mare Imbrium;21;Timocharis;330;15e1 / 16 d7;018N 024N 183N 191N;;IV-115-H1 IV-122-H1 IV-114-H3 IV-121-H3;28;28;17;17;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N of crater Timocharis;Very small rise in Mare Imbrium;;;;Not described;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME TIMOCHARIS A 1;TH2407N1420W;2407N1420W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Timocharis A n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Greece;Greek;-5;5  th century BC;?;450 av JC;?;350 av JC;Close to school of Alexandrie. Attempt of definitions of coordinate stellar based on the Ecliptic.;-14.20251107;345.8;14 ° 12 '  West;24.0792597;24 ° 5 '  North;Nearside;North - West;South-East part of Mare Imbrium;21;Timocharis;330;15e1 / 16 d7;018N 024N 183N 191N;;IV-115-H1 IV-122-H1 IV-114-H3 IV-121-H3;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;SE of Timocharis A;Unresolved crater?;;;;Not described;3;Very interesting formation;9;2 days after First Quarter;1 day after Last Quarter;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME TIMOCHARIS C 1;TH2477N1421W;2477N1421W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Timocharis C n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Greece;Greek;-5;5  th century BC;?;450 av JC;?;350 av JC;Close to school of Alexandrie. Attempt of definitions of coordinate stellar based on the Ecliptic.;-14.21720226;345.78;14 ° 13 '  West;24.7714694;24 ° 46 '  North;Nearside;North - West;South-East part of Mare Imbrium;21;Timocharis;330;15e1 / 16 d7;018N 024N 183N 191N;;IV-115-H1 IV-122-H1 IV-114-H3 IV-121-H3;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;W of crater Timocharis C;Unresolved crater?;;;;Not described;3;Very interesting formation;9;2 days after First Quarter;1 day after Last Quarter;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME TORRICELLI 1;TH596S2683E;596S2683E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Torricelli n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Physicist and mathematician;Italy;Italian;17;17 th century;Faenza;1608;Florence;1647;Pupil of Galileo. Discoverer of the atmospheric pressure and inventor of the barometer with mercury in 1643.;26.83662856;26.84;26 ° 50 '  East;-5.96955535;5 ° 58 '  South;Nearside;South- East;Theophilus crater North-East region;47;Capella;234;;334C 343C 135C/S 143C 148C;;IV-077-H3;7;7;4.3;4.3;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;E of crater Torricelli;Uncertain;;;;Not described;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME TORRICELLI G 1;TH171S2669E;171S2669E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Torricelli G n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Physicist and mathematician;Italy;Italian;17;17 th century;Faenza;1608;Florence;1647;Pupil of Galileo. Discoverer of the atmospheric pressure and inventor of the barometer with mercury in 1643.;26.69250858;26.69;26 ° 42 '  East;-1.719131321;1 ° 43 '  South;Nearside;South- East;Theophilus crater North-East region;47;Capella;234;;334C 343C 135C/S 143C 148C;;IV-077-H3;30;17;18.2;10.3;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N of crater Torricelli G;Double hill;;;;Not described;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME TRIESNECKER 1;TH372N396E;372N396E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Triesnecker n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mathematician and astronomer;Austria;Austrian;18;18 th century;?;1745;?;1817;??;3.964950748;3.96;3 ° 58 '  East;3.726853142;3 ° 44 '  North;Nearside;North - East;Moon disk center;33;Triesnecker;286;1 e5;357C 003C 167C 174C;MM14  MM59;IV-102-H1;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;SE wall of crater Triesnecker;Seen as projection on southeastern exterior wall of crater Triesnecker;;;;Not described;3;Very interesting formation;7;First Quarter;6 days after Full Moon;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME TRIESNECKER 2;TH389N350E;389N350E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Triesnecker n° 2;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mathematician and astronomer;Austria;Austrian;18;18 th century;?;1745;?;1817;??;3.50533753;3.51;3 ° 30 '  East;3.899121876;3 ° 54 '  North;Nearside;North - East;Moon disk center;33;Triesnecker;286;1 e5;357C 003C 167C 174C;MM14  MM59;IV-102-H1;5.1;3;3.1;1.8;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;Inside crater Triesnecker;Not described;;;;Not described;3;Very interesting formation;7;First Quarter;6 days after Full Moon;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME VENDELINUS L 1;TH1775S6163E;1775S6163E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Vendelinus L n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Belgium;Belgian;17;17 th century;?;1580;?;1667;??;61.63348947;61.63;61 ° 38 '  East;-17.75816391;17 ° 45 '  South;Nearside;South- East;Moon East-South-East limb;60;Vendelinus;189;9a2 / 13g3;303C/S 309C/S 315C 105C 112C 119C;MM109;;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;W of crater Vendelinus L;Part of a ridge, probably not a dome;;;;Not described;3;Very interesting formation;3;3 days after New Moon;2 days after Full Moon;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME VITRUVIUS 1;TH1459N3427E;1459N3427E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Vitruvius n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Architect;Rome;Roman;-2;2 nd century BC;Rome;vers 60 av JC;?;?;Author of the alone treaty on architecture during Antiquity.;34.27567118;34.28;34 ° 17 '  East;14.5958935;14 ° 36 '  North;Nearside;North - East;North of Mare Tranquillitatis region;25;RÃ¶mer;310;2f6 / 6a7;334C 135N/C 143C 148C;;IV-078-H2;2.5;2.5;1.5;1.5;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;SE of crater Vitruvius;Small mare dome near base of mountains at mare shore;;;;Not described;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;150;150 mm refractor;300 mm reflector;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
