NAME;LUN;LUN_REDUCED;NAME_TYPE;TYPE;SUBTYPE;PERIOD;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;RUKL;RUKL_C;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTH_KM;WIDE_KM;LENGTH_MI;WIDE_MI;HEIGHT_M;HEIGHT_FE;RAPPORT;PROFIL;GENERAL_1;SLOPES;WALLS;FLOOR;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NORTHERN_LATITUDE;IAU_SOUTHERN_LATITUDE;IAU_EASTERN_LONGITUDE;IAU_WESTERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK
NELIOTA 102;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2019;Non appliable;NELIOTA 102;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;40,8;40,8;40 ° 48 '  East;-9,3;9 ° 42 '  South;Visible face;South-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2019 07 26 @ 00:41:35.185 UT;R Magnitude = 9,64 +/- 0,14 & I Magnitude = 8,21 +/- 0,03 > Latitude : -9,3 ° +/- 0,5 ° > Longitude : 40,8 ° +/- 0,5 °;Frames R : 2 & Frames I : 3;Validated Real impact flash / Maximum duration : 0,099 / Airmass : 2,448;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 103;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2019;Non appliable;NELIOTA 103;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;18,5;18,5;18 ° 30 '  East;60,5;60 ° 30 '  North;Visible face;North-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2019 07 27 @ 01:13:12.236 UT;R Magnitude = 10,68 +/- 0,32 & I Magnitude = 9,46 +/- 0,08 > Latitude : 60,5 ° +/- 0,5 ° > Longitude : 18,5 ° +/- 0,5 °;Frames R : 1 & Frames I : 1;Validated Real impact flash / Maximum duration : 0,033 / Airmass : 2,454;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 104;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2019;Non appliable;NELIOTA 104;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;42,3;42,3;42 ° 18 '  East;50,4;50 ° 24 '  North;Visible face;North-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2019 07 27 @ 01:17:49.791 UT;R Magnitude = 8,95 +/- 0,09 & I Magnitude = 8,02 +/- 0,03 > Latitude : 50,4 ° +/- 0,5 ° > Longitude : 42,3 ° +/- 0,5 °;Frames R : 2 & Frames I : 4;Validated Real impact flash / Maximum duration : 0,132 / Airmass : 2,454;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 105;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2019;Non appliable;NELIOTA 105;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;26;26;26 ° 0 '  East;35,7;35 ° 42 '  North;Visible face;North-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2019 07 27 @ 02:12:25.049 UT;R Magnitude = 9,67 +/- 0,16 & I Magnitude = 8,67 +/- 0,05 > Latitude : 35,7 ° +/- 0,5 ° > Longitude : 26 ° +/- 0,5 °;Frames R : 1 & Frames I : 3;Validated Real impact flash / Maximum duration : 0,099 / Airmass : 1,725;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 106;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2019;Non appliable;NELIOTA 106;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;0,5;0,5;0 ° 30 '  East;49,4;49 ° 24 '  North;Visible face;North-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2019 07 27 @ 02:37:22.715 UT;R Magnitude = 10,16 +/- 0,2 & I Magnitude = 9,48 +/- 0,06 > Latitude : 49,4 ° +/- 0,5 ° > Longitude : 0,5 ° +/- 0,5 °;Frames R : 1 & Frames I : 2;Validated Real impact flash / Maximum duration : 0,066 / Airmass : 1,565;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 107;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2019;Non appliable;NELIOTA 107;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;19,9;19,9;19 ° 54 '  East;49,8;49 ° 48 '  North;Visible face;North-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2019 07 27 @ 02:59:56.458 UT;R Magnitude = 9,48 +/- 0,16 & I Magnitude = 8,25 +/- 0,06 > Latitude : 49,8 ° +/- 0,5 ° > Longitude : 19,9 ° +/- 0,5 °;Frames R : 2 & Frames I : 3;Validated Real impact flash / Maximum duration : 0,099 / Airmass : 1,426;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 108;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2019;Non appliable;NELIOTA 108;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;17,4;17,4;17 ° 24 '  East;60,8;60 ° 48 '  North;Visible face;North-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2019 07 27 @ 03:01:26.125 UT;R Magnitude = 8,9 +/- 0,12 & I Magnitude = 7,47 +/- 0,04 > Latitude : 60,8 ° +/- 0,5 ° > Longitude : 17,4 ° +/- 0,5 °;Frames R : 2 & Frames I : 3;Validated Real impact flash / Maximum duration : 0,099 / Airmass : 1,418;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 109;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2019;Non appliable;NELIOTA 109;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;24,2;24,2;24 ° 12 '  East;31,7;31 ° 42 '  North;Visible face;North-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2019 07 28 @ 01:33:40.121 UT;R Magnitude = 10,08 +/- 0,14 & I Magnitude = 8,93 +/- 0,06 > Latitude : 31,7 ° +/- 0,5 ° > Longitude : 24,2 ° +/- 0,5 °;Frames R : 1 & Frames I : 3;Validated Real impact flash / Maximum duration : 0,067 / Airmass : 2,953;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 110;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2019;Non appliable;NELIOTA 110;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;4,2;4,2;4 ° 12 '  East;21,2;21 ° 12 '  North;Visible face;North-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2019 07 28 @ 01:59:21.345 UT;R Magnitude = 10,8 +/- 0,27 & I Magnitude = 9,62 +/- 0,1 > Latitude : 21,2 ° +/- 0,5 ° > Longitude : 4,2 ° +/- 0,5 °;Frames R : 1 & Frames I : 2;Validated real impact flash / Maximum duration : 0,066 / Airmass : 2,412;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 111;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2019;Non appliable;NELIOTA 111;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;60,5;60,5;60 ° 30 '  East;11,2;11 ° 12 '  North;Visible face;North-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2019 07 28   02:00:53.885 UT;R Magnitude = 11,37 +/- 0,32 & I Magnitude = 10,51 +/- 0,14 > Latitude : 11,2 ° +/- 0,5 ° > Longitude : 60,5 ° +/- 0,5 °;Frames R : 1 & Frames I : 1;Validated Real impact flash / Maximum duration : 0,033 / Airmass : 2,412;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 112;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2019;Non appliable;NELIOTA 112;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;74,2;74,2;74 ° 12 '  East;2,9;2 ° 54 '  North;Visible face;North-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2019 07 28   02:24:26.088 UT;R Magnitude = 11,04 +/- 0,26 & I Magnitude = 9,93 +/- 0,09 > Latitude : 2,9 ° +/- 0,5 ° > Longitude : 74,2 ° +/- 0,5 °;Frames R : 1 & Frames I : 2;Validated Real impact flash / Maximum duration : 0,066 / Airmass : 2,014;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 113;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2019;Non appliable;NELIOTA 113;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;-69,2;290,8;69 ° 12 '  West;10,3;10 ° 18 '  North;Visible face;North-West;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2019 08 06 @ 18:08:34.853 UT;R Magnitude = -99,99 +/- -99,99 & I Magnitude = 8,49 +/- 0,08 > Latitude : 10,3 ° +/- 0,5 ° > Longitude : -69,2 ° +/- 0,5 °;Frames R : 0 & Frames I : 1;Suspected Suspected impact flash / Maximum duration : 0,033 / Airmass : 1,885;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 114;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2019;Non appliable;NELIOTA 114;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;-26,3;333,7;26 ° 18 '  West;18,7;18 ° 42 '  North;Visible face;North-West;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2019 08 06 @ 18:19:16.023 UT;R Magnitude = 10,37 +/- 0,27 & I Magnitude = 8,71 +/- 0,12 > Latitude : 18,7 ° +/- 0,5 ° > Longitude : -26,3 ° +/- 0,5 °;Frames R : 1 & Frames I : 2;Validated Real impact flash / Maximum duration : 0,066 / Airmass : 1,956;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 115;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2019;Non appliable;NELIOTA 115;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;-21,2;338,8;21 ° 12 '  West;18,3;18 ° 18 '  North;Visible face;North-West;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2019 08 06 @ 18:50:01.718 UT;R Magnitude = 8,49 +/- 0,08 & I Magnitude = 8,35 +/- 0,08 > Latitude : 18,3 ° +/- 0,5 ° > Longitude : -21,2 ° +/- 0,5 °;Frames R : 1 & Frames I : 2;Suspected Suspected impact flash / Maximum duration : 0,066 / Airmass : 2,248;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 116;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2019;Non appliable;NELIOTA 116;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;-7,3;352,7;7 ° 18 '  West;23;23 ° 0 '  North;Visible face;North-West;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2019 08 06 @ 18:56:36.990 UT;R Magnitude = 8,43 +/- 0,08 & I Magnitude = 7,38 +/- 0,04 > Latitude : 23 ° +/- 0,5 ° > Longitude : -7,3 ° +/- 0,5 °;Frames R : 1 & Frames I : 2;Validated Real impact flash / Maximum duration : 0,066 / Airmass : 2,412;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 117;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2019;Non appliable;NELIOTA 117;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;-56;304;56 ° 0 '  West;41;41 ° 0 '  North;Visible face;North-West;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2019 08 06 @ 18:59:15.735 UT;R Magnitude = 9,34 +/- 0,09 & I Magnitude = 9 +/- 0,07 > Latitude : 41 ° +/- 0,5 ° > Longitude : -56 ° +/- 0,5 °;Frames R : 1 & Frames I : 1;Validated Real impact flash / Maximum duration : 0,033 / Airmass : 2,412;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 118;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2019;Non appliable;NELIOTA 118;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;42,7;42,7;42 ° 42 '  East;9,1;9 ° 6 '  North;Visible face;North-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2019 08 26 @ 02:50:56.348 UT;R Magnitude = 10,65 +/- 0,24 & I Magnitude = 9,11 +/- 0,05 > Latitude : 9,1 ° +/- 0,5 ° > Longitude : 42,7 ° +/- 0,5 °;Frames R : 1 & Frames I : 2;Validated Real impact flash / Maximum duration : 0,066 / Airmass : 1,552;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 119;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2019;Non appliable;NELIOTA 119;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;-33,5;326,5;33 ° 30 '  West;40,8;40 ° 48 '  North;Visible face;North-West;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2019 08 27 @ 02:58:28.586 UT;R Magnitude = 10,44 +/- 0,15 & I Magnitude = 10,29 +/- 0,11 > Latitude : 40,8 ° +/- 0,5 ° > Longitude : -33,5 ° +/- 0,5 °;Frames R : 1 & Frames I : 1;Suspected Suspected impact flash / Maximum duration : 0,033 / Airmass : 1,963;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
NELIOTA 120;Impossible creation;Impossible creation;Unnamed formation;Contemporary meteoritic impact;No subtype;2019;Non appliable;NELIOTA 120;NELIOTA project (ESA);Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;33,9;33,9;33 ° 54 '  East;-17,2;17 ° 48 '  South;Visible face;South-East;Not determined;999;Not determined;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Non appliable;Event date & time : 2019 08 28 @ 03:03:30.931 UT;R Magnitude = 10,98 +/- 0,26 & I Magnitude = 9,82 +/- 0,14 > Latitude : -17,2 ° +/- 0,5 ° > Longitude : 33,9 ° +/- 0,5 °;Frames R : 1 & Frames I : 1;Validated Real impact flash / Maximum duration : 0,033 / Airmass : 3,103;999;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not visible;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved;Not IAU approuved
